Summary_file = calib.sum
Title = soilwat2 reference dataset (calibrators)
           date             eo            eos         runoff          sw_dep(1)          sw_dep(2)          sw_dep(3)          sw_dep(4)          sw_dep(5)
     11/12/1977         11.100         11.100          0.000             41.806             42.572             43.179             43.595             43.795
     12/12/1977          7.700          7.700          0.000             41.638             42.373             42.960             43.365             43.565
     13/12/1977          7.700          7.700          0.000             41.479             42.186             42.752             43.146             43.346
     14/12/1977          7.700          7.700          0.000             41.329             42.008             42.554             42.938             43.138
     15/12/1977         10.800         10.800          0.000             41.186             41.839             42.366             42.740             42.940
     16/12/1977         15.000         15.000          0.000             41.049             41.677             42.187             42.551             42.751
     17/12/1977         15.000         15.000          0.000             40.917             41.523             42.016             42.371             42.571
     18/12/1977          4.600          4.600          0.000             40.778             41.380             41.856             42.202             42.402
     19/12/1977          7.000          7.000          0.000             40.665             41.233             41.697             42.038             42.238
     20/12/1977          8.000          8.000          0.000             40.549             41.097             41.548             41.881             42.081
     21/12/1977          9.700          9.700          0.000             40.437             40.967             41.405             41.731             41.931
     22/12/1977          6.600          6.600          0.000             40.329             40.842             41.268             41.587             41.787
     23/12/1977         11.500         11.500          0.000             40.224             40.722             41.136             41.450             41.650
     24/12/1977         10.100         10.100          0.000             40.123             40.607             41.010             41.318             41.518
     25/12/1977          9.700          9.700          0.000             40.026             40.496             40.889             41.192             41.392
     26/12/1977          8.700          8.700          0.000             39.933             40.389             40.773             41.071             41.271
     27/12/1977         15.000         15.000          0.000             39.842             40.286             40.662             40.954             41.154
     28/12/1977         12.500         12.500          0.000             39.754             40.188             40.554             40.843             41.043
     29/12/1977         11.800         11.800          0.000             39.670             40.093             40.451             40.736             40.936
     30/12/1977         11.100         11.100          0.000             39.588             40.001             40.352             40.632             40.832
     31/12/1977         11.100         11.100          0.000             39.510             39.914             40.257             40.533             40.733
     01/01/1978         10.100         10.100          0.000             39.430             39.830             40.167             40.438             40.638
     02/01/1978          9.700          9.700          0.000             39.351             39.750             40.080             40.348             40.548
     03/01/1978          8.400          8.400          0.000             39.274             39.673             39.997             40.261             40.461
     04/01/1978          6.300          6.300          0.000             42.795             41.461             40.854             40.647             40.847
     05/01/1978          3.900          3.900          0.000             42.219             41.592             41.136             40.983             41.183
     06/01/1978          4.200          4.200          0.000             46.840             47.920             46.853             44.248             44.448
     07/01/1978          7.700          7.700          0.000             44.909             45.926             45.222             44.839             45.039
     08/01/1978          9.400          9.400          0.000             44.168             44.723             44.803             44.913             45.113
     09/01/1978          7.700          7.700          0.000             43.453             44.119             44.509             44.800             45.000
     10/01/1978          7.700          7.700          0.000             42.927             43.694             44.230             44.604             44.804
     11/01/1978         11.100         11.100          0.000             42.539             43.352             43.956             44.368             44.568
     12/01/1978          7.000          7.000          0.000             42.238             43.062             43.691             44.117             44.317
     13/01/1978          5.600          5.600          0.000             41.993             42.805             43.436             43.864             44.064
     14/01/1978          9.100          9.100          0.000             41.784             42.573             43.193             43.616             43.816
     15/01/1978          7.300          7.300          0.000             42.726             42.953             43.263             43.527             43.727
     16/01/1978          4.200          4.200          0.000             42.181             42.704             43.101             43.402             43.602
     17/01/1978          8.700          8.700          0.000             41.828             42.441             42.904             43.242             43.442
     18/01/1978          7.700          7.700          0.000             41.557             42.203             42.703             43.060             43.260
     19/01/1978          6.600          6.600          0.000             41.335             41.990             42.504             42.870             43.070
     20/01/1978          5.300          5.300          0.000             41.145             41.795             42.311             42.679             42.879
     21/01/1978          4.600          4.600          0.000             46.600             44.988             43.868             43.367             43.567
     22/01/1978          8.400          8.400          0.000             43.952             43.971             43.700             43.627             43.827
     23/01/1978         10.100         10.100          0.000             42.843             43.283             43.460             43.634             43.834
     24/01/1978          8.400          8.400          0.000             42.162             42.798             43.206             43.509             43.709
     25/01/1978          6.300          6.300          0.000             41.894             42.546             43.012             43.349             43.549
     26/01/1978          8.700          8.700          0.000             41.493             42.225             42.767             43.146             43.346
     27/01/1978          3.500          3.500          0.000             42.613             42.683             42.895             43.108             43.308
     28/01/1978          1.800          1.800          0.000             45.253             44.105             43.599             43.443             43.643
     29/01/1978          2.200          2.200          0.000             47.800             48.380             46.188             44.933             45.133
     30/01/1978          2.900          2.900          0.000             47.450             47.041             46.072             45.601             45.801
     31/01/1978          2.900          2.900          0.000             47.450             48.225             48.612             47.665             47.865
     01/02/1978          2.900          2.900          0.000             46.829             47.703             47.729             47.792             47.992
     02/02/1978          4.600          4.600          0.000             45.474             46.595             47.190             47.580             47.780
     03/02/1978          7.000          7.000          0.000             44.428             45.773             46.653             47.205             47.405
     04/02/1978          8.000          8.000          0.000             43.946             45.247             46.193             46.785             46.985
     05/02/1978          8.700          8.700          0.000             43.619             44.850             45.782             46.370             46.570
     06/02/1978         12.200         12.200          0.000             43.362             44.518             45.409             45.976             46.176
     07/02/1978         11.800         11.800          0.000             43.142             44.224             45.066             45.608             45.808
     08/02/1978         11.100         11.100          0.000             42.942             43.955             44.750             45.266             45.466
     09/02/1978         11.500         11.500          0.000             42.754             43.705             44.455             44.947             45.147
     10/02/1978          8.400          8.400          0.000             43.243             43.830             44.362             44.742             44.942
     11/02/1978          4.200          4.200          0.000             43.604             43.974             44.338             44.628             44.828
     12/02/1978          7.300          7.300          0.000             43.063             43.679             44.137             44.471             44.671
     13/02/1978          7.300          7.300          0.000             42.693             43.387             43.909             44.278             44.478
     14/02/1978          8.000          8.000          0.000             42.398             43.127             43.682             44.068             44.268
     15/02/1978          8.400          8.400          0.000             42.160             42.888             43.455             43.849             44.049
     16/02/1978          6.300          6.300          0.000             42.633             43.036             43.422             43.724             43.924
     17/02/1978          6.300          6.300          0.000             42.233             42.805             43.247             43.574             43.774
     18/02/1978          8.400          8.400          0.000             41.948             42.571             43.054             43.402             43.602
     19/02/1978          7.000          7.000          0.000             41.717             42.357             42.859             43.218             43.418
     20/02/1978          6.600          6.600          0.000             41.520             42.160             42.668             43.031             43.231
     21/02/1978          7.000          7.000          0.000             41.345             41.977             42.483             42.845             43.045
     22/02/1978          6.000          6.000          0.000             41.181             41.808             42.306             42.663             42.863
     23/02/1978          5.300          5.300          0.000             41.036             41.644             42.133             42.486             42.686
     24/02/1978          7.000          7.000          0.000             40.901             41.489             41.967             42.315             42.515
     25/02/1978          6.300          6.300          0.000             40.772             41.342             41.809             42.150             42.350
     26/02/1978          7.300          7.300          0.000             40.644             41.204             41.658             41.992             42.192
     27/02/1978          6.000          6.000          0.000             40.530             41.068             41.511             41.839             42.039
     28/02/1978          4.900          4.900          0.000             40.419             40.940             41.371             41.693             41.893
     01/03/1978          5.300          5.300          0.000             40.311             40.816             41.236             41.553             41.753
     02/03/1978          4.600          4.600          0.000             40.207             40.698             41.107             41.418             41.618
     03/03/1978          6.600          6.600          0.000             40.107             40.584             40.983             41.289             41.489
     04/03/1978          7.300          7.300          0.000             40.011             40.475             40.864             41.165             41.365
     05/03/1978          7.300          7.300          0.000             39.918             40.369             40.750             41.046             41.246
     06/03/1978          6.000          6.000          0.000             39.828             40.268             40.640             40.931             41.131
     07/03/1978          5.600          5.600          0.000             39.742             40.171             40.535             40.821             41.021
     08/03/1978          6.000          6.000          0.000             39.658             40.077             40.433             40.715             40.915
     09/03/1978          7.300          7.300          0.000             39.578             39.987             40.335             40.614             40.814
     10/03/1978          4.600          4.600          0.000             39.484             39.906             40.246             40.518             40.718
     11/03/1978          4.600          4.600          0.000             39.415             39.818             40.154             40.425             40.625
     12/03/1978          7.300          7.300          0.000             39.339             39.739             40.067             40.334             40.534
     13/03/1978          7.700          7.700          0.000             39.264             39.663             39.985             40.248             40.448
     14/03/1978          9.400          9.400          0.000             39.192             39.588             39.906             40.166             40.366
     15/03/1978          4.900          4.900          0.000             46.351             43.573             41.901             41.127             41.327
     16/03/1978          3.900          3.900          0.000             46.241             44.355             42.808             42.064             42.264
     17/03/1978          1.800          1.800          0.000             48.000             47.782             45.198             43.748             43.948
     18/03/1978          1.800          1.800          0.000             48.000             48.041             46.111             45.041             45.241
     19/03/1978          2.900          2.900          0.000             46.168             46.232             45.699             45.467             45.667
     20/03/1978          3.500          3.500          0.000             47.150             47.445             46.569             46.119             46.319
     21/03/1978          4.200          4.200          0.000             45.577             46.114             46.143             46.224             46.424
     22/03/1978          2.900          2.900          0.000             44.457             45.298             45.757             46.080             46.280
     23/03/1978          3.500          3.500          0.000             43.630             44.668             45.355             45.806             46.006
     24/03/1978          5.300          5.300          0.000             43.150             44.211             44.982             45.481             45.681
     25/03/1978          3.500          3.500          0.000             44.079             44.508             44.967             45.311             45.511
     26/03/1978          5.600          5.600          0.000             43.454             44.204             44.740             45.114             45.314
     27/03/1978          7.000          7.000          0.000             42.918             43.796             44.433             44.861             45.061
     28/03/1978          3.200          3.200          0.200             47.300             48.150             48.575             48.729             48.929
     29/03/1978          4.900          4.900          0.000             45.551             47.034             47.871             48.389             48.589
     30/03/1978          4.900          4.900          0.000             45.343             46.573             47.452             48.007             48.207
     31/03/1978          1.100          1.100          0.000             48.350             48.675             48.837             48.919             49.119
     01/04/1978          1.100          1.100          0.000             48.350             48.675             48.838             48.919             49.119
     02/04/1978          1.100          1.100          0.000             48.350             48.675             48.837             48.919             49.119
     03/04/1978          4.900          4.900          0.000             45.887             47.348             48.128             48.564             48.764
     04/04/1978          4.900          4.900          0.000             44.633             46.331             47.421             48.080             48.280
     05/04/1978          4.200          4.200          0.000             44.239             45.765             46.883             47.567             47.767
     06/04/1978          3.500          3.500          0.000             43.968             45.360             46.423             47.081             47.281
     07/04/1978          4.200          4.200          0.000             43.747             45.023             46.013             46.633             46.833
     08/04/1978          2.500          2.500          0.000             44.498             45.213             45.888             46.347             46.547
     09/04/1978          3.500          3.500          0.000             43.505             44.657             45.475             45.998             46.198
     10/04/1978          4.200          4.200          0.000             46.840             47.920             48.460             48.730             48.930
     11/04/1978          3.900          3.900          0.000             46.950             47.975             48.487             48.744             48.944
     12/04/1978          6.000          6.000          0.000             45.109             46.764             47.738             48.329             48.529
     13/04/1978          6.300          6.300          0.000             44.572             46.095             47.177             47.839             48.039
     14/04/1978          5.600          5.600          0.000             44.240             45.644             46.702             47.357             47.557
     15/04/1978          4.200          4.200          0.000             43.985             45.282             46.280             46.905             47.105
     16/04/1978          3.900          3.900          0.000             43.766             44.965             45.898             46.487             46.687
     17/04/1978          4.600          4.600          0.000             43.562             44.676             45.547             46.104             46.304
     18/04/1978          5.600          5.600          0.000             43.368             44.406             45.222             45.750             45.950
     19/04/1978          3.400          3.400          0.000             43.179             44.153             44.920             45.422             45.622
     20/04/1978          7.000          7.000          0.000             42.995             43.913             44.638             45.117             45.317
     21/04/1978          5.200          5.200          0.000             42.815             43.684             44.372             44.832             45.032
     22/04/1978          8.300          8.300          0.000             42.639             43.466             44.122             44.564             44.764
     23/04/1978          8.300          8.300          0.000             42.468             43.257             43.884             44.312             44.512
     24/04/1978          3.800          3.800          0.000             42.302             43.057             43.659             44.073             44.273
     25/04/1978          4.700          4.700          0.000             42.140             42.865             43.445             43.846             44.046
     26/04/1978          7.000          7.000          0.000             41.984             42.681             43.240             43.631             43.831
     27/04/1978          5.600          5.600          0.000             41.833             42.504             43.044             43.425             43.625
     28/04/1978          3.800          3.800          0.000             41.686             42.334             42.857             43.229             43.429
     29/04/1978          5.200          5.200          0.000             41.544             42.171             42.678             43.042             43.242
     30/04/1978          6.000          6.000          0.000             41.407             42.013             42.506             42.862             43.062
     01/05/1978          3.900          3.900          0.000             41.275             41.862             42.341             42.690             42.890
     02/05/1978          4.200          4.200          0.000             41.147             41.717             42.183             42.524             42.724
     03/05/1978          3.200          3.200          0.000             41.024             41.577             42.031             42.366             42.566
     04/05/1978          5.300          5.300          0.000             40.904             41.441             41.884             42.213             42.413
     05/05/1978          4.600          4.600          0.000             40.789             41.311             41.743             42.066             42.266
     06/05/1978          3.900          3.900          0.000             40.678             41.186             41.607             41.925             42.125
     07/05/1978          3.900          3.900          0.000             40.570             41.065             41.477             41.789             41.989
     08/05/1978          3.500          3.500          0.000             40.456             40.952             41.353             41.659             41.859
     09/05/1978          2.900          2.900          0.000             40.363             40.835             41.230             41.533             41.733
     10/05/1978          1.500          1.500          0.000             45.764             43.647             42.590             42.151             42.351
     11/05/1978          3.200          3.200          0.000             42.834             42.773             42.490             42.413             42.613
     12/05/1978          4.200          4.200          0.000             42.254             42.385             42.404             42.499             42.699
     13/05/1978          2.900          2.900          0.000             41.805             42.102             42.296             42.487             42.687
     14/05/1978          3.200          3.200          0.000             41.466             41.869             42.167             42.416             42.616
     15/05/1978          1.100          1.100          0.000             41.203             41.668             42.028             42.310             42.510
     16/05/1978          4.200          4.200          0.000             40.991             41.488             41.883             42.185             42.385
     17/05/1978          2.500          2.500          0.000             40.813             41.326             41.738             42.050             42.250
     18/05/1978          1.100          1.100          0.000             46.163             44.095             43.071             42.650             42.850
     19/05/1978          1.800          1.800          0.000             44.636             43.918             43.312             43.074             43.274
     20/05/1978          1.800          1.800          0.000             43.058             43.217             43.160             43.209             43.409
     21/05/1978          1.100          1.100          0.000             42.311             42.736             42.970             43.179             43.379
     22/05/1978          3.200          3.200          0.000             41.839             42.390             42.772             43.065             43.265
     23/05/1978          1.800          1.800          0.000             41.486             42.107             42.569             42.905             43.105
     24/05/1978          1.100          1.100          0.000             41.213             41.864             42.365             42.723             42.923
     25/05/1978          4.200          4.200          0.000             40.991             41.649             42.165             42.532             42.732
     26/05/1978          3.200          3.200          0.000             40.804             41.455             41.972             42.340             42.540
     27/05/1978          2.500          2.500          0.000             40.639             41.278             41.788             42.152             42.352
     28/05/1978          4.900          4.900          0.000             40.493             41.112             41.611             41.969             42.169
     29/05/1978          4.600          4.600          0.000             40.359             40.957             41.442             41.794             41.994
     30/05/1978          4.900          4.900          0.000             40.234             40.810             41.282             41.626             41.826
     31/05/1978          1.100          1.100          0.000             43.790             42.546             42.069             41.936             42.136
     01/06/1978          1.100          1.100          0.000             43.114             42.627             42.291             42.205             42.405
     02/06/1978          1.800          1.800          0.000             41.724             42.025             42.121             42.253             42.453
     03/06/1978          2.500          2.500          0.000             40.745             41.426             41.832             42.132             42.332
     04/06/1978          2.200          2.200          0.000             40.563             41.174             41.635             41.972             42.172
     05/06/1978          2.900          2.900          0.000             43.957             42.815             42.379             42.264             42.464
     06/06/1978          2.500          2.500          0.000             42.000             42.215             42.248             42.347             42.547
     07/06/1978          2.500          2.500          0.000             41.389             41.814             42.075             42.300             42.500
     08/06/1978          2.500          2.500          0.000             40.958             41.501             41.888             42.183             42.383
     09/06/1978          2.500          2.500          0.000             40.642             41.243             41.696             42.027             42.227
     10/06/1978          2.500          2.500          0.000             40.400             41.022             41.506             41.855             42.055
     11/06/1978          2.500          2.500          0.000             43.763             42.647             42.235             42.133             42.333
     12/06/1978          2.500          2.500          0.000             41.704             41.994             42.071             42.193             42.393
     13/06/1978          2.000          2.000          0.000             43.611             42.862             42.523             42.448             42.648
     14/06/1978          2.000          2.000          0.000             42.965             42.772             42.616             42.623             42.823
     15/06/1978          1.600          1.600          0.000             41.815             42.223             42.423             42.613             42.813
     16/06/1978          1.100          1.100          0.000             41.249             41.823             42.207             42.499             42.699
     17/06/1978          2.000          2.000          0.000             40.706             41.434             41.949             42.312             42.512
     18/06/1978          2.900          2.900          0.000             40.360             41.125             41.698             42.093             42.293
     19/06/1978          3.800          3.800          0.000             40.113             40.873             41.460             41.864             42.064
     20/06/1978          1.600          1.600          0.000             39.923             40.658             41.238             41.639             41.839
     21/06/1978          2.000          2.000          0.000             39.766             40.469             41.031             41.422             41.622
     22/06/1978          3.400          3.400          0.000             39.629             40.300             40.838             41.218             41.418
     23/06/1978          3.400          3.400          0.000             39.507             40.144             40.659             41.026             41.226
     24/06/1978          3.400          3.400          0.000             39.394             40.000             40.492             40.847             41.047
     25/06/1978          3.800          3.800          0.000             39.289             39.866             40.336             40.680             40.880
     26/06/1978          5.200          5.200          0.000             39.183             39.743             40.192             40.524             40.724
     27/06/1978          2.000          2.000          0.000             39.080             39.627             40.058             40.379             40.579
     28/06/1978          1.600          1.600          0.000             45.718             43.097             41.743             41.152             41.352
     29/06/1978          1.000          1.000          0.000             44.614             43.265             42.247             41.793             41.993
     30/06/1978          2.000          2.000          0.000             42.653             42.505             42.177             42.078             42.278
     01/07/1978          2.500          2.500          0.000             43.318             42.784             42.440             42.350             42.550
     02/07/1978          1.000          1.000          0.000             48.400             48.700             48.850             47.323             47.523
     03/07/1978          2.900          2.900          0.000             46.771             47.799             47.637             47.578             47.778
     04/07/1978          2.500          2.500          0.000             45.891             46.763             47.173             47.466             47.666
     05/07/1978          1.000          1.000          0.000             45.360             46.239             46.835             47.239             47.439
     06/07/1978          2.000          2.000          0.000             44.360             45.561             46.376             46.895             47.095
     07/07/1978          3.400          3.400          0.000             43.120             44.699             45.766             46.417             46.617
     08/07/1978          2.900          2.900          0.000             43.029             44.335             45.337             45.963             46.163
     09/07/1978          1.000          1.000          0.000             48.400             48.700             48.850             48.398             48.598
     10/07/1978          2.000          2.000          0.000             47.900             48.450             48.725             48.862             49.062
     11/07/1978          1.600          1.600          0.000             46.813             47.749             48.297             48.648             48.848
     12/07/1978          1.100          1.100          0.000             46.349             47.287             47.947             48.385             48.585
     13/07/1978          2.000          2.000          0.000             45.322             46.594             47.464             48.012             48.212
     14/07/1978          2.900          2.900          0.000             44.052             45.705             46.826             47.506             47.706
     15/07/1978          3.800          3.800          0.000             43.662             45.178             46.301             46.989             47.189
     16/07/1978          2.900          2.900          0.000             43.508             44.839             45.873             46.517             46.717
     17/07/1978          3.800          3.800          0.000             43.342             44.548             45.494             46.092             46.292
     18/07/1978          4.300          4.300          0.000             43.174             44.279             45.150             45.707             45.907
     19/07/1978          3.800          3.800          0.000             43.005             44.027             44.834             45.358             45.558
     20/07/1978          2.900          2.900          0.000             42.834             43.787             44.542             45.036             45.236
     21/07/1978          6.500          6.500          0.000             42.664             43.559             44.269             44.740             44.940
     22/07/1978          7.800          7.800          0.000             42.496             43.341             44.013             44.463             44.663
     23/07/1978          4.700          4.700          0.000             42.331             43.133             43.772             44.205             44.405
     24/07/1978          3.800          3.800          0.000             42.168             42.933             43.543             43.962             44.162
     25/07/1978          4.700          4.700          0.000             42.010             42.741             43.327             43.732             43.932
     26/07/1978          3.800          3.800          0.000             42.209             42.752             43.220             43.564             43.764
     27/07/1978          4.700          4.700          0.000             41.860             42.513             43.018             43.379             43.579
     28/07/1978          3.400          3.400          0.000             41.689             42.324             42.831             43.193             43.393
     29/07/1978          4.300          4.300          0.000             41.528             42.150             42.650             43.009             43.209
     30/07/1978          4.700          4.700          0.000             41.378             41.985             42.476             42.831             43.031
     31/07/1978          4.700          4.700          0.000             41.236             41.828             42.309             42.658             42.858
     01/08/1978          4.300          4.300          0.000             41.102             41.678             42.148             42.491             42.691
     02/08/1978          1.600          1.600          0.000             43.370             42.759             42.608             42.637             42.837
     03/08/1978          4.700          4.700          0.000             41.355             41.990             42.313             42.565             42.765
     04/08/1978          2.900          2.900          0.000             41.220             41.746             42.141             42.442             42.642
     05/08/1978          3.800          3.800          0.000             41.050             41.573             41.990             42.304             42.504
     06/08/1978          2.500          2.500          0.000             40.894             41.418             41.843             42.162             42.362
     07/08/1978          2.000          2.000          0.000             43.446             42.652             42.391             42.365             42.565
     08/08/1978          1.000          1.000          0.000             48.400             46.445             44.511             43.539             43.739
     09/08/1978          2.500          2.500          0.000             45.708             45.212             44.434             44.082             44.282
     10/08/1978          2.900          2.900          0.000             43.621             44.066             44.096             44.181             44.381
     11/08/1978          2.900          2.900          0.000             42.734             43.409             43.790             44.075             44.275
     12/08/1978          1.600          1.600          0.000             42.171             42.957             43.499             43.876             44.076
     13/08/1978          7.800          7.800          0.000             41.780             42.608             43.220             43.636             43.836
     14/08/1978          3.800          3.800          0.000             41.490             42.319             42.953             43.382             43.582
     15/08/1978          3.200          3.200          0.000             41.260             42.070             42.701             43.129             43.329
     16/08/1978          4.700          4.700          0.000             41.067             41.848             42.463             42.884             43.084
     17/08/1978          4.700          4.700          0.000             40.898             41.646             42.240             42.649             42.849
     18/08/1978          2.500          2.500          0.000             44.745             43.540             43.079             42.953             43.153
     19/08/1978          1.000          1.000          0.000             47.178             45.302             44.151             43.644             43.844
     20/08/1978          2.500          2.500          0.000             44.589             44.434             44.071             43.951             44.151
     21/08/1978          4.700          4.700          0.000             42.657             43.380             43.673             43.903             44.103
     22/08/1978          3.800          3.800          0.000             41.632             42.633             43.254             43.667             43.867
     23/08/1978          4.300          4.300          0.000             41.160             42.171             42.895             43.368             43.568
     24/08/1978          4.300          4.300          0.000             40.861             41.836             42.574             43.059             43.259
     25/08/1978          4.700          4.700          0.000             40.645             41.568             42.285             42.759             42.959
     26/08/1978          3.800          3.800          0.000             40.472             41.338             42.020             42.477             42.677
     27/08/1978          6.500          6.500          0.000             40.324             41.133             41.778             42.215             42.415
     28/08/1978          4.700          4.700          0.000             40.182             40.950             41.558             41.974             42.174
     29/08/1978          2.000          2.000          0.000             42.388             41.965             41.948             42.049             42.249
     30/08/1978          4.700          4.700          0.000             40.534             41.245             41.642             41.935             42.135
     31/08/1978          1.100          1.100          0.000             48.350             47.515             44.962             43.562             43.762
     01/09/1978          2.500          2.500          0.000             46.165             45.691             44.709             44.234             44.434
     02/09/1978          2.900          2.900          0.000             44.563             44.684             44.488             44.454             44.654
     03/09/1978          4.700          4.700          0.000             42.880             43.691             44.075             44.355             44.555
     04/09/1978          1.600          1.600          0.000             47.007             45.678             45.016             44.775             44.975
     05/09/1978          2.500          2.500          0.000             47.650             47.741             46.411             45.698             45.898
     06/09/1978          1.000          1.000          0.100             48.400             48.700             48.850             48.925             49.125
     07/09/1978          2.000          2.000          0.000             47.900             48.450             48.725             48.862             49.062
     08/09/1978          2.500          2.500          0.000             46.463             47.574             48.209             48.605             48.805
     09/09/1978          2.900          2.900          0.000             45.057             46.593             47.575             48.177             48.377
     10/09/1978          3.400          3.400          0.000             44.138             45.797             46.951             47.651             47.851
     11/09/1978          2.900          2.900          0.000             43.922             45.368             46.468             47.145             47.345
     12/09/1978          5.200          5.200          0.000             43.722             45.030             46.047             46.682             46.882
     13/09/1978          6.000          6.000          0.000             43.534             44.731             45.669             46.262             46.462
     14/09/1978          6.000          6.000          0.000             43.352             44.456             45.324             45.879             46.079
     15/09/1978          3.200          3.200          0.000             43.172             44.197             45.005             45.529             45.729
     16/09/1978          4.700          4.700          0.000             42.994             43.952             44.710             45.206             45.406
     17/09/1978          4.700          4.700          0.000             42.817             43.720             44.434             44.907             45.107
     18/09/1978          5.600          5.600          0.000             42.644             43.497             44.174             44.628             44.828
     19/09/1978          8.300          8.300          0.000             42.474             43.285             43.930             44.366             44.566
     20/09/1978          4.700          4.700          0.000             42.308             43.081             43.698             44.120             44.320
     21/09/1978          4.700          4.700          0.000             42.146             42.886             43.478             43.886             44.086
     22/09/1978          3.800          3.800          0.000             46.115             44.984             44.434             44.250             44.450
     23/09/1978          5.200          5.200          0.000             44.498             44.496             44.385             44.409             44.609
     24/09/1978          4.700          4.700          0.000             43.654             44.023             44.215             44.402             44.602
     25/09/1978          5.200          5.200          0.000             43.074             43.631             44.006             44.293             44.493
     26/09/1978          5.600          5.600          0.000             42.648             43.306             43.783             44.126             44.326
     27/09/1978          2.000          2.000          0.000             42.322             43.024             43.555             43.929             44.129
     28/09/1978          2.900          2.900          0.000             42.048             42.779             43.333             43.719             43.919
     29/09/1978          4.300          4.300          0.000             41.833             42.551             43.112             43.503             43.703
     30/09/1978          4.300          4.300          0.000             41.640             42.343             42.900             43.290             43.490
     01/10/1978          3.800          3.800          0.000             41.466             42.151             42.698             43.081             43.281
     02/10/1978          5.200          5.200          0.000             41.306             41.970             42.503             42.880             43.080
     03/10/1978          4.300          4.300          0.000             41.156             41.799             42.318             42.687             42.887
     04/10/1978          7.400          7.400          0.000             41.015             41.637             42.140             42.501             42.701
     05/10/1978          2.900          2.900          0.000             40.882             41.482             41.971             42.324             42.524
     06/10/1978          7.800          7.800          0.000             40.754             41.335             41.809             42.154             42.354
     07/10/1978          4.700          4.700          0.000             40.632             41.193             41.654             41.992             42.192
     08/10/1978          2.900          2.900          0.000             40.515             41.058             41.506             41.837             42.037
     09/10/1978          6.500          6.500          0.000             40.402             40.928             41.364             41.688             41.888
     10/10/1978          2.900          2.900          0.000             40.294             40.804             41.227             41.546             41.746
     11/10/1978          3.400          3.400          0.000             40.189             40.685             41.097             41.410             41.610
     12/10/1978          5.600          5.600          0.000             40.089             40.570             40.972             41.279             41.479
     13/10/1978          6.000          6.000          0.000             39.992             40.459             40.852             41.153             41.353
     14/10/1978          8.300          8.300          0.000             39.899             40.353             40.736             41.033             41.233
     15/10/1978          1.600          1.600          0.000             47.089             44.224             42.645             41.931             42.131
     16/10/1978          1.000          1.000          0.000             47.641             45.385             43.718             42.920             43.120
     17/10/1978          1.000          1.000          0.000             48.400             46.785             44.965             44.044             44.244
     18/10/1978          6.500          6.500          0.000             45.104             45.136             44.646             44.440             44.640
     19/10/1978          4.300          4.300          0.000             43.351             44.020             44.243             44.433             44.633
     20/10/1978          5.200          5.200          0.000             42.578             43.394             43.903             44.257             44.457
     21/10/1978          5.600          5.600          0.000             42.085             42.963             43.589             44.011             44.211
     22/10/1978          4.300          4.300          0.000             41.740             42.628             43.295             43.740             43.940
     23/10/1978          5.200          5.200          0.000             41.479             42.348             43.018             43.467             43.667
     24/10/1978          6.000          6.000          0.000             41.267             42.104             42.759             43.200             43.400
     25/10/1978          7.800          7.800          0.000             41.086             41.885             42.517             42.946             43.146
     26/10/1978          7.400          7.400          0.000             40.924             41.684             42.290             42.705             42.905
     27/10/1978          6.000          6.000          0.000             40.775             41.498             42.077             42.479             42.679
     28/10/1978          6.000          6.000          0.000             40.635             41.323             41.878             42.266             42.466
     29/10/1978          7.800          7.800          0.000             40.503             41.159             41.690             42.066             42.266
     30/10/1978          7.400          7.400          0.000             40.378             41.004             41.513             41.877             42.077
     31/10/1978          5.600          5.600          0.000             40.245             40.861             41.349             41.701             41.901
     01/11/1978          1.000          1.000          0.000             45.973             43.801             42.747             42.314             42.514
     02/11/1978          1.600          1.600          0.000             45.252             44.074             43.223             42.861             43.061
     03/11/1978          4.300          4.300          0.000             44.163             43.757             43.333             43.190             43.390
     04/11/1978          1.600          1.600          0.000             46.714             45.168             44.201             43.787             43.987
     05/11/1978          2.500          2.500          0.000             47.650             48.137             46.204             45.110             45.310
     06/11/1978          2.500          2.500          0.000             46.299             46.342             45.790             45.546             45.746
     07/11/1978          5.200          5.200          0.000             44.149             44.994             45.285             45.507             45.707
     08/11/1978          8.300          8.300          0.000             43.379             44.311             44.896             45.290             45.490
     09/11/1978         11.400         11.400          0.000             42.880             43.852             44.548             45.007             45.207
     10/11/1978          2.000          2.000          0.000             47.900             47.676             46.463             45.837             46.037
     11/11/1978          4.300          4.300          0.000             46.810             47.905             48.452             48.726             48.926
     12/11/1978          4.700          4.700          0.000             46.690             47.845             48.423             48.711             48.911
     13/11/1978          7.000          7.000          0.000             44.941             46.644             47.659             48.273             48.473
     14/11/1978          7.000          7.000          0.000             44.510             46.023             47.111             47.779             47.979
     15/11/1978          7.000          7.000          0.000             44.209             45.596             46.647             47.299             47.499
     16/11/1978          7.000          7.000          0.000             43.966             45.245             46.233             46.852             47.052
     17/11/1978          8.700          8.700          0.000             43.752             44.935             45.857             46.441             46.641
     18/11/1978          5.600          5.600          0.000             43.552             44.650             45.511             46.063             46.263
     19/11/1978          4.300          4.300          0.000             46.616             46.224             46.132             46.186             46.386
     20/11/1978          9.200          9.200          0.000             45.086             45.612             45.897             46.131             46.331
     21/11/1978          7.400          7.400          0.000             44.282             45.070             45.587             45.948             46.148
     22/11/1978          7.000          7.000          0.000             43.750             44.637             45.271             45.697             45.897
