Summary_file = output\dingxi_w.sum
Title = Continuous spring wheat at Dingxi
       day      year           date          event           flag           rain           w_ep              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)             es         runoff          drain         sw_dep          nh4()        tot_no3             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)             no3(8)           dnit       hum_c(1)      biom_c(1)       fom_c(1)    surfaceom_n   surfaceom_wt          w_lai        w_yield      w_biomass      w_root_wt     w_root_dep       w_biom_n     w_mat       n_stress       w_stress             eo
     (day)    (year)             ()             ()             ()           (mm)           (mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)           (mm)           (mm)           (mm)           (mm)        (kg/ha)        (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)      (m^2/m^2)        (kg/ha)        (kg/ha)        (g/m^2)           (mm)        (g/m^2)     (doy)             ()             ()           (mm)
       212      1998     31/07/1998          0.000          0.000         25.000          0.000              0.219              0.227              0.191              0.119              0.122              0.141              0.159              0.168         12.872          0.000          0.000        318.099          1.367       1750.529             43.320            152.333            243.570            344.603            472.239            308.012            131.368             55.084          0.000       8861.672        313.166        159.937          3.599        250.195          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         57.198
       243      1998     31/08/1998          0.000          0.000        106.300          0.000              0.246              0.248              0.246              0.196              0.126              0.142              0.159              0.167         58.076          6.079          0.000        360.244          1.829       1761.144             33.027             90.477            210.909            452.036            481.919            307.423            130.401             54.954          0.342       8855.984        342.944         84.649          0.880         61.187          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        144.747
       273      1998     30/09/1998          0.000          0.000         12.100          0.000              0.204              0.215              0.217              0.206              0.144              0.143              0.158              0.167         19.919          0.000          0.000        352.425          2.007       1773.600             44.558             81.439            181.530            449.202            523.794            308.598            129.648             54.830          0.000       8847.504        333.760         55.691          0.708         49.213          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        117.446
       304      1998     31/10/1998          0.000          0.000         27.000          0.000              0.183              0.205              0.212              0.204              0.163              0.146              0.157              0.166         26.639          0.000          0.000        352.786          2.229       1780.035             47.213             74.469            167.995            428.560            561.423            316.574            129.099             54.700          0.000       8843.709        329.550         47.569          0.513         35.635          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         62.888
       334      1998     30/11/1998          0.000          0.000          0.000          0.000              0.146              0.184              0.197              0.195              0.174              0.151              0.158              0.166          9.196          0.000          0.000        343.591          2.189       1783.585             58.106             70.450            156.711            405.323            577.411            332.046            128.948             54.590          0.000       8842.267        327.262         45.150          0.513         35.635          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         43.604
       365      1998     31/12/1998          0.000          0.000          0.000          0.000              0.115              0.171              0.187              0.189              0.177              0.156              0.158              0.165          6.788          0.000          0.000        336.803          2.153       1784.419             65.464             68.271            149.198            389.622            577.054            350.574            129.730             54.507          0.000       8842.192        327.138         45.027          0.513         35.635          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         20.576
        31      1999     31/01/1999          0.000          0.000          0.000          0.000              0.088              0.163              0.181              0.184              0.177              0.161              0.159              0.165          5.560          0.000          0.000        331.243          2.149       1784.625             71.180             66.820            143.864            379.036            570.617            366.523            132.104             54.483          0.000       8842.192        327.138         45.027          0.513         35.635          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         18.263
        59      1999     28/02/1999          0.000          1.000          0.000          0.000              0.069              0.154              0.176              0.180              0.176              0.164              0.161              0.165          4.384          0.000          0.000        326.859          2.083       1785.006             76.481             65.231            140.048            371.934            563.893            377.541            135.292             54.585          0.000       8842.192        327.138         45.027          0.513         35.635          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         40.976
        90      1999     31/03/1999          0.000          0.000          5.500          0.000              0.073              0.148              0.171              0.177              0.175              0.166              0.162              0.166          7.384          0.000          0.000        324.975         31.876       1785.764             81.385             64.465            136.714            365.600            556.915            386.343            139.435             54.907          0.000       8842.210        327.307         46.424          0.445         30.970          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         81.454
       120      1999     30/04/1999          0.000          0.000         26.000          3.487              0.170              0.161              0.169              0.175              0.174              0.167              0.164              0.166         10.822          0.000          0.000        336.666        126.346       1798.047             83.021             76.815            135.257            360.653            550.967            392.275            143.644             55.415          0.000       8840.354        324.937         44.402          0.381         26.524          0.461          0.000        255.931         22.142        237.746          1.276         0          1.000          1.000        121.645
       151      1999     31/05/1999          0.000          0.000         70.600         47.366              0.201              0.160              0.142              0.161              0.172              0.168              0.165              0.167         29.247          0.000          0.000        330.654          7.133       1840.872             90.895            142.553            136.867            325.504            544.572            396.482            147.892             56.106          0.000       8836.239        320.897         51.303          0.179         12.429          2.591          0.000       3224.723        121.865        729.986          7.242         0          1.000          0.711        144.997
       181      1999     30/06/1999          0.000          0.000         65.600         64.620              0.096              0.159              0.137              0.128              0.142              0.162              0.166              0.168         33.012          0.000          0.000        298.622          1.055       1820.685             45.726            176.781            151.745            324.273            524.781            389.346            151.152             56.880          0.000       8831.005        316.665         64.860          0.033          2.294          1.494          0.000       6867.886        164.785       1334.458          9.275         0          1.000          0.805        138.112
       212      1999     31/07/1999          0.000          0.000        142.200         75.871              0.168              0.196              0.202              0.154              0.129              0.148              0.163              0.168         36.839          3.267          0.000        324.843          1.279       1748.951             20.640             93.708            184.385            367.622            508.346            368.410            148.458             57.381          0.403       8821.586        309.447         61.648          0.004          0.266          0.735       4385.106      10566.334        141.208       1599.500         17.094         0          1.000          0.955        159.493
       215      1999     03/08/1999          2.000          0.000          0.000          3.193              0.155              0.189              0.195              0.154              0.129              0.147              0.162              0.168          1.320          0.000          0.000        320.331          1.225       1749.833             21.799             93.307            183.257            368.407            508.967            368.330            148.382             57.383          0.000       8820.793        308.726         61.030          0.004          0.263          0.002       4385.106      10566.334        139.800       1599.500         17.094       213          1.000          1.000         11.851
       243      1999     31/08/1999          0.000          0.000         29.700          0.000              0.148              0.190              0.185              0.159              0.132              0.147              0.161              0.168         29.754          0.000          0.000        320.277          1.553       1759.799             28.251             92.785            174.513            373.853            518.257            367.357            147.414             57.370          0.000       8818.982        351.939        138.727          1.911        172.809          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        143.674
       273      1999     30/09/1999          0.000          0.000         40.700          0.000              0.166              0.180              0.180              0.161              0.136              0.148              0.161              0.168         39.966          0.000          0.000        321.011          1.464       1769.121             34.832             90.455            169.692            375.286            528.082            366.824            146.629             57.321          0.000       8815.346        364.105         96.138          0.865         78.180          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        112.053
       304      1999     31/10/1999          0.000          0.000         29.300          0.000              0.145              0.183              0.186              0.165              0.141              0.148              0.160              0.168         27.451          0.000          0.000        322.860          1.716       1773.676             39.671             80.766            167.816            377.289            538.038            366.868            145.982             57.246          0.000       8813.605        363.873         85.785          0.709         64.124          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         56.897
       334      1999     30/11/1999          0.000          0.000          0.000          0.000              0.077              0.166              0.177              0.166              0.145              0.149              0.160              0.167         10.532          0.000          0.000        312.328          1.577       1775.600             47.967             74.656            160.279            375.247            547.149            367.650            145.488             57.164          0.000       8813.492        363.726         85.244          0.709         64.124          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         33.742
       365      1999     31/12/1999          0.000          0.000          0.000          0.000              0.045              0.152              0.170              0.165              0.148              0.150              0.159              0.167          6.671          0.000          0.000        305.657          1.562       1776.038             55.928             69.599            153.819            370.575            554.435            369.504            145.104             57.073          0.000       8813.492        363.726         85.244          0.709         64.124          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         16.995
        31      2000     31/01/2000          0.000          0.000          3.600          0.000              0.058              0.141              0.164              0.163              0.151              0.151              0.159              0.167          5.237          0.000          0.000        304.020          1.536       1776.310             62.793             66.032            148.630            365.491            559.323            372.202            144.850             56.989          0.000       8813.492        363.726         85.244          0.709         64.124          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         12.003
        60      2000     29/02/2000          0.000          1.000          8.100          0.000              0.039              0.133              0.160              0.161              0.152              0.152              0.159              0.166         12.127          0.000          0.000        299.993          1.527       1776.408             67.737             63.990            144.762            361.055            562.044            375.179            144.721             56.919          0.000       8813.492        363.726         85.244          0.709         64.124          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         25.120
        91      2000     31/03/2000          0.000          0.000         34.300          0.000              0.209              0.130              0.156              0.160              0.154              0.153              0.159              0.166         18.689          0.000          0.000        315.604         28.211       1780.047             73.740             64.258            141.466            356.975            563.494            378.560            144.693             56.861          0.000       8813.385        364.099         86.934          0.594         53.706          0.000          0.000          0.000          0.000        100.000          0.000         0          1.000          1.000         81.279
       121      2000     30/04/2000          0.000          0.000          6.100          5.009              0.101              0.129              0.154              0.158              0.154              0.154              0.160              0.166         12.318          0.000          0.000        304.376        121.735       1792.307             85.147             66.260            139.748            353.823            563.929            381.792            144.784             56.824          0.000       8811.839        362.397         83.471          0.568         51.369          0.292          0.000        310.949         25.067        262.845          1.193         0          1.000          0.773        129.752
       152      2000     31/05/2000          0.000          0.000         16.300         11.503              0.086              0.120              0.133              0.143              0.154              0.155              0.160              0.166         16.737          0.000          0.000        292.436         66.252       1845.053            141.231             67.045            139.269            347.807            562.988            384.807            145.100             56.806          0.000       8811.583        363.071         89.022          0.482         43.618          0.214          0.000        873.915         38.032        799.679          1.341         0          1.000          0.472        182.714
       182      2000     30/06/2000          0.000          0.000        105.400         15.503              0.239              0.241              0.223              0.131              0.141              0.154              0.160              0.166         39.790          0.271          0.000        342.273          5.575       1899.818             60.711            145.672            197.172            354.954            556.140            382.943            145.420             56.807          0.183       8808.540        363.096         77.404          0.172         15.562          0.191        243.923       1652.996         38.736       1319.837          2.189         0          1.000          0.963        165.156
       205      2000     23/07/2000          2.000          0.000          0.000         17.147              0.143              0.180              0.186              0.138              0.138              0.151              0.160              0.166         11.795          0.000          0.000        313.331          1.304       1902.264             84.085            128.611            184.042            369.408            554.209            379.866            145.225             56.816          0.000       8800.793        350.854         56.695          0.172         15.517          0.002        827.718       2261.196         34.691       1490.199          3.301       203          1.000          1.000        163.148
       213      2000     31/07/2000          0.000          0.000          0.000          0.000              0.125              0.175              0.182              0.140              0.138              0.151              0.160              0.166          2.934          0.000          0.000        310.397          1.167       1905.980             88.993            126.763            181.014            372.498            555.262            379.500            145.133             56.818          0.000       8799.116        350.053         82.855          0.678         72.450          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         56.327
       244      2000     31/08/2000          0.000          0.000        115.600          0.000              0.257              0.259              0.257              0.185              0.141              0.151              0.159              0.166         49.385          7.097          0.000        369.515          1.800       1917.404             40.337            109.572            197.529            426.567            563.182            378.552            144.844             56.821          0.283       8789.959        341.575         50.579          0.326         34.887          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        155.937
       274      2000     30/09/2000          0.000          0.000         54.300          0.000              0.294              0.266              0.243              0.215              0.164              0.152              0.159              0.166         35.106          0.721          0.000        387.988          2.025       1926.934             32.644             97.300            165.576            436.924            610.163            382.840            144.661             56.826          0.070       8783.232        331.419         39.697          0.193         20.680          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         90.529
       305      2000     31/10/2000          0.000          0.000         61.900          0.000              0.235              0.240              0.243              0.237              0.217              0.165              0.160              0.166         45.650          0.621          0.000        403.617          2.200       1931.825             27.829             64.658            128.590            395.531            684.234            427.971            146.170             56.840          0.132       8780.229        326.852         36.188          0.130         13.906          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         57.647
       335      2000     30/11/2000          0.000          0.000          2.800          0.000              0.201              0.213              0.221              0.221              0.215              0.189              0.165              0.166         12.557          0.000          0.000        393.860          2.264       1933.549             36.695             59.128            117.331            360.339            637.969            503.276            161.516             57.294          0.000       8779.480        325.553         35.429          0.127         13.625          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         25.214
       366      2000     31/12/2000          0.000          0.000          0.000          0.000              0.175              0.195              0.208              0.211              0.208              0.196              0.175              0.168          8.072          0.000          0.000        385.788          2.294       1934.230             44.503             56.328            110.426            342.181            603.181            527.761            190.255             59.594          0.000       8779.338        325.302         35.290          0.127         13.625          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         21.669
        31      2001     31/01/2001          0.000          0.000          9.200          0.000              0.194              0.199              0.203              0.205              0.204              0.197              0.182              0.172          7.054          0.000          0.000        387.934          2.300       1934.355             42.834             59.728            107.784            331.334            581.301            530.696            216.226             64.452          0.000       8779.331        325.288         35.282          0.127         13.625          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         10.591
        59      2001     28/02/2001          0.000          1.000          9.400          0.000              0.183              0.198              0.202              0.202              0.201              0.196              0.186              0.177         10.293          0.000          0.000        387.041          2.310       1934.552             41.754             60.307            106.672            324.876            567.312            529.761            233.563             70.309          0.000       8779.202        325.068         35.157          0.127         13.569          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         27.705
        90      2001     31/03/2001          0.000          0.000          0.000          0.000              0.157              0.183              0.195              0.199              0.199              0.195              0.188              0.183          6.432          0.000          0.000        380.610         19.515       1948.690             60.783             57.089            103.391            318.544            555.273            528.506            247.970             77.133          0.000       8778.113        323.150         34.629          0.114         12.212          0.000          0.000          0.000          0.000        116.770          0.000         0          1.000          1.000         90.229
       120      2001     30/04/2001          0.000          0.000         36.100          6.803              0.193              0.200              0.194              0.196              0.197              0.195              0.190              0.187         22.449          0.000          0.000        387.458        121.738       1938.594             49.023             66.190             95.099            313.661            545.362            527.084            258.948             83.228          0.000       8775.254        318.517         36.135          0.094         10.091          0.877          0.000        583.779         40.923        408.070          2.446         0          1.000          1.000         96.761
       151      2001     31/05/2001          0.000          0.000         11.600         49.945              0.082              0.123              0.134              0.150              0.186              0.193              0.191              0.191         16.382          0.000          0.000        332.731         30.156       1969.881            125.560             59.042             86.028            291.579            527.843            523.390            267.855             88.583          0.000       8773.601        316.364         50.704          0.063          6.755          1.201          0.000       3514.385        131.485        933.790          6.730         0          1.000          0.584        151.536
       181      2001     30/06/2001          0.000          0.000         55.000         33.299              0.201              0.215              0.134              0.122              0.139              0.171              0.188              0.193         20.317          0.000          0.000        334.115          8.100       1976.151             79.492            124.263             88.385            299.197            527.450            499.844            265.610             91.910          0.000       8772.031        315.702         60.080          0.028          3.022          0.473        595.129       5185.150        130.003       1560.374          8.263         0          1.000          0.698        166.384
       206      2001     25/07/2001          2.000          0.000         37.000         34.343              0.141              0.156              0.140              0.119              0.131              0.160              0.179              0.192         29.212          0.000          0.000        307.559          0.610       1953.156             76.082            121.938            100.222            300.608            523.724            481.955            257.244             91.384          0.000       8765.160        308.586         51.407          0.008          0.877          0.002       2512.265       6543.607        115.268       1685.594         11.780       204          1.000          1.000        149.490
       212      2001     31/07/2001          0.000          0.000         27.100          0.000              0.168              0.200              0.145              0.119              0.132              0.160              0.179              0.191         14.557          0.000          0.000        320.102          1.067       1954.486             55.196            140.351            103.559            301.320            525.027            481.420            256.541             91.072          0.000       8764.420        320.925        115.734          1.916        144.136          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         34.885
       243      2001     31/08/2001          0.000          0.000         57.700          0.000              0.210              0.219              0.181              0.123              0.134              0.160              0.178              0.189         41.006          0.368          0.000        336.428          1.384       1962.982             52.166            125.623            125.555            306.537            530.801            478.874            253.428             89.999          0.005       8758.789        330.061         71.685          0.900         67.725          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        160.261
       273      2001     30/09/2001          0.000          0.000         88.200          0.000              0.253              0.255              0.252              0.157              0.137              0.161              0.177              0.187         47.614          4.384          0.000        372.630          1.793       1969.716             34.330             94.584            147.908            338.354            538.474            476.184            250.642             89.240          0.110       8753.562        327.917         54.021          0.414         31.124          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         87.638
       304      2001     31/10/2001          0.000          0.000         21.300          0.000              0.193              0.209              0.212              0.189              0.146              0.161              0.176              0.186         32.610          0.000          0.000        361.320          2.075       1975.786             48.130             77.338            121.529            357.830            559.898            474.328            248.112             88.621          0.000       8749.636        323.232         45.684          0.278         20.913          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         67.185
       334      2001     30/11/2001          0.000          0.000          0.000          0.000              0.153              0.185              0.195              0.188              0.158              0.163              0.176              0.185          9.358          0.000          0.000        351.961          2.132       1978.298             58.588             69.653            112.198            346.621            581.495            475.514            246.112             88.116          0.000       8748.571        321.571         43.881          0.278         20.913          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         36.181
       365      2001     31/12/2001          0.000          0.000          3.900          0.000              0.147              0.177              0.186              0.183              0.165              0.165              0.175              0.184          6.883          0.000          0.000        348.978          2.137       1978.681             63.014             67.066            107.194            334.544            594.029            480.474            244.682             87.677          0.000       8748.541        321.524         43.832          0.278         20.913          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         11.806
        31      2002     31/01/2002          0.000          0.000          4.800          0.000              0.149              0.168              0.180              0.180              0.169              0.167              0.175              0.183          6.893          0.000          0.000        346.885          2.095       1979.087             67.589             64.506            103.564            325.941            598.598            487.551            243.987             87.350          0.000       8748.488        321.442         43.747          0.278         20.913          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         16.697
        59      2002     28/02/2002          0.000          1.000          9.200          0.000              0.152              0.162              0.175              0.177              0.171              0.169              0.175              0.183         10.642          0.000          0.000        345.443          1.935       1979.664             70.933             63.116            101.086            320.382            598.944            494.124            243.922             87.157          0.000       8748.355        321.234         43.532          0.278         20.913          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         39.299
        90      2002     31/03/2002          0.000          0.000         15.800          0.000              0.146              0.167              0.173              0.175              0.172              0.171              0.176              0.182         15.713          0.000          0.000        345.529         18.977       1993.755             80.390             67.873            100.018            316.018            597.436            500.363            244.604             87.053          0.000       8747.286        319.690         42.598          0.238         17.915          0.000          0.000          0.000          0.000        118.060          0.000         0          1.000          1.000         83.798
       120      2002     30/04/2002          0.000          0.000         28.300         21.246              0.127              0.142              0.165              0.175              0.173              0.172              0.176              0.182         15.014          0.000          0.000        337.569        119.794       1936.939             53.326             59.918             75.808            314.049            595.728            505.043            246.007             87.060          0.000       8744.650        315.906         46.523          0.213         16.039          2.252          0.000       1553.612         96.628        471.740          6.122         0          1.000          0.935        117.972
       151      2002     31/05/2002          0.000          0.000         69.100         54.604              0.112              0.166              0.139              0.143              0.167              0.173              0.177              0.182         26.935          0.000          0.000        325.130         14.900       1962.287             73.371            118.547             79.858            272.150            575.356            507.972            247.780             87.254          0.000       8741.550        313.862         67.000          0.080          6.012          2.828          0.000       6053.612        215.939        932.060         11.524         0          1.000          0.762        124.099
       181      2002     30/06/2002          0.000          0.000         60.000         53.533              0.137              0.152              0.132              0.119              0.131              0.156              0.175              0.182         31.992          0.000          0.000        299.605          0.814       1941.465             51.289            150.765             82.158            275.323            564.612            485.248            244.635             87.435          0.000       8737.235        313.782         82.520          0.015          1.108          0.939       1432.156       8735.495        208.705       1556.916         15.147         0          1.000          0.644        167.842
       203      2002     22/07/2002          2.000          0.000         39.900         35.093              0.102              0.136              0.132              0.114              0.122              0.144              0.166              0.181         22.486          0.000          0.000        281.926          0.466       1902.628             37.343            155.242             87.048            274.941            556.098            467.254            237.824             86.878          0.000       8734.736        313.041         95.591          0.005          0.404          0.002       3749.579      10124.203        187.853       1660.034         19.235       201          1.000          0.802        119.833
       212      2002     31/07/2002          0.000          0.000         22.400          0.000              0.123              0.137              0.131              0.115              0.122              0.144              0.166              0.180         20.078          0.000          0.000        284.248          0.492       1903.210             37.611            155.178             87.070            275.350            557.151            467.220            237.128             86.502          0.000       8736.480        339.186        297.597          3.428        222.766          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         58.533
       243      2002     31/08/2002          0.000          0.000         42.500          0.000              0.153              0.140              0.131              0.116              0.123              0.145              0.166              0.178         38.616          0.000          0.000        288.132          0.621       1905.684             39.011            154.809             87.392            276.625            560.500            466.871            234.922             85.555          0.000       8737.730        373.426        224.817          1.625        105.579          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        172.502
       273      2002     30/09/2002          0.000          0.000         25.900          0.000              0.101              0.152              0.132              0.116              0.124              0.146              0.165              0.177         28.150          0.000          0.000        285.882          0.741       1908.577             37.675            156.120             89.170            277.926            563.803            466.176            232.856             84.850          0.000       8736.756        383.608        182.472          1.267         82.348          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000        100.643
       304      2002     31/10/2002          0.000          0.000         27.700          0.000              0.125              0.151              0.134              0.117              0.126              0.147              0.165              0.176         25.122          0.000          0.000        288.460          0.799       1910.354             41.996            150.674             90.824            279.367            567.215            465.143            230.875             84.259          0.000       8736.369        385.817        171.991          1.152         74.875          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         76.968
       334      2002     30/11/2002          0.000          0.000          2.700          0.000              0.036              0.139              0.134              0.118              0.127              0.148              0.164              0.175         13.684          0.000          0.000        277.476          0.742       1911.049             52.211            139.216             91.594            280.785            570.448            463.904            229.118             83.773          0.000       8736.361        385.865        171.784          1.149         74.678          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         37.117
       365      2002     31/12/2002          0.000          0.000          2.400          0.000              0.030              0.127              0.133              0.119              0.128              0.148              0.164              0.174          5.209          0.000          0.000        274.666          0.714       1911.291             63.705            127.525             90.974            282.182            573.663            462.453            227.456             83.332          0.000       8736.361        385.865        171.784          1.149         74.678          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         18.997
        31      2003     31/01/2003          0.000          0.000          6.500          0.000              0.059              0.120              0.131              0.120              0.129              0.148              0.163              0.173          5.135          0.000          0.000        276.032          0.700       1911.436             71.121            120.406             89.912            283.494            576.719            460.904            225.939             82.942          0.000       8736.361        385.865        171.784          1.149         74.678          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         24.717
        59      2003     28/02/2003          0.000          1.000          0.000          0.000              0.020              0.120              0.130              0.121              0.130              0.148              0.163              0.172          3.967          0.000          0.000        272.065          0.701       1911.521             71.520            120.269             89.091            284.567            579.307            459.466            224.679             82.622          0.000       8736.365        385.900        171.784          1.145         74.435          0.000          0.000          0.000          0.000          0.000          0.000         0          1.000          1.000         28.833
        90      2003     31/03/2003          0.000          0.000         36.400          0.000              0.188              0.121              0.130              0.121              0.130              0.149              0.162              0.171         19.283          0.000          0.000        289.182         20.801       1921.598             80.187            121.606             89.091            285.269            581.891            457.867            223.390             82.297          0.000       8736.296        386.910        171.824          0.954         62.002          0.000          0.000          0.000          0.000        100.283          0.000         0          1.000          1.000         53.032
       120      2003     30/04/2003          0.000          0.000         22.000          3.089              0.104              0.126              0.130              0.121              0.131              0.149              0.162              0.171         26.347          0.000          0.000        281.746        123.855       1927.242             87.242            120.042             89.114            286.175            584.086            456.338            222.238             82.007          0.000       8735.946        389.930        166.584          0.726         47.168          0.237          0.000        227.629         18.908        144.356          0.953         0          1.000          0.787         78.812
       151      2003     31/05/2003          0.000          0.000         66.800         17.116              0.141              0.137              0.134              0.122              0.132              0.149              0.161              0.170         42.998          0.000          0.000        288.432         21.068       2006.239            137.325            144.684             92.609            287.825            586.130            454.799            221.136             81.730          0.000       8734.827        395.424        152.656          0.305         19.850          0.897          0.000       1456.868         52.147        302.656          2.862         0          1.000          0.809        107.286
