Summary_file = swat.sum
Title = soilwat2 reference dataset
           date             eo            eos         runoff       sw_dep()      sw_dep(1)      sw_dep(2)      sw_dep(3)      sw_dep(4)      sw_dep(5)
     09/11/1977          5.748          5.748          0.000        206.948         42.249         41.670         41.094         40.868         41.068
     10/11/1977          6.120          6.120          0.000        206.286         41.492         41.323         41.110         41.080         41.280
     11/11/1977          5.537          5.537          0.000        205.619         40.971         41.051         41.068         41.165         41.365
     12/11/1977          5.528          5.528          0.000        204.961         40.599         40.832         40.993         41.168         41.368
     13/11/1977          5.590          5.590          0.005        205.763         41.019         41.022         41.088         41.217         41.417
     14/11/1977          5.665          5.665          0.779        210.044         43.025         42.104         41.659         41.528         41.728
     15/11/1977          5.521          5.521          0.000        209.124         41.979         41.844         41.695         41.702         41.902
     16/11/1977          5.197          5.197          0.000        208.228         41.366         41.538         41.621         41.752         41.952
     17/11/1977          5.343          5.343          0.128        210.048         42.251         41.961         41.852         41.892         42.092
     18/11/1977          5.470          5.470          0.000        209.045         41.506         41.689         41.789         41.930         42.130
     19/11/1977          5.870          5.870          0.000        208.090         41.045         41.411         41.663         41.886         42.086
     20/11/1977          5.650          5.650         11.881        220.487         46.405         44.884         43.459         42.770         42.970
     21/11/1977          5.460          5.460          1.095        225.185         46.462         46.225         44.658         43.820         44.020
     22/11/1977          5.662          5.662          0.000        221.520         44.290         44.551         44.235         44.122         44.322
     23/11/1977          5.746          5.746          0.000        219.413         43.257         43.758         43.947         44.125         44.325
     24/11/1977          5.705          5.705          0.000        217.675         42.574         43.247         43.676         43.990         44.190
     25/11/1977          5.609          5.609          0.000        216.148         42.103         42.863         43.408         43.787         43.987
     26/11/1977          5.236          5.236          0.000        214.769         41.760         42.552         43.147         43.555         43.755
     27/11/1977          5.460          5.460          0.000        213.504         41.494         42.286         42.897         43.313         43.513
     28/11/1977          5.428          5.428          0.000        212.334         41.277         42.052         42.658         43.073         43.273
     29/11/1977          5.653          5.653          0.000        211.245         41.091         41.840         42.432         42.841         43.041
     30/11/1977          5.880          5.880          0.000        210.226         40.926         41.645         42.219         42.617         42.817
     01/12/1977          5.837          5.837          0.000        209.268         40.758         41.471         42.023         42.408         42.608
     02/12/1977          5.740          5.740          2.062        215.066         43.824         43.032         42.712         42.649         42.849
     03/12/1977          6.140          6.140          0.000        213.633         42.598         42.673         42.666         42.748         42.948
     04/12/1977          6.075          6.075          0.000        212.332         41.901         42.282         42.511         42.719         42.919
     05/12/1977          5.773          5.773          0.000        211.134         41.430         41.956         42.326         42.611         42.811
     06/12/1977          6.164          6.164          0.000        210.021         41.087         41.684         42.131         42.460         42.660
     07/12/1977          6.099          6.099          0.000        208.984         40.823         41.451         41.937         42.286         42.486
     08/12/1977          5.903          5.903          0.000        208.012         40.612         41.246         41.746         42.104         42.304
     09/12/1977          5.773          5.773          0.000        207.100         40.434         41.062         41.562         41.921         42.121
     10/12/1977          6.120          6.120          0.000        206.241         40.280         40.892         41.386         41.741         41.941
     11/12/1977          6.406          6.406          0.000        205.431         40.141         40.736         41.218         41.568         41.768
     12/12/1977          5.664          5.664          0.000        204.664         40.015         40.589         41.058         41.401         41.601
     13/12/1977          5.991          5.991          0.000        203.939         39.897         40.452         40.906         41.242         41.442
     14/12/1977          6.035          6.035          0.000        203.251         39.787         40.322         40.762         41.090         41.290
     15/12/1977          6.362          6.362          0.000        202.598         39.682         40.198         40.626         40.946         41.146
     16/12/1977          7.621          7.621          0.000        201.976         39.582         40.081         40.495         40.809         41.009
     17/12/1977          7.905          7.905          0.000        201.385         39.486         39.970         40.372         40.678         40.878
     18/12/1977          5.904          5.904          0.000        200.821         39.385         39.867         40.256         40.556         40.756
     19/12/1977          5.817          5.817          0.000        200.283         39.298         39.765         40.144         40.438         40.638
     20/12/1977          5.697          5.697          0.000        199.770         39.209         39.669         40.038         40.327         40.527
     21/12/1977          5.763          5.763          0.000        199.280         39.122         39.578         39.938         40.221         40.421
     22/12/1977          5.904          5.904          0.000        198.811         39.038         39.488         39.843         40.121         40.321
     23/12/1977          5.861          5.861          0.000        198.363         38.955         39.399         39.754         40.027         40.227
     24/12/1977          5.784          5.784          0.000        197.933         38.874         39.314         39.669         39.938         40.138
     25/12/1977          5.926          5.926          0.000        197.521         38.795         39.232         39.585         39.855         40.055
     26/12/1977          6.111          6.111          0.000        197.125         38.718         39.152         39.503         39.776         39.976
     27/12/1977          7.412          7.412          0.000        196.742         38.643         39.073         39.425         39.700         39.900
     28/12/1977          5.556          5.556          0.000        196.365         38.570         38.997         39.349         39.625         39.825
     29/12/1977          5.708          5.708          0.000        195.995         38.499         38.924         39.274         39.549         39.749
     30/12/1977          5.773          5.773          0.000        195.632         38.429         38.852         39.201         39.475         39.675
     31/12/1977          5.795          5.795          0.000        195.274         38.362         38.781         39.128         39.401         39.601
     01/01/1978          5.837          5.837          0.000        194.921         38.295         38.712         39.057         39.329         39.529
     02/01/1978          5.956          5.956          0.000        194.574         38.230         38.643         38.986         39.258         39.458
     03/01/1978          6.259          6.259          0.000        194.232         38.166         38.576         38.917         39.187         39.387
     04/01/1978          6.030          6.030          0.655        200.605         41.457         40.187         39.687         39.537         39.737
     05/01/1978          5.697          5.697          0.000        200.633         40.697         40.231         39.884         39.811         40.011
     06/01/1978          5.998          5.998         10.429        212.074         45.635         43.170         41.530         40.770         40.970
     07/01/1978          6.222          6.222          0.000        210.709         43.487         42.600         41.732         41.345         41.545
     08/01/1978          6.082          6.082          0.000        209.474         42.264         42.044         41.718         41.624         41.824
     09/01/1978          5.920          5.920          0.000        208.335         41.471         41.611         41.624         41.715         41.915
     10/01/1978          6.165          6.165          0.000        207.274         40.928         41.274         41.489         41.692         41.892
     11/01/1978          7.257          7.257          0.000        206.284         40.541         41.002         41.336         41.602         41.802
     12/01/1978          5.705          5.705          0.000        205.358         40.255         40.776         41.174         41.477         41.677
     13/01/1978          5.852          5.852          0.000        204.490         40.033         40.581         41.011         41.332         41.532
     14/01/1978          6.086          6.086          0.000        203.675         39.854         40.409         40.852         41.180         41.380
     15/01/1978          5.967          5.967          0.070        205.202         40.818         40.839         40.994         41.175         41.375
     16/01/1978          5.787          5.787          0.000        204.347         40.330         40.654         40.905         41.129         41.329
     17/01/1978          5.859          5.859          0.000        203.537         40.025         40.451         40.777         41.042         41.242
     18/01/1978          5.983          5.983          0.000        202.771         39.800         40.270         40.641         40.930         41.130
     19/01/1978          5.909          5.909          0.000        202.047         39.621         40.111         40.504         40.805         41.005
     20/01/1978          5.708          5.708          0.000        201.362         39.473         39.968         40.370         40.676         40.876
     21/01/1978          5.427          5.427          3.281        209.074         43.341         42.002         41.338         41.097         41.297
     22/01/1978          5.894          5.894          0.000        207.780         41.879         41.647         41.388         41.334         41.534
     23/01/1978          5.901          5.901          0.000        206.615         41.072         41.243         41.292         41.404         41.604
     24/01/1978          5.919          5.919          0.000        205.547         40.544         40.914         41.153         41.368         41.568
     25/01/1978          5.795          5.795          0.000        205.019         40.380         40.773         41.060         41.303         41.503
     26/01/1978          5.730          5.730          0.000        204.067         40.042         40.535         40.905         41.193         41.393
     27/01/1978          5.636          5.636          0.005        204.566         40.460         40.686         40.925         41.148         41.348
     28/01/1978          5.287          5.287          0.218        206.672         41.526         41.246         41.187         41.257         41.457
     29/01/1978          5.317          5.317          2.746        213.976         44.716         43.164         42.228         41.834         42.034
     30/01/1978          5.316          5.316          0.000        211.435         42.485         42.422         42.154         42.087         42.287
     31/01/1978          5.153          5.153          1.270        216.722         44.816         43.654         42.891         42.581         42.781
     01/02/1978          4.920          4.920          0.000        213.494         42.458         42.725         42.673         42.719         42.919
     02/02/1978          5.291          5.291          0.000        211.395         41.452         42.065         42.390         42.644         42.844
     03/02/1978          5.140          5.140          0.000        209.759         40.884         41.619         42.117         42.469         42.669
     04/02/1978          5.259          5.259          0.000        208.364         40.515         41.287         41.858         42.251         42.451
     05/02/1978          5.316          5.316          0.000        207.130         40.252         41.022         41.614         42.020         42.220
     06/02/1978          5.472          5.472          0.000        206.017         40.051         40.799         41.386         41.791         41.991
     07/02/1978          5.341          5.341          0.000        205.002         39.886         40.603         41.173         41.570         41.770
     08/02/1978          5.951          5.951          0.000        204.068         39.745         40.427         40.976         41.360         41.560
     09/02/1978          6.942          6.942          0.000        203.204         39.618         40.267         40.792         41.164         41.364
     10/02/1978          6.225          6.225          0.005        203.806         40.179         40.481         40.803         41.072         41.272
     11/02/1978          5.599          5.599          0.000        203.906         40.299         40.556         40.801         41.025         41.225
     12/02/1978          6.110          6.110          0.000        203.061         39.943         40.358         40.679         40.941         41.141
     13/02/1978          5.244          5.244          0.000        202.266         39.697         40.170         40.541         40.829         41.029
     14/02/1978          5.240          5.240          0.000        201.519         39.504         40.006         40.402         40.704         40.904
     15/02/1978          5.189          5.189          0.000        200.815         39.352         39.857         40.263         40.572         40.772
     16/02/1978          4.958          4.958          0.000        201.584         39.913         40.090         40.316         40.532         40.732
     17/02/1978          5.049          5.049          0.000        200.888         39.589         39.940         40.224         40.467         40.667
     18/02/1978          5.065          5.065          0.000        200.227         39.370         39.786         40.113         40.379         40.579
     19/02/1978          5.098          5.098          0.000        199.599         39.195         39.648         40.000         40.278         40.478
     20/02/1978          5.234          5.234          0.000        199.005         39.050         39.525         39.887         40.171         40.371
     21/02/1978          5.322          5.322          0.000        198.441         38.925         39.406         39.780         40.065         40.265
     22/02/1978          5.372          5.372          0.000        197.906         38.811         39.296         39.677         39.961         40.161
     23/02/1978          5.054          5.054          0.000        197.397         38.708         39.192         39.576         39.861         40.061
     24/02/1978          4.771          4.771          0.000        196.913         38.611         39.094         39.477         39.766         39.966
     25/02/1978          4.894          4.894          0.000        196.449         38.520         38.999         39.382         39.674         39.874
     26/02/1978          4.782          4.782          0.000        195.996         38.433         38.908         39.291         39.582         39.782
     27/02/1978          4.724          4.724          0.000        195.554         38.349         38.820         39.201         39.492         39.692
     28/02/1978          4.809          4.809          0.000        195.123         38.269         38.735         39.113         39.403         39.603
     01/03/1978          4.814          4.814          0.000        194.702         38.191         38.652         39.028         39.315         39.515
     02/03/1978          4.251          4.251          0.000        194.289         38.116         38.572         38.943         39.229         39.429
     03/03/1978          4.597          4.597          0.000        193.885         38.042         38.493         38.861         39.145         39.345
     04/03/1978          4.645          4.645          0.000        193.489         37.969         38.415         38.780         39.063         39.263
     05/03/1978          4.458          4.458          0.000        193.101         37.898         38.339         38.701         38.982         39.182
     06/03/1978          4.402          4.402          0.000        192.719         37.828         38.264         38.623         38.902         39.102
     07/03/1978          4.561          4.561          0.000        192.345         37.759         38.191         38.547         38.824         39.024
     08/03/1978          4.582          4.582          0.000        191.977         37.691         38.119         38.472         38.748         38.948
     09/03/1978          4.453          4.453          0.000        191.615         37.624         38.048         38.398         38.673         38.873
     10/03/1978          4.338          4.338          0.000        191.258         37.557         37.978         38.325         38.599         38.799
     11/03/1978          4.359          4.359          0.000        190.908         37.492         37.909         38.254         38.526         38.726
     12/03/1978          4.329          4.329          0.000        190.562         37.428         37.841         38.184         38.455         38.655
     13/03/1978          4.341          4.341          0.000        190.222         37.364         37.774         38.114         38.385         38.585
     14/03/1978          4.396          4.396          0.000        189.886         37.301         37.708         38.046         38.315         38.515
     15/03/1978          4.300          4.300          3.262        202.324         43.486         40.903         39.609         39.062         39.262
     16/03/1978          4.197          4.197          0.201        205.426         43.511         41.695         40.379         39.821         40.021
     17/03/1978          3.851          3.851          1.851        212.722         45.784         43.393         41.663         40.841         41.041
     18/03/1978          3.960          3.960          0.029        214.618         45.187         43.618         42.290         41.661         41.861
     19/03/1978          3.991          3.991          0.000        212.002         42.890         42.662         42.200         42.025         42.225
     20/03/1978          4.288          4.288          0.393        215.691         44.410         43.405         42.734         42.471         42.671
     21/03/1978          4.250          4.250          0.000        211.646         41.738         42.274         42.390         42.522         42.722
     22/03/1978          4.165          4.165          0.000        209.666         40.939         41.659         42.084         42.392         42.592
     23/03/1978          4.197          4.197          0.000        208.099         40.466         41.254         41.805         42.187         42.387
     24/03/1978          4.315          4.315          0.000        206.759         40.156         40.949         41.546         41.954         42.154
     25/03/1978          4.061          4.061          0.000        207.461         40.849         41.186         41.548         41.839         42.039
     26/03/1978          4.254          4.254          0.000        207.484         40.954         41.251         41.531         41.773         41.973
     27/03/1978          4.162          4.162          0.000        206.174         40.389         40.944         41.345         41.648         41.848
     28/03/1978          4.011          4.011          8.680        218.284         46.291         44.140         42.911         42.371         42.571
     29/03/1978          4.124          4.124          0.000        214.006         42.880         42.965         42.702         42.630         42.830
     30/03/1978          4.063          4.063          0.000        213.630         42.608         42.684         42.664         42.737         42.937
     31/03/1978          3.730          3.730          4.305        223.271         47.029         45.163         43.978         43.450         43.650
     01/04/1978          3.415          3.415          3.496        232.438         47.193         48.096         46.579         45.185         45.385
     02/04/1978          3.161          3.161          3.496        241.337         47.319         48.160         48.580         48.539         48.739
     03/04/1978          3.318          3.318          0.000        238.042         46.032         47.277         47.907         48.313         48.513
     04/04/1978          3.510          3.510          0.000        234.318         44.770         46.298         47.281         47.885         48.085
     05/04/1978          3.418          3.418          0.000        231.842         44.305         45.734         46.773         47.415         47.615
     06/04/1978          3.413          3.413          0.000        229.762         43.992         45.321         46.330         46.959         47.159
     07/04/1978          3.478          3.478          0.000        227.918         43.745         44.979         45.931         46.531         46.731
     08/04/1978          3.668          3.668          0.000        227.006         43.893         44.872         45.668         46.186         46.386
     09/04/1978          3.597          3.597          0.000        225.386         43.563         44.569         45.347         45.854         46.054
     10/04/1978          3.630          3.630          0.000        241.370         47.085         48.042         48.521         48.761         48.961
     11/04/1978          3.650          3.650          1.095        241.350         47.075         48.038         48.519         48.759         48.959
     12/04/1978          3.566          3.566          0.000        238.078         45.879         47.167         47.948         48.442         48.642
     13/04/1978          3.436          3.436          0.000        234.609         44.779         46.315         47.349         47.983         48.183
     14/04/1978          3.206          3.206          0.000        232.167         44.340         45.783         46.845         47.500         47.700
     15/04/1978          3.146          3.146          0.000        230.099         44.043         45.381         46.402         47.037         47.237
     16/04/1978          3.173          3.173          0.000        228.261         43.804         45.043         46.002         46.606         46.806
     17/04/1978          3.226          3.226          0.000        226.587         43.592         44.741         45.638         46.208         46.408
     18/04/1978          3.186          3.186          0.000        225.042         43.393         44.463         45.302         45.842         46.042
     19/04/1978          3.199          3.199          0.000        223.602         43.203         44.203         44.991         45.503         45.703
     20/04/1978          3.301          3.301          0.000        222.252         43.017         43.958         44.700         45.188         45.388
     21/04/1978          3.196          3.196          0.000        220.979         42.836         43.725         44.428         44.895         45.095
     22/04/1978          3.317          3.317          0.000        219.774         42.659         43.502         44.171         44.621         44.821
     23/04/1978          3.187          3.187          0.000        218.631         42.487         43.290         43.929         44.362         44.562
     24/04/1978          3.210          3.210          0.000        217.543         42.320         43.087         43.699         44.118         44.318
     25/04/1978          3.296          3.296          0.000        216.505         42.157         42.893         43.481         43.887         44.087
     26/04/1978          2.906          2.906          0.000        215.514         42.000         42.706         43.273         43.668         43.868
     27/04/1978          2.664          2.664          0.000        214.566         41.847         42.527         43.074         43.459         43.659
     28/04/1978          2.867          2.867          0.000        213.658         41.699         42.355         42.885         43.259         43.459
     29/04/1978          2.934          2.934          0.000        212.787         41.556         42.190         42.703         43.069         43.269
     30/04/1978          2.914          2.914          0.000        211.951         41.418         42.031         42.529         42.887         43.087
     01/05/1978          2.833          2.833          0.000        211.149         41.285         41.878         42.362         42.712         42.912
     02/05/1978          2.820          2.820          0.000        210.378         41.156         41.731         42.201         42.545         42.745
     03/05/1978          2.812          2.812          0.000        209.636         41.032         41.590         42.047         42.384         42.584
     04/05/1978          2.787          2.787          0.000        208.923         40.911         41.453         41.899         42.230         42.430
     05/05/1978          2.798          2.798          0.000        208.236         40.795         41.322         41.757         42.081         42.281
     06/05/1978          2.802          2.802          0.000        207.575         40.683         41.195         41.619         41.938         42.138
     07/05/1978          2.666          2.666          0.000        206.937         40.575         41.073         41.487         41.801         42.001
     08/05/1978          2.710          2.710          0.000        206.323         40.460         40.959         41.363         41.670         41.870
     09/05/1978          2.846          2.846          0.000        205.731         40.366         40.842         41.238         41.543         41.743
     10/05/1978          2.777          2.777          0.069        215.194         45.099         43.316         42.429         42.076         42.276
     11/05/1978          2.324          2.324          0.000        213.093         42.991         42.761         42.441         42.350         42.550
     12/05/1978          2.137          2.137          0.000        212.213         42.324         42.398         42.380         42.456         42.656
     13/05/1978          2.245          2.245          0.000        211.347         41.843         42.111         42.279         42.457         42.657
     14/05/1978          2.268          2.268          0.000        210.503         41.486         41.872         42.155         42.395         42.595
     15/05/1978          2.457          2.457          0.000        209.686         41.213         41.667         42.017         42.295         42.495
     16/05/1978          2.577          2.577          0.000        208.898         40.994         41.485         41.874         42.173         42.373
     17/05/1978          2.582          2.582          0.000        208.140         40.811         41.320         41.729         42.039         42.239
     18/05/1978          2.376          2.376          0.391        217.126         45.345         43.664         42.849         42.534         42.734
     19/05/1978          2.233          2.233          0.000        216.091         43.821         43.388         42.982         42.850         43.050
     20/05/1978          2.277          2.277          0.000        213.990         42.434         42.729         42.798         42.915         43.115
     21/05/1978          2.162          2.162          0.000        212.846         41.933         42.359         42.631         42.862         43.062
     22/05/1978          2.335          2.335          0.000        211.766         41.547         42.072         42.454         42.747         42.947
     23/05/1978          2.328          2.328          0.000        210.745         41.250         41.829         42.271         42.597         42.797
     24/05/1978          2.235          2.235          0.000        209.779         41.013         41.617         42.088         42.431         42.631
     25/05/1978          2.219          2.219          0.000        208.865         40.817         41.425         41.908         42.257         42.457
     26/05/1978          2.387          2.387          0.000        207.998         40.648         41.250         41.734         42.083         42.283
     27/05/1978          2.408          2.408          0.000        207.176         40.495         41.089         41.566         41.913         42.113
     28/05/1978          2.445          2.445          0.000        206.394         40.360         40.936         41.404         41.747         41.947
     29/05/1978          2.410          2.410          0.000        205.651         40.235         40.793         41.250         41.586         41.786
     30/05/1978          2.546          2.546          0.000        204.943         40.117         40.658         41.103         41.433         41.633
     31/05/1978          2.443          2.443          0.235        210.087         42.876         42.000         41.701         41.655         41.855
     01/06/1978          2.292          2.292          0.000        209.091         41.820         41.785         41.725         41.780         41.980
     02/06/1978          2.141          2.141          0.000        207.464         40.900         41.315         41.545         41.752         41.952
     03/06/1978          2.042          2.042          0.000        206.637         40.631         41.074         41.401         41.666         41.866
     04/06/1978          2.191          2.191          0.000        205.847         40.403         40.883         41.259         41.551         41.751
     05/06/1978          2.289          2.289          0.638        212.228         43.739         42.518         42.022         41.875         42.075
     06/06/1978          2.173          2.173          0.000        209.826         41.797         41.938         41.917         41.987         42.187
     07/06/1978          2.138          2.138          0.000        208.782         41.260         41.588         41.784         41.975         42.175
     08/06/1978          2.148          2.148          0.000        207.797         40.866         41.313         41.633         41.893         42.093
     09/06/1978          2.081          2.081          0.000        206.869         40.570         41.083         41.473         41.772         41.972
     10/06/1978          2.125          2.125          0.000        205.993         40.340         40.884         41.311         41.629         41.829
     11/06/1978          2.100          2.100          0.509        212.184         43.619         42.479         42.040         41.923         42.123
     12/06/1978          2.039          2.039          0.000        209.911         41.787         41.939         41.940         42.022         42.222
     13/06/1978          1.887          1.887          0.029        213.750         43.670         42.830         42.424         42.313         42.513
     14/06/1978          1.892          1.892          0.000        213.581         43.034         42.761         42.546         42.520         42.720
     15/06/1978          1.907          1.907          0.000        211.374         41.691         42.129         42.327         42.514         42.714
     16/06/1978          1.963          1.963          0.000        209.667         40.991         41.646         42.069         42.380         42.580
     17/06/1978          2.039          2.039          0.000        208.351         40.615         41.317         41.831         42.194         42.394
     18/06/1978          2.044          2.044          0.000        207.170         40.339         41.055         41.603         41.986         42.186
     19/06/1978          2.039          2.039          0.000        206.097         40.126         40.833         41.388         41.775         41.975
     20/06/1978          2.080          2.080          0.000        205.111         39.953         40.639         41.184         41.567         41.767
     21/06/1978          2.039          2.039          0.000        204.199         39.805         40.464         40.994         41.368         41.568
     22/06/1978          1.983          1.983          0.000        203.352         39.673         40.305         40.815         41.179         41.379
     23/06/1978          2.014          2.014          0.000        202.561         39.554         40.157         40.647         41.001         41.201
     24/06/1978          2.090          2.090          0.000        201.821         39.443         40.020         40.490         40.834         41.034
     25/06/1978          2.064          2.064          0.000        201.125         39.339         39.891         40.343         40.676         40.876
     26/06/1978          2.206          2.206          0.000        200.471         39.235         39.772         40.206         40.529         40.729
     27/06/1978          2.090          2.090          0.000        199.853         39.134         39.660         40.077         40.391         40.591
     28/06/1978          2.312          2.312          2.341        210.138         44.348         42.319         41.350         40.960         41.160
     29/06/1978          2.194          2.194          0.000        209.817         42.989         42.235         41.624         41.385         41.585
     30/06/1978          2.005          2.005          0.000        207.638         41.383         41.536         41.476         41.522         41.722
     01/07/1978          2.245          2.245          0.000        209.704         42.381         41.950         41.736         41.719         41.919
     02/07/1978          2.173          2.173         11.514        224.802         47.813         46.405         44.226         43.079         43.279
     03/07/1978          2.042          2.042          0.000        222.897         45.877         45.166         44.191         43.732         43.932
     04/07/1978          1.928          1.928          0.000        221.190         44.498         44.394         44.091         44.004         44.204
     05/07/1978          2.000          2.000          0.000        218.725         43.104         43.611         43.813         43.999         44.199
     06/07/1978          2.068          2.068          0.000        216.192         42.027         42.906         43.442         43.809         44.009
     07/07/1978          1.913          1.913          0.000        213.837         41.255         42.316         43.041         43.513         43.713
     08/07/1978          2.115          2.115          0.000        212.334         41.017         41.987         42.722         43.205         43.405
     09/07/1978          2.190          2.190          5.462        224.306         47.148         45.183         44.195         43.790         43.990
     10/07/1978          2.111          2.111          0.000        226.753         47.094         45.809         44.836         44.407         44.607
     11/07/1978          1.901          1.901          0.000        224.347         45.078         45.008         44.734         44.663         44.863
     12/07/1978          1.917          1.917          0.000        221.892         43.709         44.233         44.453         44.648         44.848
     13/07/1978          1.974          1.974          0.000        219.381         42.654         43.538         44.082         44.454         44.654
     14/07/1978          2.081          2.081          0.000        216.786         41.765         42.890         43.650         44.140         44.340
     15/07/1978          2.156          2.156          0.000        214.286         41.064         42.313         43.197         43.756         43.956
     16/07/1978          2.215          2.215          0.000        212.905         40.995         42.045         42.868         43.398         43.598
     17/07/1978          2.238          2.238          0.000        211.654         40.886         41.830         42.583         43.078         43.278
     18/07/1978          2.265          2.265          0.000        210.508         40.770         41.633         42.326         42.789         42.989
     19/07/1978          2.331          2.331          0.000        209.448         40.651         41.449         42.092         42.528         42.728
     20/07/1978          2.386          2.386          0.000        208.461         40.531         41.275         41.876         42.289         42.489
     21/07/1978          2.459          2.459          0.000        207.538         40.412         41.110         41.676         42.070         42.270
     22/07/1978          2.638          2.638          0.000        206.671         40.295         40.953         41.489         41.867         42.067
     23/07/1978          2.400          2.400          0.000        205.854         40.180         40.804         41.314         41.678         41.878
     24/07/1978          2.429          2.429          0.000        205.083         40.068         40.662         41.149         41.502         41.702
     25/07/1978          2.189          2.189          0.000        204.352         39.959         40.527         40.994         41.336         41.536
     26/07/1978          2.419          2.419          0.000        205.765         40.887         40.933         41.116         41.314         41.514
     27/07/1978          2.273          2.273          0.000        203.493         39.706         40.401         40.847         41.169         41.369
     28/07/1978          2.119          2.119          0.000        202.835         39.679         40.239         40.686         41.016         41.216
     29/07/1978          2.347          2.347          0.000        202.210         39.601         40.120         40.549         40.870         41.070
     30/07/1978          2.433          2.433          0.000        201.616         39.515         40.010         40.422         40.734         40.934
     31/07/1978          2.439          2.439          0.000        201.050         39.430         39.905         40.302         40.606         40.806
     01/08/1978          2.631          2.631          0.000        200.510         39.341         39.806         40.190         40.486         40.686
     02/08/1978          2.579          2.579          0.010        203.847         41.162         40.682         40.570         40.617         40.817
     03/08/1978          2.503          2.503          0.000        201.842         39.824         40.204         40.409         40.603         40.803
     04/08/1978          2.473          2.473          0.000        201.274         39.663         40.025         40.303         40.542         40.742
     05/08/1978          2.699          2.699          0.000        200.727         39.509         39.892         40.203         40.461         40.661
     06/08/1978          2.820          2.820          0.000        200.201         39.373         39.778         40.106         40.372         40.572
     07/08/1978          2.821          2.821          0.080        204.238         41.504         40.818         40.583         40.566         40.766
     08/08/1978          2.543          2.543          2.511        213.600         45.519         43.261         41.935         41.343         41.543
     09/08/1978          2.329          2.329          0.000        211.102         42.935         42.510         41.963         41.747         41.947
     10/08/1978          2.498          2.498          0.000        209.767         41.922         41.971         41.872         41.901         42.101
     11/08/1978          2.670          2.670          0.000        208.559         41.250         41.565         41.732         41.906         42.106
     12/08/1978          2.520          2.520          0.000        207.450         40.784         41.247         41.567         41.826         42.026
     13/08/1978          2.273          2.273          0.000        206.424         40.448         40.989         41.392         41.698         41.898
     14/08/1978          2.408          2.408          0.000        205.471         40.194         40.770         41.216         41.545         41.745
     15/08/1978          2.475          2.475          0.000        204.581         39.993         40.580         41.043         41.382         41.582
     16/08/1978          2.491          2.491          0.000        203.749         39.828         40.410         40.876         41.217         41.417
     17/08/1978          2.565          2.565          0.000        202.968         39.685         40.255         40.717         41.055         41.255
     18/08/1978          2.601          2.601          0.775        209.454         43.125         41.937         41.480         41.356         41.556
     19/08/1978          2.552          2.552          0.290        214.441         44.821         43.246         42.317         41.928         42.128
     20/08/1978          2.654          2.654          0.000        211.552         42.420         42.421         42.199         42.156         42.356
     21/08/1978          2.651          2.651          0.000        209.625         41.353         41.786         41.974         42.156         42.356
     22/08/1978          2.834          2.834          0.000        208.089         40.735         41.343         41.739         42.036         42.236
     23/08/1978          2.570          2.570          0.000        206.768         40.331         41.012         41.507         41.860         42.060
     24/08/1978          2.708          2.708          0.000        205.596         40.046         40.748         41.283         41.659         41.859
     25/08/1978          2.806          2.806          0.000        204.537         39.832         40.527         41.071         41.453         41.653
     26/08/1978          2.909          2.909          0.000        203.570         39.660         40.336         40.872         41.251         41.451
     27/08/1978          3.064          3.064          0.000        202.679         39.515         40.165         40.686         41.056         41.256
     28/08/1978          2.944          2.944          0.000        201.855         39.383         40.013         40.514         40.873         41.073
     29/08/1978          2.850          2.850          0.015        204.874         41.138         40.825         40.831         40.940         41.140
     30/08/1978          3.190          3.190          0.000        202.830         39.872         40.354         40.642         40.881         41.081
     31/08/1978          2.863          2.863          6.699        215.150         45.906         43.536         42.222         41.643         41.843
     01/09/1978          3.107          3.107          0.000        212.627         43.255         42.813         42.264         42.047         42.247
     02/09/1978          3.204          3.204          0.000        209.390         41.283         41.802         41.938         42.084         42.284
     03/09/1978          3.393          3.393          0.000        207.531         40.541         41.230         41.649         41.955         42.155
     04/09/1978          3.151          3.151          0.779        213.364         43.711         42.696         42.312         42.223         42.423
     05/09/1978          3.234          3.234          0.509        218.354         45.437         44.024         43.143         42.775         42.975
     06/09/1978          3.238          3.238          5.765        229.517         47.281         47.843         45.591         44.301         44.501
     07/09/1978          3.153          3.153          0.000        229.864         47.324         46.684         45.579         45.039         45.239
     08/09/1978          3.038          3.038          0.000        227.122         45.452         45.570         45.337         45.281         45.481
     09/09/1978          3.259          3.259          0.000        223.619         43.657         44.506         44.897         45.179         45.379
     10/09/1978          3.504          3.504          0.000        221.427         42.939         43.893         44.519         44.938         45.138
     11/09/1978          3.508          3.508          0.000        219.614         42.485         43.464         44.176         44.645         44.845
     12/09/1978          3.726          3.726          0.000        218.023         42.161         43.127         43.858         44.339         44.539
     13/09/1978          3.349          3.349          0.000        216.589         41.910         42.842         43.562         44.037         44.237
     14/09/1978          2.962          2.962          0.000        215.276         41.702         42.590         43.286         43.749         43.949
     15/09/1978          3.166          3.166          0.000        214.061         41.519         42.362         43.028         43.476         43.676
     16/09/1978          3.285          3.285          0.000        212.930         41.352         42.152         42.788         43.219         43.419
     17/09/1978          3.357          3.357          0.000        211.871         41.197         41.956         42.562         42.978         43.178
     18/09/1978          3.648          3.648          0.000        210.875         41.050         41.771         42.350         42.752         42.952
     19/09/1978          3.410          3.410          0.000        209.936         40.909         41.597         42.151         42.539         42.739
     20/09/1978          3.452          3.452          0.000        209.047         40.775         41.431         41.963         42.339         42.539
