ApsimVersion = 6.0
Title = jambincerealonly1995
           Date           year            esw         runoff          drain        no3_tot      nw_grainn    nw_anthesis   nw_tops_biom       nw_yield      nw_status         nw_lai  sor_flower_wt        sor_das        sor_lai      sor_yield sor_flowerdate           rain   sw_mm_lay(1)   sw_mm_lay(2)   sw_mm_lay(3)   sw_mm_lay(4)   sw_mm_lay(5)  dul_mm_lay(1)  dul_mm_lay(2)  dul_mm_lay(3)  dul_mm_lay(4)  dul_mm_lay(5) ll15_mm_lay(1) ll15_mm_lay(2) ll15_mm_lay(3) ll15_mm_lay(4) ll15_mm_lay(5)   crop_current        crop_in      next_crop
             ()         (year)           (mm)           (mm)           (mm)        (kg/ha)        (g/m^2)          (doy)        (kg/ha)        (kg/ha)             ()      (m^2/m^2)         (g/m2)         (days)        (m2/m2)        (kg/ha)          (doy)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)            (?)            (?)            (?)
     20/04/1940           1940        163.234          0.000          0.521          111.6           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         24.382         37.455         81.248         85.959         88.690         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     21/04/1940           1940        162.375          0.000          0.489          112.0           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         24.126         37.374         81.189         85.786         88.399         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     22/04/1940           1940        161.554          0.000          0.458          112.5           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         23.877         37.295         81.136         85.624         88.122         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     23/04/1940           1940        160.771          0.000          0.429          113.1           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         23.635         37.217         81.088         85.474         87.857         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     24/04/1940           1940        160.022          0.000          0.401          113.6           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          1.000         23.400         37.140         81.043         85.335         87.605         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     25/04/1940           1940        159.307          0.000          0.374          114.1           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.300         23.171         37.063         81.003         85.205         87.365         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     26/04/1940           1940        158.624          0.000          0.349          114.7           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         22.947         36.989         80.966         85.085         87.137         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     27/04/1940           1940        157.971          0.000          0.325          115.3           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         22.729         36.915         80.943         84.963         86.921         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     28/04/1940           1940        157.346          0.000          0.302          115.9           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         22.516         36.842         80.918         84.854         86.715         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     29/04/1940           1940        156.748          0.000          0.280          116.5           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         22.308         36.771         80.892         84.756         86.521         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     30/04/1940           1940        156.175          0.000          0.260          117.1           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.800         22.104         36.700         80.865         84.669         86.337         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     01/05/1940           1940        155.627          0.000          0.240          117.7           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         21.905         36.631         80.837         84.591         86.163         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     02/05/1940           1940        155.102          0.000          0.222          118.2           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         21.710         36.563         80.809         84.520         86.000         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     03/05/1940           1940        154.598          0.000          0.205          118.8           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         21.518         36.496         80.779         84.457         85.847         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     04/05/1940           1940        154.114          0.000          0.189          119.3           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         21.330         36.430         80.749         84.401         85.703         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     05/05/1940           1940        153.649          0.000          0.174          119.7           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         21.146         36.365         80.719         84.350         85.569         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     06/05/1940           1940        153.202          0.000          0.160          120.2           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.500         20.965         36.301         80.688         84.304         85.444         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     07/05/1940           1940        152.772          0.000          0.147          120.6           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          1.300         20.788         36.238         80.656         84.264         85.327         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     08/05/1940           1940        152.358          0.000          0.135          121.0           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         20.613         36.176         80.624         84.227         85.218         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     09/05/1940           1940        151.958          0.000          0.124          121.4           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         20.441         36.115         80.592         84.194         85.116         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     10/05/1940           1940        151.572          0.000          0.114          121.9           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         20.272         36.055         80.560         84.164         85.022         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     11/05/1940           1940        151.200          0.000          0.104          122.4           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         20.106         35.995         80.527         84.137         84.935         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     12/05/1940           1940        150.839          0.000          0.095          122.8           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         19.942         35.937         80.493         84.113         84.854         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     13/05/1940           1940        150.490          0.000          0.086          123.3           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         19.781         35.879         80.460         84.091         84.778         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     14/05/1940           1940        150.151          0.000          0.079          123.8           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          2.800         19.622         35.823         80.426         84.071         84.709         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     15/05/1940           1940        149.822          0.000          0.072          124.3           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         19.466         35.767         80.392         84.054         84.644         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     16/05/1940           1940        149.503          0.000          0.065          124.8           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         19.312         35.711         80.358         84.037         84.585         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     17/05/1940           1940        149.192          0.000          0.059          125.3           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         19.159         35.657         80.323         84.023         84.530         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     18/05/1940           1940        148.890          0.000          0.053          125.8           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         19.009         35.603         80.289         84.010         84.479         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     19/05/1940           1940        148.595          0.000          0.048          126.3           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         18.861         35.550         80.254         83.998         84.432         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     20/05/1940           1940        148.308          0.000          0.043          126.7           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         18.715         35.498         80.220         83.986         84.388         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     21/05/1940           1940        148.027          0.000          0.039          127.2           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         18.571         35.446         80.185         83.975         84.350         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     22/05/1940           1940        147.752          0.000          0.035          127.5           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         18.428         35.396         80.150         83.964         84.315         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     23/05/1940           1940        147.483          0.000          0.031          127.9           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         18.288         35.345         80.115         83.952         84.283         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     24/05/1940           1940        147.220          0.000          0.028          128.2           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         18.149         35.296         80.080         83.940         84.255         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     25/05/1940           1940        146.961          0.000          0.025          128.6           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         18.011         35.247         80.044         83.929         84.229         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     26/05/1940           1940        146.707          0.000          0.023          129.0           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         17.876         35.199         80.009         83.917         84.206         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     27/05/1940           1940        146.457          0.000          0.021          129.4           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         17.741         35.151         79.974         83.905         84.186         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     28/05/1940           1940        146.211          0.000          0.019          129.7           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         17.609         35.104         79.939         83.893         84.167         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     29/05/1940           1940        145.969          0.000          0.017          130.1           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         17.477         35.058         79.903         83.880         84.151         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     30/05/1940           1940        145.731          0.000          0.015          130.4           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         17.347         35.012         79.868         83.868         84.135         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     31/05/1940           1940        145.495          0.000          0.014          130.7           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         17.219         34.967         79.832         83.855         84.122         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     01/06/1940           1940        145.263          0.000          0.012          131.1           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         17.092         34.922         79.797         83.843         84.110         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     02/06/1940           1940        145.034          0.000          0.011          131.4           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         16.966         34.878         79.761         83.830         84.099         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     03/06/1940           1940        144.808          0.000          0.010          131.7           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         16.841         34.834         79.726         83.817         84.089         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     04/06/1940           1940        144.584          0.000          0.009          132.1           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         16.718         34.791         79.690         83.804         84.080         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     05/06/1940           1940        144.363          0.000          0.008          132.4           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         16.596         34.749         79.655         83.791         84.072         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     06/06/1940           1940        144.144          0.000          0.007          132.8           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         16.475         34.707         79.619         83.778         84.065         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     07/06/1940           1940        143.927          0.000          0.006          133.1           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         16.355         34.665         79.584         83.765         84.058         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     08/06/1940           1940        143.713          0.000          0.006          133.4           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         16.236         34.624         79.548         83.752         84.052         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     09/06/1940           1940        143.500          0.000          0.005          133.6           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         16.119         34.583         79.513         83.738         84.047         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     10/06/1940           1940        143.290          0.000          0.005          133.9           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         16.002         34.543         79.477         83.725         84.043         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     11/06/1940           1940        143.081          0.000          0.004          134.1           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         15.887         34.504         79.442         83.711         84.038         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     12/06/1940           1940        142.874          0.000          0.004          134.4           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         15.772         34.464         79.406         83.697         84.034         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     13/06/1940           1940        142.669          0.000          0.003          134.7           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         15.659         34.425         79.371         83.683         84.031         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     14/06/1940           1940        142.466          0.000          0.003          134.9           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         15.546         34.387         79.335         83.669         84.028         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     15/06/1940           1940        142.264          0.000          0.003          135.3           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         15.434         34.349         79.300         83.655         84.025         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     16/06/1940           1940        142.064          0.000          0.003          135.6           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         15.324         34.312         79.265         83.641         84.023         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     17/06/1940           1940        141.865          0.000          0.002          135.9           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         15.214         34.274         79.229         83.627         84.020         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     18/06/1940           1940        141.668          0.000          0.002          136.2           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         15.105         34.238         79.194         83.613         84.018         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     19/06/1940           1940        141.474          0.000          0.002          136.5           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         14.997         34.201         79.159         83.598         84.016         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     20/06/1940           1940        141.386          0.000          0.002          136.9           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         14.891         34.164         79.124         83.584         84.015         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     21/06/1940           1940        141.298          0.000          0.001          137.2           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         14.786         34.127         79.088         83.569         84.013         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     22/06/1940           1940        141.210          0.000          0.001          137.5           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         14.682         34.090         79.053         83.554         84.012         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     23/06/1940           1940        141.122          0.000          0.001          137.8           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         14.580         34.053         79.018         83.539         84.011         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     24/06/1940           1940        141.033          0.000          0.001          138.0           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         14.479         34.016         78.983         83.524         84.010         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     25/06/1940           1940        140.945          0.000          0.001          138.3           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         14.378         33.979         78.948         83.509         84.009         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     26/06/1940           1940        140.857          0.000          0.001          138.5           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         14.280         33.942         78.913         83.494         84.008         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     27/06/1940           1940        140.769          0.000          0.001          138.8           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         14.182         33.904         78.878         83.479         84.007         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     28/06/1940           1940        140.681          0.000          0.001          139.0           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         14.085         33.867         78.843         83.464         84.006         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     29/06/1940           1940        140.592          0.000          0.001          139.3           0.00              0            0.0            0.0          0.000          0.000          0.000              0          0.000            0.0              0          0.000         13.990         33.830         78.808         83.449         84.006         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000         fallow          0.000          wheat
     30/06/1940           1940        140.504          0.000          0.001          139.5           0.00              0            0.0            0.0          1.999          0.000          0.000              0          0.000            0.0              0          0.000         13.895         33.792         78.774         83.433         84.005         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000          wheat
     01/07/1940           1940        140.416          0.000          0.001          139.8           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         13.802         33.755         78.739         83.418         84.005         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000        sorghum
     02/07/1940           1940        140.327          0.000          0.000          140.1           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         13.709         33.717         78.704         83.402         84.004         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000        sorghum
     03/07/1940           1940        140.239          0.000          0.000          140.4           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         13.618         33.680         78.669         83.386         84.004         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000        sorghum
     04/07/1940           1940        140.151          0.000          0.000          140.6           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         13.528         33.643         78.634         83.371         84.003         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000        sorghum
     05/07/1940           1940        140.066          0.000          0.000          140.9           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          2.300         14.171         33.608         78.600         83.355         84.003         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000        sorghum
     06/07/1940           1940        139.978          0.000          0.000          141.1           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.500         13.522         33.572         78.565         83.339         84.003         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000        sorghum
     07/07/1940           1940        139.890          0.000          0.000          141.4           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         13.433         33.535         78.530         83.323         84.002         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000        sorghum
     08/07/1940           1940        139.803          0.000          0.000          141.6           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         13.345         33.498         78.496         83.307         84.002         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000        sorghum
     09/07/1940           1940        139.715          0.000          0.000          141.9           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         13.258         33.461         78.461         83.291         84.002         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000        sorghum
     10/07/1940           1940        139.627          0.000          0.000          142.1           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         13.172         33.425         78.427         83.274         84.002         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000        sorghum
     11/07/1940           1940        139.540          0.000          0.000          142.4           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         13.086         33.388         78.392         83.258         84.002         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000        sorghum
     12/07/1940           1940        139.452          0.000          0.000          142.6           0.00              0            0.0            0.0          1.000          0.000          0.000              0          0.000            0.0              0          0.000         13.002         33.351         78.358         83.242         84.001         37.500         39.000         81.000         84.000         84.000         15.000         16.500         33.000         36.000         54.000          wheat          1.000        sorghum
