"Change in Total Rainfall (mm) , in AUSTRALIA for the year 2030, Sep"
"Model: GFDL CM2.1. Emission Scenario: SRES marker scenario A1FI, Climate Sensitivity: high"
"Created on 2/14/2008 4:13:09 PM using OzClim OzClimWebService Date: 2007-10-19 14:21:20 +1000 (Fri, 19 Oct 2007) Revision: 865 "
"www.csiro.au/ozclim"
"latitude","longitude","value"
    -16.75,    133.25,-6.7
    -16.75,     133.5,-6.6
    -16.75,    133.75,-6.3
    -16.75,       134,-6.2
    -16.75,    134.25,-5.9
    -16.75,     134.5,-6.0
    -16.75,    134.75,-6.6
    -16.75,       135,-7.0
    -16.75,    135.25,-7.5
    -16.75,     135.5,-8.1
    -16.75,    135.75,-7.8
    -16.75,       136,-7.4
    -16.75,    136.25,-5.7
    -16.75,     136.5,-5.7
    -16.75,    136.75,-5.2
    -16.75,       137,-5.3
    -16.75,    137.25,-5.4
    -16.75,     137.5,-4.6
    -16.75,    137.75,-3.4
    -16.75,       138,-4.2
    -16.75,    138.25,-2.6
    -16.75,     138.5,-2.4
    -16.75,    138.75,-9999.0
    -16.75,       139,-9999.0
    -16.75,    139.25,-9999.0
    -16.75,     139.5,-9999.0
    -16.75,    139.75,-9999.0
    -16.75,       140,-9999.0
    -16.75,    140.25,-9999.0
    -16.75,     140.5,-9999.0
    -16.75,    140.75,-9999.0
    -16.75,       141,-9999.0
    -16.75,    141.25,-0.4
    -16.75,     141.5,-0.3
    -16.75,    141.75,-0.4
    -16.75,       142,-0.5
    -16.75,    142.25,-0.5
    -16.75,     142.5,-0.5
    -16.75,    142.75,-0.4
    -16.75,       143,-0.4
    -16.75,    143.25,-0.2
    -16.75,     143.5,-0.1
    -16.75,    143.75, 0.0
    -16.75,       144, 0.0
    -16.75,    144.25, 0.0
    -16.75,     144.5,-0.1
    -16.75,    144.75,-0.2
    -16.75,       145,-0.1
    -16.75,    145.25,-0.2
    -16.75,     145.5,-0.8
    -16.75,    145.75,-3.7
    -16.75,       146,-9999.0
    -16.75,    146.25,-9999.0
    -16.75,     146.5,-9999.0
    -16.75,    146.75,-9999.0
    -16.75,       147,-9999.0
    -16.75,    147.25,-9999.0
    -16.75,     147.5,-9999.0
    -16.75,    147.75,-9999.0
    -16.75,       148,-9999.0
    -16.75,    148.25,-9999.0
    -16.75,     148.5,-9999.0
    -16.75,    148.75,-9999.0
    -16.75,       149,-9999.0
    -16.75,    149.25,-9999.0
    -16.75,     149.5,-9999.0
    -16.75,    149.75,-9999.0
    -16.75,       150,-9999.0
    -16.75,    150.25,-9999.0
    -16.75,     150.5,-9999.0
    -16.75,    150.75,-9999.0
    -16.75,       151,-9999.0
    -16.75,    151.25,-9999.0
    -16.75,     151.5,-9999.0
    -16.75,    151.75,-9999.0
    -16.75,       152,-9999.0
    -16.75,    152.25,-9999.0
    -16.75,     152.5,-9999.0
    -16.75,    152.75,-9999.0
    -16.75,       153,-9999.0
    -16.75,    153.25,-9999.0
    -16.75,     153.5,-9999.0
    -16.75,    153.75,-9999.0
    -16.75,       154,-9999.0
       -17,       112,-9999.0
       -17,    112.25,-9999.0
       -17,     112.5,-9999.0
       -17,    112.75,-9999.0
       -17,       113,-9999.0
       -17,    113.25,-9999.0
       -17,     113.5,-9999.0
       -17,    113.75,-9999.0
       -17,       114,-9999.0
       -17,    114.25,-9999.0
       -17,     114.5,-9999.0
       -17,    114.75,-9999.0
       -17,       115,-9999.0
       -17,    115.25,-9999.0
       -17,     115.5,-9999.0
       -17,    115.75,-9999.0
       -17,       116,-9999.0
       -17,    116.25,-9999.0
       -17,     116.5,-9999.0
       -17,    116.75,-9999.0
       -17,       117,-9999.0
       -17,    117.25,-9999.0
       -17,     117.5,-9999.0
       -17,    117.75,-9999.0
       -17,       118,-9999.0
       -17,    118.25,-9999.0
       -17,     118.5,-9999.0
       -17,    118.75,-9999.0
       -17,       119,-9999.0
       -17,    119.25,-9999.0
       -17,     119.5,-9999.0
       -17,    119.75,-9999.0
       -17,       120,-9999.0
       -17,    120.25,-9999.0
       -17,     120.5,-9999.0
       -17,    120.75,-9999.0
       -17,       121,-9999.0
       -17,    121.25,-9999.0
       -17,     121.5,-9999.0
       -17,    121.75,-9999.0
       -17,       122,-9999.0
       -17,    122.25,-9999.0
       -17,     122.5,-0.9
       -17,    122.75,-0.8
       -17,       123,-0.7
       -17,    123.25,-0.5
       -17,     123.5,-9999.0
       -17,    123.75,-0.5
       -17,       124,-1.1
       -17,    124.25,-1.5
       -17,     124.5,-2.2
       -17,    124.75,-3.1
       -17,       125,-3.5
       -17,    125.25,-4.1
       -17,     125.5,-5.3
       -17,    125.75,-7.1
       -17,       126,-7.6
       -17,    126.25,-7.4
       -17,     126.5,-8.6
       -17,    126.75,-9.6
       -17,       127,-11.1
       -17,    127.25,-10.6
       -17,     127.5,-9.6
       -17,    127.75,-7.9
       -17,       128,-6.7
       -17,    128.25,-6.0
       -17,     128.5,-6.2
       -17,    128.75,-5.2
       -17,       129,-6.4
       -17,    129.25,-6.4
       -17,     129.5,-7.6
       -17,    129.75,-7.4
       -17,       130,-8.0
       -17,    130.25,-7.8
       -17,     130.5,-7.8
       -17,    130.75,-7.6
       -17,       131,-8.4
       -17,    131.25,-8.5
       -17,     131.5,-8.3
       -17,    131.75,-8.1
       -17,       132,-7.6
       -17,    132.25,-7.3
       -17,     132.5,-7.1
       -17,    132.75,-6.9
       -17,       133,-6.9
       -17,    133.25,-7.0
       -17,     133.5,-7.1
       -17,    133.75,-6.5
       -17,       134,-6.0
       -17,    134.25,-5.7
       -17,     134.5,-6.1
       -17,    134.75,-6.5
       -17,       135,-7.1
       -17,    135.25,-7.8
       -17,     135.5,-8.2
       -17,    135.75,-8.4
       -17,       136,-7.7
       -17,    136.25,-6.2
       -17,     136.5,-6.1
       -17,    136.75,-5.9
       -17,       137,-5.4
       -17,    137.25,-5.4
       -17,     137.5,-5.0
       -17,    137.75,-5.0
       -17,       138,-3.5
       -17,    138.25,-4.3
       -17,     138.5,-2.9
       -17,    138.75,-2.9
       -17,       139,-2.9
       -17,    139.25,-9999.0
       -17,     139.5,-1.9
       -17,    139.75,-9999.0
       -17,       140,-9999.0
       -17,    140.25,-9999.0
       -17,     140.5,-9999.0
       -17,    140.75,-9999.0
       -17,       141,-0.9
       -17,    141.25,-0.7
       -17,     141.5,-0.6
       -17,    141.75,-0.6
       -17,       142,-0.7
       -17,    142.25,-0.7
       -17,     142.5,-0.7
       -17,    142.75,-0.7
       -17,       143,-0.6
       -17,    143.25,-0.5
       -17,     143.5,-0.3
       -17,    143.75,-0.1
       -17,       144,-0.1
       -17,    144.25,-0.2
       -17,     144.5,-0.2
       -17,    144.75,-0.2
       -17,       145,-0.3
       -17,    145.25,-0.8
       -17,     145.5,-3.1
       -17,    145.75,-6.5
       -17,       146,-9999.0
       -17,    146.25,-9999.0
       -17,     146.5,-9999.0
       -17,    146.75,-9999.0
       -17,       147,-9999.0
       -17,    147.25,-9999.0
       -17,     147.5,-9999.0
       -17,    147.75,-9999.0
       -17,       148,-9999.0
       -17,    148.25,-9999.0
       -17,     148.5,-9999.0
       -17,    148.75,-9999.0
       -17,       149,-9999.0
       -17,    149.25,-9999.0
       -17,     149.5,-9999.0
       -17,    149.75,-9999.0
       -17,       150,-9999.0
       -17,    150.25,-9999.0
       -17,     150.5,-9999.0
       -17,    150.75,-9999.0
       -17,       151,-9999.0
       -17,    151.25,-9999.0
       -17,     151.5,-9999.0
       -17,    151.75,-9999.0
       -17,       152,-9999.0
       -17,    152.25,-9999.0
       -17,     152.5,-9999.0
       -17,    152.75,-9999.0
       -17,       153,-9999.0
       -17,    153.25,-9999.0
       -17,     153.5,-9999.0
       -17,    153.75,-9999.0
       -17,       154,-9999.0
    -17.25,       112,-9999.0
    -17.25,    112.25,-9999.0
    -17.25,     112.5,-9999.0
    -17.25,    112.75,-9999.0
    -17.25,       113,-9999.0
    -17.25,    113.25,-9999.0
    -17.25,     113.5,-9999.0
    -17.25,    113.75,-9999.0
    -17.25,       114,-9999.0
    -17.25,    114.25,-9999.0
    -17.25,     114.5,-9999.0
    -17.25,    114.75,-9999.0
    -17.25,       115,-9999.0
    -17.25,    115.25,-9999.0
    -17.25,     115.5,-9999.0
    -17.25,    115.75,-9999.0
    -17.25,       116,-9999.0
    -17.25,    116.25,-9999.0
    -17.25,     116.5,-9999.0
    -17.25,    116.75,-9999.0
    -17.25,       117,-9999.0
    -17.25,    117.25,-9999.0
    -17.25,     117.5,-9999.0
    -17.25,    117.75,-9999.0
    -17.25,       118,-9999.0
    -17.25,    118.25,-9999.0
    -17.25,     118.5,-9999.0
    -17.25,    118.75,-9999.0
    -17.25,       119,-9999.0
    -17.25,    119.25,-9999.0
    -17.25,     119.5,-9999.0
    -17.25,    119.75,-9999.0
    -17.25,       120,-9999.0
    -17.25,    120.25,-9999.0
    -17.25,     120.5,-9999.0
    -17.25,    120.75,-9999.0
    -17.25,       121,-9999.0
    -17.25,    121.25,-9999.0
    -17.25,     121.5,-9999.0
    -17.25,    121.75,-9999.0
    -17.25,       122,-9999.0
    -17.25,    122.25,-0.5
    -17.25,     122.5,-0.7
    -17.25,    122.75,-0.6
    -17.25,       123,-0.7
    -17.25,    123.25,-0.5
    -17.25,     123.5,-9999.0
    -17.25,    123.75,-0.7
    -17.25,       124,-1.2
    -17.25,    124.25,-1.9
    -17.25,     124.5,-2.6
    -17.25,    124.75,-3.4
    -17.25,       125,-4.1
    -17.25,    125.25,-5.2
    -17.25,     125.5,-4.9
    -17.25,    125.75,-4.9
    -17.25,       126,-4.6
    -17.25,    126.25,-6.0
    -17.25,     126.5,-8.1
    -17.25,    126.75,-8.8
    -17.25,       127,-10.3
    -17.25,    127.25,-9.4
    -17.25,     127.5,-8.7
    -17.25,    127.75,-7.9
    -17.25,       128,-6.9
    -17.25,    128.25,-6.1
    -17.25,     128.5,-6.1
    -17.25,    128.75,-6.2
    -17.25,       129,-7.6
    -17.25,    129.25,-7.9
    -17.25,     129.5,-7.9
    -17.25,    129.75,-8.0
    -17.25,       130,-7.7
    -17.25,    130.25,-7.6
    -17.25,     130.5,-7.5
    -17.25,    130.75,-7.7
    -17.25,       131,-8.3
    -17.25,    131.25,-8.3
    -17.25,     131.5,-8.3
    -17.25,    131.75,-8.1
    -17.25,       132,-7.6
    -17.25,    132.25,-7.5
    -17.25,     132.5,-7.3
    -17.25,    132.75,-7.2
    -17.25,       133,-7.1
    -17.25,    133.25,-6.9
    -17.25,     133.5,-6.8
    -17.25,    133.75,-6.5
    -17.25,       134,-6.1
    -17.25,    134.25,-5.6
    -17.25,     134.5,-6.2
    -17.25,    134.75,-6.6
    -17.25,       135,-7.3
    -17.25,    135.25,-7.8
    -17.25,     135.5,-8.4
    -17.25,    135.75,-8.7
    -17.25,       136,-8.0
    -17.25,    136.25,-6.5
    -17.25,     136.5,-6.2
    -17.25,    136.75,-5.5
    -17.25,       137,-4.9
    -17.25,    137.25,-5.7
    -17.25,     137.5,-5.6
    -17.25,    137.75,-5.5
    -17.25,       138,-4.2
    -17.25,    138.25,-5.0
    -17.25,     138.5,-3.3
    -17.25,    138.75,-3.3
    -17.25,       139,-3.3
    -17.25,    139.25,-3.6
    -17.25,     139.5,-9999.0
    -17.25,    139.75,-9999.0
    -17.25,       140,-9999.0
    -17.25,    140.25,-9999.0
    -17.25,     140.5,-9999.0
    -17.25,    140.75,-9999.0
    -17.25,       141,-1.5
    -17.25,    141.25,-1.0
    -17.25,     141.5,-0.8
    -17.25,    141.75,-0.8
    -17.25,       142,-0.9
    -17.25,    142.25,-1.0
    -17.25,     142.5,-0.9
    -17.25,    142.75,-0.8
    -17.25,       143,-0.8
    -17.25,    143.25,-0.6
    -17.25,     143.5,-0.3
    -17.25,    143.75,-0.2
    -17.25,       144,-0.3
    -17.25,    144.25,-0.2
    -17.25,     144.5,-0.3
    -17.25,    144.75,-0.3
    -17.25,       145,-0.5
    -17.25,    145.25,-1.1
    -17.25,     145.5,-4.4
    -17.25,    145.75,-7.5
    -17.25,       146,-8.0
    -17.25,    146.25,-9999.0
    -17.25,     146.5,-9999.0
    -17.25,    146.75,-9999.0
    -17.25,       147,-9999.0
    -17.25,    147.25,-9999.0
    -17.25,     147.5,-9999.0
    -17.25,    147.75,-9999.0
    -17.25,       148,-9999.0
    -17.25,    148.25,-9999.0
    -17.25,     148.5,-9999.0
    -17.25,    148.75,-9999.0
    -17.25,       149,-9999.0
    -17.25,    149.25,-9999.0
    -17.25,     149.5,-9999.0
    -17.25,    149.75,-9999.0
    -17.25,       150,-9999.0
    -17.25,    150.25,-9999.0
    -17.25,     150.5,-9999.0
    -17.25,    150.75,-9999.0
    -17.25,       151,-9999.0
    -17.25,    151.25,-9999.0
    -17.25,     151.5,-9999.0
    -17.25,    151.75,-9999.0
    -17.25,       152,-9999.0
    -17.25,    152.25,-9999.0
    -17.25,     152.5,-9999.0
    -17.25,    152.75,-9999.0
    -17.25,       153,-9999.0
    -17.25,    153.25,-9999.0
    -17.25,     153.5,-9999.0
    -17.25,    153.75,-9999.0
    -17.25,       154,-9999.0
     -17.5,       112,-9999.0
     -17.5,    112.25,-9999.0
     -17.5,     112.5,-9999.0
     -17.5,    112.75,-9999.0
     -17.5,       113,-9999.0
     -17.5,    113.25,-9999.0
     -17.5,     113.5,-9999.0
     -17.5,    113.75,-9999.0
     -17.5,       114,-9999.0
     -17.5,    114.25,-9999.0
     -17.5,     114.5,-9999.0
     -17.5,    114.75,-9999.0
     -17.5,       115,-9999.0
     -17.5,    115.25,-9999.0
     -17.5,     115.5,-9999.0
     -17.5,    115.75,-9999.0
     -17.5,       116,-9999.0
     -17.5,    116.25,-9999.0
     -17.5,     116.5,-9999.0
     -17.5,    116.75,-9999.0
     -17.5,       117,-9999.0
     -17.5,    117.25,-9999.0
     -17.5,     117.5,-9999.0
     -17.5,    117.75,-9999.0
     -17.5,       118,-9999.0
     -17.5,    118.25,-9999.0
     -17.5,     118.5,-9999.0
     -17.5,    118.75,-9999.0
     -17.5,       119,-9999.0
     -17.5,    119.25,-9999.0
     -17.5,     119.5,-9999.0
     -17.5,    119.75,-9999.0
     -17.5,       120,-9999.0
     -17.5,    120.25,-9999.0
     -17.5,     120.5,-9999.0
     -17.5,    120.75,-9999.0
     -17.5,       121,-9999.0
     -17.5,    121.25,-9999.0
     -17.5,     121.5,-9999.0
     -17.5,    121.75,-9999.0
     -17.5,       122,-9999.0
     -17.5,    122.25,-0.6
     -17.5,     122.5,-0.7
     -17.5,    122.75,-0.7
     -17.5,       123,-0.7
     -17.5,    123.25,-0.8
     -17.5,     123.5,-0.7
     -17.5,    123.75,-0.9
     -17.5,       124,-1.4
     -17.5,    124.25,-1.8
     -17.5,     124.5,-2.7
     -17.5,    124.75,-3.5
     -17.5,       125,-3.9
     -17.5,    125.25,-4.6
     -17.5,     125.5,-3.8
     -17.5,    125.75,-3.5
     -17.5,       126,-4.2
     -17.5,    126.25,-5.5
     -17.5,     126.5,-6.9
     -17.5,    126.75,-7.8
     -17.5,       127,-9.3
     -17.5,    127.25,-8.2
     -17.5,     127.5,-7.9
     -17.5,    127.75,-7.1
     -17.5,       128,-8.2
     -17.5,    128.25,-6.6
     -17.5,     128.5,-7.7
     -17.5,    128.75,-8.1
     -17.5,       129,-8.9
     -17.5,    129.25,-8.3
     -17.5,     129.5,-7.9
     -17.5,    129.75,-7.8
     -17.5,       130,-7.9
     -17.5,    130.25,-7.3
     -17.5,     130.5,-7.1
     -17.5,    130.75,-7.3
     -17.5,       131,-7.5
     -17.5,    131.25,-7.9
     -17.5,     131.5,-7.9
     -17.5,    131.75,-7.8
     -17.5,       132,-8.0
     -17.5,    132.25,-7.7
     -17.5,     132.5,-7.3
     -17.5,    132.75,-7.1
     -17.5,       133,-7.1
     -17.5,    133.25,-6.9
     -17.5,     133.5,-6.8
     -17.5,    133.75,-6.8
     -17.5,       134,-6.3
     -17.5,    134.25,-6.3
     -17.5,     134.5,-6.6
     -17.5,    134.75,-6.8
     -17.5,       135,-7.3
     -17.5,    135.25,-7.7
     -17.5,     135.5,-8.1
     -17.5,    135.75,-8.5
     -17.5,       136,-8.1
     -17.5,    136.25,-6.6
     -17.5,     136.5,-5.9
     -17.5,    136.75,-5.4
     -17.5,       137,-4.7
     -17.5,    137.25,-4.1
     -17.5,     137.5,-4.1
     -17.5,    137.75,-3.5
     -17.5,       138,-3.1
     -17.5,    138.25,-3.7
     -17.5,     138.5,-3.2
     -17.5,    138.75,-3.1
     -17.5,       139,-2.8
     -17.5,    139.25,-3.0
     -17.5,     139.5,-2.4
     -17.5,    139.75,-0.9
     -17.5,       140,-9999.0
     -17.5,    140.25,-9999.0
     -17.5,     140.5,-9999.0
     -17.5,    140.75,-1.3
     -17.5,       141,-1.2
     -17.5,    141.25,-1.0
     -17.5,     141.5,-0.9
     -17.5,    141.75,-1.0
     -17.5,       142,-1.2
     -17.5,    142.25,-1.2
     -17.5,     142.5,-1.2
     -17.5,    142.75,-0.9
     -17.5,       143,-0.7
     -17.5,    143.25,-0.6
     -17.5,     143.5,-0.4
     -17.5,    143.75,-0.5
     -17.5,       144,-0.4
     -17.5,    144.25,-0.4
     -17.5,     144.5,-0.4
     -17.5,    144.75,-0.5
     -17.5,       145,-0.6
     -17.5,    145.25,-1.5
     -17.5,     145.5,-5.3
     -17.5,    145.75,-8.0
     -17.5,       146,-9.1
     -17.5,    146.25,-9999.0
     -17.5,     146.5,-9999.0
     -17.5,    146.75,-9999.0
     -17.5,       147,-9999.0
     -17.5,    147.25,-9999.0
     -17.5,     147.5,-9999.0
     -17.5,    147.75,-9999.0
     -17.5,       148,-9999.0
     -17.5,    148.25,-9999.0
     -17.5,     148.5,-9999.0
     -17.5,    148.75,-9999.0
     -17.5,       149,-9999.0
     -17.5,    149.25,-9999.0
     -17.5,     149.5,-9999.0
     -17.5,    149.75,-9999.0
     -17.5,       150,-9999.0
     -17.5,    150.25,-9999.0
     -17.5,     150.5,-9999.0
     -17.5,    150.75,-9999.0
     -17.5,       151,-9999.0
     -17.5,    151.25,-9999.0
     -17.5,     151.5,-9999.0
     -17.5,    151.75,-9999.0
     -17.5,       152,-9999.0
     -17.5,    152.25,-9999.0
     -17.5,     152.5,-9999.0
     -17.5,    152.75,-9999.0
     -17.5,       153,-9999.0
     -17.5,    153.25,-9999.0
     -17.5,     153.5,-9999.0
     -17.5,    153.75,-9999.0
     -17.5,       154,-9999.0
    -17.75,       112,-9999.0
    -17.75,    112.25,-9999.0
    -17.75,     112.5,-9999.0
    -17.75,    112.75,-9999.0
    -17.75,       113,-9999.0
    -17.75,    113.25,-9999.0
    -17.75,     113.5,-9999.0
    -17.75,    113.75,-9999.0
    -17.75,       114,-9999.0
    -17.75,    114.25,-9999.0
    -17.75,     114.5,-9999.0
    -17.75,    114.75,-9999.0
    -17.75,       115,-9999.0
    -17.75,    115.25,-9999.0
    -17.75,     115.5,-9999.0
    -17.75,    115.75,-9999.0
    -17.75,       116,-9999.0
    -17.75,    116.25,-9999.0
    -17.75,     116.5,-9999.0
    -17.75,    116.75,-9999.0
    -17.75,       117,-9999.0
    -17.75,    117.25,-9999.0
    -17.75,     117.5,-9999.0
    -17.75,    117.75,-9999.0
    -17.75,       118,-9999.0
    -17.75,    118.25,-9999.0
    -17.75,     118.5,-9999.0
    -17.75,    118.75,-9999.0
    -17.75,       119,-9999.0
    -17.75,    119.25,-9999.0
    -17.75,     119.5,-9999.0
    -17.75,    119.75,-9999.0
    -17.75,       120,-9999.0
    -17.75,    120.25,-9999.0
    -17.75,     120.5,-9999.0
    -17.75,    120.75,-9999.0
    -17.75,       121,-9999.0
    -17.75,    121.25,-9999.0
    -17.75,     121.5,-9999.0
    -17.75,    121.75,-9999.0
    -17.75,       122,-9999.0
    -17.75,    122.25,-0.6
    -17.75,     122.5,-0.8
    -17.75,    122.75,-1.0
    -17.75,       123,-1.1
    -17.75,    123.25,-1.0
    -17.75,     123.5,-1.2
    -17.75,    123.75,-1.2
    -17.75,       124,-1.5
    -17.75,    124.25,-2.1
    -17.75,     124.5,-2.4
    -17.75,    124.75,-3.1
    -17.75,       125,-3.5
    -17.75,    125.25,-3.2
    -17.75,     125.5,-2.9
    -17.75,    125.75,-2.9
    -17.75,       126,-3.6
    -17.75,    126.25,-4.4
    -17.75,     126.5,-7.4
    -17.75,    126.75,-6.9
    -17.75,       127,-8.7
    -17.75,    127.25,-8.1
    -17.75,     127.5,-7.3
    -17.75,    127.75,-6.1
    -17.75,       128,-6.5
    -17.75,    128.25,-8.0
    -17.75,     128.5,-8.5
    -17.75,    128.75,-8.3
    -17.75,       129,-9.4
    -17.75,    129.25,-8.8
    -17.75,     129.5,-8.2
    -17.75,    129.75,-7.8
    -17.75,       130,-8.0
    -17.75,    130.25,-7.4
    -17.75,     130.5,-6.9
    -17.75,    130.75,-7.0
    -17.75,       131,-7.2
    -17.75,    131.25,-7.4
    -17.75,     131.5,-7.6
    -17.75,    131.75,-7.6
    -17.75,       132,-7.6
    -17.75,    132.25,-7.5
    -17.75,     132.5,-7.4
    -17.75,    132.75,-7.5
    -17.75,       133,-7.2
    -17.75,    133.25,-7.1
    -17.75,     133.5,-6.9
    -17.75,    133.75,-7.4
    -17.75,       134,-6.9
    -17.75,    134.25,-7.0
    -17.75,     134.5,-7.1
    -17.75,    134.75,-7.3
    -17.75,       135,-7.6
    -17.75,    135.25,-8.1
    -17.75,     135.5,-8.5
    -17.75,    135.75,-8.7
    -17.75,       136,-8.1
    -17.75,    136.25,-6.7
    -17.75,     136.5,-5.9
    -17.75,    136.75,-5.7
    -17.75,       137,-5.0
    -17.75,    137.25,-4.3
    -17.75,     137.5,-4.4
    -17.75,    137.75,-3.8
    -17.75,       138,-4.2
    -17.75,    138.25,-3.8
    -17.75,     138.5,-2.8
    -17.75,    138.75,-2.8
    -17.75,       139,-2.5
    -17.75,    139.25,-3.1
    -17.75,     139.5,-2.6
    -17.75,    139.75,-1.7
    -17.75,       140,-1.2
    -17.75,    140.25,-1.3
    -17.75,     140.5,-0.9
    -17.75,    140.75,-1.0
    -17.75,       141,-1.0
    -17.75,    141.25,-0.8
    -17.75,     141.5,-0.9
    -17.75,    141.75,-1.0
    -17.75,       142,-1.2
    -17.75,    142.25,-1.6
    -17.75,     142.5,-1.7
    -17.75,    142.75,-1.0
    -17.75,       143,-0.6
    -17.75,    143.25,-0.5
    -17.75,     143.5,-0.8
    -17.75,    143.75,-1.4
    -17.75,       144,-0.8
    -17.75,    144.25,-0.7
    -17.75,     144.5,-0.7
    -17.75,    144.75,-1.4
    -17.75,       145,-1.1
    -17.75,    145.25,-1.5
    -17.75,     145.5,-3.4
    -17.75,    145.75,-7.5
    -17.75,       146,-6.3
    -17.75,    146.25,-9999.0
    -17.75,     146.5,-9999.0
    -17.75,    146.75,-9999.0
    -17.75,       147,-9999.0
    -17.75,    147.25,-9999.0
    -17.75,     147.5,-9999.0
    -17.75,    147.75,-9999.0
    -17.75,       148,-9999.0
    -17.75,    148.25,-9999.0
    -17.75,     148.5,-9999.0
    -17.75,    148.75,-9999.0
    -17.75,       149,-9999.0
    -17.75,    149.25,-9999.0
    -17.75,     149.5,-9999.0
    -17.75,    149.75,-9999.0
    -17.75,       150,-9999.0
    -17.75,    150.25,-9999.0
    -17.75,     150.5,-9999.0
    -17.75,    150.75,-9999.0
    -17.75,       151,-9999.0
    -17.75,    151.25,-9999.0
    -17.75,     151.5,-9999.0
    -17.75,    151.75,-9999.0
    -17.75,       152,-9999.0
    -17.75,    152.25,-9999.0
    -17.75,     152.5,-9999.0
    -17.75,    152.75,-9999.0
    -17.75,       153,-9999.0
    -17.75,    153.25,-9999.0
    -17.75,     153.5,-9999.0
    -17.75,    153.75,-9999.0
    -17.75,       154,-9999.0
       -18,       112,-9999.0
       -18,    112.25,-9999.0
       -18,     112.5,-9999.0
       -18,    112.75,-9999.0
       -18,       113,-9999.0
       -18,    113.25,-9999.0
       -18,     113.5,-9999.0
       -18,    113.75,-9999.0
       -18,       114,-9999.0
       -18,    114.25,-9999.0
       -18,     114.5,-9999.0
       -18,    114.75,-9999.0
       -18,       115,-9999.0
       -18,    115.25,-9999.0
       -18,     115.5,-9999.0
       -18,    115.75,-9999.0
       -18,       116,-9999.0
       -18,    116.25,-9999.0
       -18,     116.5,-9999.0
       -18,    116.75,-9999.0
       -18,       117,-9999.0
       -18,    117.25,-9999.0
       -18,     117.5,-9999.0
       -18,    117.75,-9999.0
       -18,       118,-9999.0
       -18,    118.25,-9999.0
       -18,     118.5,-9999.0
       -18,    118.75,-9999.0
       -18,       119,-9999.0
       -18,    119.25,-9999.0
       -18,     119.5,-9999.0
       -18,    119.75,-9999.0
       -18,       120,-9999.0
       -18,    120.25,-9999.0
       -18,     120.5,-9999.0
       -18,    120.75,-9999.0
       -18,       121,-9999.0
       -18,    121.25,-9999.0
       -18,     121.5,-9999.0
       -18,    121.75,-9999.0
       -18,       122,-9999.0
       -18,    122.25,-0.9
       -18,     122.5,-1.1
       -18,    122.75,-1.2
       -18,       123,-1.5
       -18,    123.25,-1.5
       -18,     123.5,-1.5
       -18,    123.75,-1.6
       -18,       124,-2.0
       -18,    124.25,-2.2
       -18,     124.5,-2.5
       -18,    124.75,-2.7
       -18,       125,-2.8
       -18,    125.25,-2.5
       -18,     125.5,-2.4
       -18,    125.75,-2.7
       -18,       126,-3.1
       -18,    126.25,-3.9
       -18,     126.5,-5.4
       -18,    126.75,-6.2
       -18,       127,-7.7
       -18,    127.25,-7.4
       -18,     127.5,-6.7
       -18,    127.75,-6.2
       -18,       128,-6.6
       -18,    128.25,-7.9
       -18,     128.5,-8.2
       -18,    128.75,-7.8
       -18,       129,-9.0
       -18,    129.25,-8.6
       -18,     129.5,-8.3
       -18,    129.75,-8.1
       -18,       130,-7.8
       -18,    130.25,-7.4
       -18,     130.5,-7.2
       -18,    130.75,-6.8
       -18,       131,-6.9
       -18,    131.25,-7.3
       -18,     131.5,-7.2
       -18,    131.75,-7.2
       -18,       132,-7.3
       -18,    132.25,-7.4
       -18,     132.5,-7.3
       -18,    132.75,-7.3
       -18,       133,-7.4
       -18,    133.25,-7.3
       -18,     133.5,-7.2
       -18,    133.75,-7.7
       -18,       134,-8.1
       -18,    134.25,-7.8
       -18,     134.5,-7.9
       -18,    134.75,-7.9
       -18,       135,-7.9
       -18,    135.25,-8.2
       -18,     135.5,-8.5
       -18,    135.75,-8.9
       -18,       136,-8.3
       -18,    136.25,-6.9
       -18,     136.5,-6.1
       -18,    136.75,-5.5
       -18,       137,-5.1
       -18,    137.25,-4.7
       -18,     137.5,-4.2
       -18,    137.75,-4.0
       -18,       138,-4.6
       -18,    138.25,-2.6
       -18,     138.5,-2.6
       -18,    138.75,-3.7
       -18,       139,-2.9
       -18,    139.25,-2.8
       -18,     139.5,-2.7
       -18,    139.75,-2.0
       -18,       140,-1.5
       -18,    140.25,-1.4
       -18,     140.5,-1.6
       -18,    140.75,-1.1
       -18,       141,-1.0
       -18,    141.25,-0.8
       -18,     141.5,-0.8
       -18,    141.75,-1.0
       -18,       142,-1.3
       -18,    142.25,-1.7
       -18,     142.5,-1.9
       -18,    142.75,-1.8
       -18,       143,-0.7
       -18,    143.25,-0.5
       -18,     143.5,-1.4
       -18,    143.75,-2.1
       -18,       144,-1.5
       -18,    144.25,-1.7
       -18,     144.5,-1.3
       -18,    144.75,-1.5
       -18,       145,-1.7
       -18,    145.25,-1.9
       -18,     145.5,-3.1
       -18,    145.75,-5.0
       -18,       146,-6.1
       -18,    146.25,-9999.0
       -18,     146.5,-9999.0
       -18,    146.75,-9999.0
       -18,       147,-9999.0
       -18,    147.25,-9999.0
       -18,     147.5,-9999.0
       -18,    147.75,-9999.0
       -18,       148,-9999.0
       -18,    148.25,-9999.0
