APSIM output file, version = 5.4
Title = navybean Sample Simulation
            day           year            lai        biomass  green_biomass       dm_green       dm_green        p_green        p_green        p_sen()          p_sen       p_demand    pfact_photo    pfact_pheno pfact_expansion    pfact_grain      biomass_p green_biomass_p        grain_p         leaf_p         stem_p         root_p          pod_p         head_p     p_senesced       p_dead()    dlt_p_green dlt_p_retrans() dlt_p_detached    dlt_p_sen()  p_conc_stover    p_conc_leaf    p_conc_stem   p_conc_grain p_uptake_stover grain_p_demand    surfaceom_p
          (day)         (year)      (m^2/m^2)        (kg/ha)        (kg/ha)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)            (?)            (?)        (g/m^2)             ()             ()              ()             ()        (g/m^2)         (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)            (?)        (g/m^2)         (g/m^2)        (g/m^2)            (?)            (%)            (%)            (%)            (%)             (%)        (g/m^2)        (kg/ha)
             45           1989          0.848       2594.144       1946.597        267.911        267.911          0.508          0.508              ?              ?          0.261          0.269          1.000           0.537          1.000          0.500           0.413          0.245          0.043          0.081          0.095          0.043          0.289          0.087              ?          0.006           0.000          0.000              ?          0.142          0.154          0.127          0.320           0.168          0.000          0.000
             46           1989          0.756       2619.524       1941.414        267.246        267.246          0.510          0.510              ?              ?          0.261          0.268          1.000           0.536          1.000          0.505           0.415          0.252          0.038          0.080          0.095          0.045          0.296          0.091              ?          0.006           0.000          0.000              ?          0.142          0.154          0.127          0.316           0.163          0.000          0.000
             47           1989          0.663       2642.626       1933.953        266.335        266.335          0.511          0.511              ?              ?          0.260          0.268          1.000           0.536          1.000          0.511           0.416          0.258          0.034          0.078          0.095          0.046          0.304          0.095              ?          0.006           0.000          0.000              ?          0.142          0.154          0.126          0.313           0.158          0.000          0.000
             48           1989          0.572       2662.346       1923.458        265.091        265.091          0.512          0.512              ?              ?          0.258          0.269          1.000           0.538          1.000          0.516           0.418          0.264          0.029          0.076          0.095          0.047          0.312          0.099              ?          0.006           0.000          0.000              ?          0.143          0.154          0.126          0.310           0.153          0.000          0.000
             49           1989          0.496       2679.479       1915.389        264.069        264.069          0.514          0.514              ?              ?          0.256          0.272          1.000           0.544          1.000          0.522           0.420          0.271          0.025          0.074          0.095          0.049          0.320          0.103              ?          0.006           0.000          0.000              ?          0.143          0.154          0.126          0.309           0.148          0.000          0.000
             50           1989          0.421       2695.164       1906.371        262.940        262.940          0.516          0.516              ?              ?          0.254          0.275          1.000           0.551          1.000          0.527           0.422          0.278          0.021          0.072          0.095          0.050          0.328          0.106              ?          0.006           0.000          0.000              ?          0.144          0.154          0.126          0.307           0.144          0.000          0.000
             51           1989          0.349       2702.248       1889.547        260.896        260.896          0.518          0.518              ?              ?          0.253          0.279          1.000           0.558          1.000          0.532           0.424          0.289          0.018          0.066          0.094          0.052          0.340          0.109              ?          0.006           0.000          0.000              ?          0.141          0.152          0.121          0.310           0.135          0.000          0.000
             52           1989          0.271       2706.839       1868.613        258.443        258.443          0.525          0.525              ?              ?          0.246          0.290          1.000           0.581          1.000          0.542           0.431          0.302          0.014          0.059          0.095          0.055          0.357          0.112              ?          0.010           0.000          0.000              ?          0.140          0.156          0.115          0.317           0.128          0.000          0.000
             53           1989          0.199       2711.141       1849.000        256.124        256.124          0.532          0.532              ?              ?          0.223          0.366          1.000           0.731          1.000          0.552           0.437          0.315          0.010          0.054          0.095          0.058          0.373          0.115              ?          0.010           0.000          0.000              ?          0.136          0.157          0.103          0.331           0.122          0.000          0.000
             54           1989          0.000       2714.942       1787.096        249.577        249.577          0.534          0.534              ?              ?          0.205          0.417          1.000           0.833          1.000          0.561           0.439          0.322          0.002          0.055          0.095          0.061          0.383          0.123              ?          0.010           0.000          0.000              ?          0.141          0.000          0.104          0.338           0.118          0.000          0.000
             55           1989          0.000          0.000          0.000          0.000          0.000          0.000          0.000              ?              ?          0.000          1.000          1.000           1.000          1.000          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              ?          0.000           0.000          0.000              ?          0.000          0.000          0.000          0.000           0.000          0.000          2.245
             56           1989          0.000          0.000          0.000          0.000          0.000          0.000          0.000              ?              ?          0.000          1.000          1.000           1.000          1.000          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              ?          0.000           0.000          0.000              ?          0.000          0.000          0.000          0.000           0.000          0.000          2.154
             57           1989          0.000          0.000          0.000          0.000          0.000          0.000          0.000              ?              ?          0.000          1.000          1.000           1.000          1.000          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              ?          0.000           0.000          0.000              ?          0.000          0.000          0.000          0.000           0.000          0.000          2.118
             58           1989          0.000          0.000          0.000          0.000          0.000          0.000          0.000              ?              ?          0.000          1.000          1.000           1.000          1.000          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              ?          0.000           0.000          0.000              ?          0.000          0.000          0.000          0.000           0.000          0.000          2.118
             59           1989          0.000          0.000          0.000          0.000          0.000          0.000          0.000              ?              ?          0.000          1.000          1.000           1.000          1.000          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              ?          0.000           0.000          0.000              ?          0.000          0.000          0.000          0.000           0.000          0.000          2.118
             60           1989          0.000          0.000          0.000          0.000          0.000          0.000          0.000              ?              ?          0.000          1.000          1.000           1.000          1.000          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              ?          0.000           0.000          0.000              ?          0.000          0.000          0.000          0.000           0.000          0.000          2.118
