Summary_file = sugar.sum
Title = Sugar Sample Simulation
           Date          esw()          no3()     residue_wt     irrigation            lai        biomass  green_biomass    swdef_photo    nfact_photo
     24/12/1982        143.457          0.960          7.047          0.000          6.196       1643.402       1631.798          1.000          1.000
     25/12/1982        132.547          0.972          7.952          0.000          6.270       1687.474       1674.493          1.000          1.000
     26/12/1982        121.348          1.035          8.988          0.000          6.346       1735.406       1720.990          1.000          1.000
     27/12/1982        112.093          1.129         10.163          0.000          6.419       1783.747       1767.952          1.000          1.000
     28/12/1982        103.398          1.250         11.474          0.000          6.487       1831.271       1814.151          1.000          1.000
     29/12/1982         92.596          1.373         12.921          0.000          6.538       1879.820       1859.217          1.000          1.000
     30/12/1982        153.371          0.954         14.473         71.548          6.585       1923.111       1899.342          1.000          1.000
     31/12/1982        140.854          0.893         16.323          0.000          6.632       1966.760       1939.859          1.000          1.000
     01/01/1983        138.947          0.913         18.379          0.000          6.682       1987.277       1956.940          1.000          1.000
     02/01/1983        131.856          0.950         20.749          0.000          6.729       2028.581       1994.983          1.000          0.996
     03/01/1983        148.443          0.835         23.293          0.000          6.776       2048.909       2012.065          1.000          0.982
     04/01/1983        138.400          0.849         26.139          0.000          6.783       2096.191       2052.187          1.000          0.970
     05/01/1983        126.147          0.902         29.686          0.000          6.801       2143.029       2093.600          1.000          0.962
     06/01/1983        115.961          0.996         33.738          0.000          6.819       2180.847       2126.236          1.000          0.953
     07/01/1983        105.310          1.107         38.278          0.000          6.835       2219.808       2160.387          1.000          0.945
     08/01/1983         93.219          1.235         43.285          0.000          6.850       2260.165       2195.884          1.000          0.937
     09/01/1983        149.937          0.892         48.010         65.855          6.866       2295.063       2225.004          1.000          0.929
     10/01/1983        141.871          0.869         53.239          0.000          6.811       2326.649       2243.327          1.000          0.924
     11/01/1983        132.063          0.884         59.762          0.000          6.792       2364.777       2271.532          1.000          0.932
     12/01/1983        118.991          0.930         67.260          0.000          6.774       2404.388       2302.202          1.000          0.939
     13/01/1983        104.678          1.022         75.668          0.000          6.758       2446.047       2335.040          1.000          0.942
     14/01/1983         93.870          1.153         84.968          0.000          6.740       2485.115       2364.794          1.000          0.943
     15/01/1983        108.170          1.161         93.657          0.000          6.692       2503.608       2373.553          1.000          0.946
     16/01/1983        109.484          1.151        102.978          0.000          6.641       2521.772       2381.657          1.000          0.958
     17/01/1983         98.310          1.171        113.246          0.000          6.625       2565.054       2415.336          1.000          0.972
     18/01/1983         87.043          1.241        124.405          0.000          6.610       2603.823       2444.974          1.000          0.974
     19/01/1983        139.389          0.902        135.396         64.888          6.594       2649.683       2481.093          1.000          0.976
     20/01/1983        125.206          0.855        147.360          0.000          6.579       2695.474       2517.840          1.000          0.978
     21/01/1983        116.959          0.896        160.136          0.000          6.571       2727.947       2541.699          1.000          0.979
     22/01/1983        115.704          0.931        172.460          0.000          6.535       2746.687       2552.117          1.000          0.985
     23/01/1983        104.631          0.967        185.559          0.000          6.530       2783.295       2581.066          1.000          0.995
     24/01/1983         92.823          1.036        199.437          0.000          6.526       2822.856       2612.898          1.000          0.997
     25/01/1983         78.945          1.129        214.176          0.000          6.521       2861.637       2644.227          1.000          0.997
     26/01/1983        135.558          0.833        227.491         69.157          6.517       2905.103       2679.723          1.000          0.997
     27/01/1983        128.604          0.802        241.704          0.000          6.512       2946.366       2713.318          1.000          0.997
     28/01/1983        125.128          0.797        255.541          0.000          6.472       2965.106       2723.794          1.000          0.997
     29/01/1983        123.868          0.799        269.618          0.000          6.443       2984.889       2736.563          1.000          1.000
     30/01/1983        112.194          0.804        284.616          0.000          6.463       3028.094       2772.383          1.000          1.000
     31/01/1983        122.483          0.780        298.990          0.000          6.428       3045.599       2782.908          1.000          1.000
     01/02/1983        120.336          0.766        313.496          0.000          6.393       3063.266       2793.448          1.000          1.000
     02/02/1983        106.806          0.757        329.012          0.000          6.389       3104.834       2828.528          1.000          1.000
     03/02/1983        104.298          0.780        343.699          0.000          6.344       3122.350       2838.292          1.000          1.000
     04/02/1983        106.428          0.783        358.583          0.000          6.307       3140.146       2849.318          1.000          1.000
     05/02/1983        105.203          0.778        373.558          0.000          6.265       3156.495       2858.634          1.000          1.000
     06/02/1983         95.948          0.788        389.520          0.000          6.256       3191.146       2886.078          1.000          1.000
     07/02/1983         89.103          0.830        406.535          0.000          6.249       3228.122       2916.901          1.000          1.000
     08/02/1983         82.055          0.875        424.509          0.000          6.241       3263.917       2946.638          1.000          1.000
     09/02/1983        165.226          0.575        439.536         65.695          6.198       3279.174       2954.648          1.000          1.000
     10/02/1983        181.367          0.431        460.289          0.000          6.162       3297.779       2966.034          1.000          1.000
     11/02/1983        172.606          0.389        482.539          0.000          6.196       3333.177       2994.312          1.000          1.000
     12/02/1983        162.483          0.394        504.832          0.000          6.188       3363.687       3018.164          1.000          1.000
     13/02/1983        150.633          0.413        526.609          0.000          6.181       3398.121       3045.530          1.000          1.000
     14/02/1983        140.108          0.453        547.103          0.000          6.173       3429.876       3070.323          1.000          1.000
     15/02/1983        129.156          0.509        567.621          0.000          6.166       3463.282       3096.608          1.000          1.000
     16/02/1983        125.329          0.559        587.103          0.000          6.123       3478.035       3104.397          1.000          1.000
     17/02/1983        109.440          0.609        607.993          0.000          6.117       3520.470       3140.365          1.000          1.000
     18/02/1983         95.889          0.697        630.429          0.000          6.111       3555.728       3169.356          1.000          1.000
     19/02/1983        158.366          0.531        651.187         64.616          6.051       3566.166       3172.153          1.000          1.000
     20/02/1983        148.468          0.518        677.388          0.000          6.046       3603.926       3202.544          1.000          1.000
     21/02/1983        140.496          0.553        703.568          0.000          6.041       3638.337       3229.809          1.000          1.000
     22/02/1983        131.306          0.583        728.570          0.000          6.036       3675.323       3260.067          1.000          1.000
     23/02/1983        123.716          0.623        753.542          0.000          6.031       3712.101       3289.559          1.000          1.000
     24/02/1983        113.393          0.662        778.709          0.000          6.026       3748.426       3319.051          1.000          1.000
     25/02/1983        102.206          0.710        804.179          0.000          6.022       3781.931       3346.365          1.000          1.000
     26/02/1983         90.438          0.769        829.862          0.000          6.018       3812.640       3371.222          1.000          1.000
     27/02/1983        145.992          0.591        856.790         66.755          6.036       3842.839       3395.420          1.000          1.000
     28/02/1983        142.759          0.601        888.235          0.000          5.986       3854.090       3400.299          1.000          1.000
     01/03/1983        153.151          0.528        919.394          0.000          5.942       3869.195       3408.956          1.000          1.000
     02/03/1983        178.720          0.452        952.906          0.000          5.901       3884.407       3417.933          1.000          1.000
     03/03/1983        170.328          0.436        987.179          0.000          5.888       3912.968       3440.311          1.000          1.000
     04/03/1983        162.224          0.464       1020.980          0.000          5.877       3942.201       3463.313          1.000          1.000
     05/03/1983        165.038          0.462       1054.229          0.000          5.835       3956.901       3472.067          1.000          1.000
     06/03/1983        206.671          0.356       1088.844          0.000          5.801       3967.550       3478.883          1.000          1.000
     07/03/1983        241.311          0.279       1126.101          0.000          5.766       3978.929       3486.131          1.000          1.000
     08/03/1983        283.682          0.222       1164.585          0.000          5.730       3986.941       3490.774          1.000          1.000
     09/03/1983        336.748          0.186       1204.434          0.000          5.692       3996.288       3496.271          1.000          1.000
     10/03/1983        380.318          0.167       1245.634          0.000          5.661       4008.854       3504.908          1.000          1.000
     11/03/1983        392.290          0.157       1287.843          0.000          5.634       4023.921       3515.995          1.000          1.000
     12/03/1983        405.246          0.151       1330.614          0.000          5.644       4037.290       3525.586          1.000          1.000
     13/03/1983        404.101          0.148       1373.782          0.000          5.601       4048.752       3531.939          1.000          1.000
     14/03/1983        397.510          0.186       1417.057          0.000          5.552       4058.032       3536.084          1.000          1.000
     15/03/1983        395.789          0.196       1460.044          0.000          5.510       4067.876       3541.576          1.000          1.000
     16/03/1983        383.201          0.235       1503.143          0.000          5.513       4096.684       3566.465          1.000          1.000
     17/03/1983        370.861          0.271       1545.321          0.000          5.515       4125.442       3591.250          1.000          1.000
     18/03/1983        359.085          0.303       1586.357          0.000          5.516       4154.077       3615.798          1.000          1.000
     19/03/1983        347.529          0.324       1626.645          0.000          5.513       4182.746       3640.021          1.000          1.000
     20/03/1983        348.636          0.302       1666.052          0.000          5.484       4199.095       3651.982          1.000          1.000
     21/03/1983        338.300          0.331       1707.231          0.000          5.480       4227.574       3675.803          1.000          1.000
     22/03/1983        326.303          0.354       1748.224          0.000          5.490       4256.114       3701.899          1.000          1.000
     23/03/1983        315.589          0.380       1788.133          0.000          5.500       4284.143       3727.500          1.000          1.000
     24/03/1983        304.832          0.405       1827.825          0.000          5.508       4312.166       3752.696          1.000          1.000
     25/03/1983        293.640          0.433       1867.586          0.000          5.516       4340.579       3778.181          1.000          1.000
     26/03/1983        291.342          0.455       1907.193          0.000          5.498       4358.124       3792.537          1.000          1.000
     27/03/1983        295.960          0.449       1947.319          0.000          5.475       4372.738       3804.078          1.000          1.000
     28/03/1983        319.000          0.358       1989.074          0.000          5.452       4387.152       3815.526          1.000          1.000
     29/03/1983        310.497          0.351       2033.715          0.000          5.462       4416.450       3842.101          1.000          1.000
     30/03/1983        301.845          0.374       2078.012          0.000          5.478       4444.688       3868.597          1.000          1.000
     31/03/1983        302.622          0.375       2121.839          0.000          5.442       4450.640       3872.308          1.000          1.000
     01/04/1983        299.945          0.389       2166.065          0.000          5.414       4459.026       3878.902          1.000          1.000
     02/04/1983        291.653          0.401       2210.379          0.000          5.429       4487.779       3905.734          1.000          1.000
     03/04/1983        284.183          0.422       2253.782          0.000          5.434       4512.003       3927.957          1.000          1.000
     04/04/1983        277.000          0.445       2296.750          0.000          5.437       4535.798       3949.606          1.000          1.000
     05/04/1983        269.293          0.470       2339.544          0.000          5.447       4563.107       3975.137          1.000          1.000
     06/04/1983        260.954          0.501       2382.007          0.000          5.460       4588.917       4000.237          1.000          1.000
     07/04/1983        253.425          0.534       2423.891          0.000          5.466       4612.563       4022.942          1.000          1.000
     08/04/1983        249.494          0.568       2465.532          0.000          5.476       4637.553       4047.156          1.000          1.000
     09/04/1983        284.697          0.446       2507.611          0.000          5.448       4645.858       4054.428          1.000          1.000
     10/04/1983        277.218          0.434       2553.798          0.000          5.457       4669.646       4077.627          1.000          1.000
     11/04/1983        270.183          0.461       2599.551          0.000          5.466       4693.169       4100.505          1.000          1.000
     12/04/1983        263.128          0.476       2644.379          0.000          5.471       4714.851       4121.704          1.000          1.000
     13/04/1983        256.071          0.496       2688.457          0.000          5.480       4735.021       4142.312          1.000          1.000
     14/04/1983        250.342          0.518       2731.882          0.000          5.502       4760.423       4168.271          1.000          1.000
     15/04/1983        262.388          0.501       2775.201          0.000          5.496       4765.954       4175.062          1.000          1.000
     16/04/1983        257.867          0.492       2820.413          0.000          5.514       4787.729       4198.046          1.000          1.000
     17/04/1983        251.281          0.489       2865.698          0.000          5.534       4815.446       4226.732          1.000          1.000
     18/04/1983        250.082          0.486       2911.118          0.000          5.529       4826.130       4238.512          1.000          1.000
     19/04/1983        245.254          0.485       2956.846          0.000          5.548       4850.939       4263.710          1.000          1.000
     20/04/1983        240.352          0.494       3002.611          0.000          5.566       4873.668       4287.758          1.000          1.000
     21/04/1983        253.184          0.474       3048.085          0.000          5.543       4876.833       4291.826          1.000          1.000
     22/04/1983        250.886          0.463       3094.053          0.000          5.545       4898.750       4312.992          1.000          1.000
     23/04/1983        256.740          0.454       3139.955          0.000          5.520       4905.053       4319.216          1.000          1.000
     24/04/1983        276.065          0.371       3186.740          0.000          5.513       4921.919       4335.558          1.000          1.000
     25/04/1983        283.913          0.332       3235.340          0.000          5.507       4937.471       4350.859          1.000          1.000
     26/04/1983        280.212          0.332       3284.091          0.000          5.549       4960.621       4373.572          1.000          1.000
     27/04/1983        320.810          0.255       3331.935          0.000          5.541       4969.581       4383.854          1.000          1.000
     28/04/1983        362.720          0.190       3380.764          0.000          5.526       4978.025       4392.807          1.000          1.000
     29/04/1983        364.575          0.166       3429.834          0.000          5.535       4997.902       4413.182          1.000          1.000
     30/04/1983        364.965          0.176       3479.133          0.000          5.536       5013.263       4429.219          1.000          1.000
     01/05/1983        374.478          0.155       3528.510          0.000          5.523       5020.822       4437.873          1.000          1.000
     02/05/1983        394.703          0.141       3578.111          0.000          5.518       5031.352       4449.599          1.000          1.000
     03/05/1983        406.051          0.134       3627.557          0.000          5.496       5034.044       4453.528          1.000          1.000
     04/05/1983        397.694          0.166       3676.881          0.000          5.505       5050.241       4471.120          1.000          1.000
     05/05/1983        390.038          0.206       3725.672          0.000          5.508       5061.097       4483.993          1.000          1.000
     06/05/1983        380.482          0.227       3774.045          0.000          5.524       5081.682       4506.595          1.000          1.000
     07/05/1983        372.850          0.241       3821.947          0.000          5.540       5107.406       4534.235          1.000          1.000
     08/05/1983        366.442          0.246       3869.332          0.000          5.557       5127.742       4555.760          1.000          1.000
     09/05/1983        362.941          0.245       3916.146          0.000          5.546       5136.292       4565.342          1.000          1.000
     10/05/1983        359.704          0.241       3963.092          0.000          5.556       5154.760       4584.921          1.000          1.000
     11/05/1983        354.608          0.246       4010.156          0.000          5.573       5174.933       4606.618          1.000          1.000
     12/05/1983        350.801          0.248       4056.737          0.000          5.583       5189.282       4623.002          1.000          1.000
     13/05/1983        360.881          0.211       4102.966          0.000          5.574       5195.396       4630.986          1.000          1.000
     14/05/1983        368.214          0.191       4151.032          0.000          5.553       5197.867       4635.002          1.000          1.000
     15/05/1983        367.765          0.182       4199.507          0.000          5.531       5200.315       4638.796          1.000          1.000
     16/05/1983        360.699          0.189       4248.147          0.000          5.545       5219.249       4659.029          1.000          1.000
     17/05/1983        355.636          0.204       4296.151          0.000          5.553       5238.083       4678.658          1.000          1.000
     18/05/1983        354.410          0.203       4343.056          0.000          5.551       5249.337       4691.259          1.000          1.000
     19/05/1983        352.047          0.211       4389.516          0.000          5.551       5264.634       4707.438          1.000          1.000
     20/05/1983        370.492          0.167       4435.692          0.000          5.539       5275.909       4719.196          1.000          1.000
     21/05/1983        406.220          0.132       4482.538          0.000          5.509       5278.224       4722.136          1.000          1.000
     22/05/1983        402.573          0.131       4529.466          0.000          5.481       5280.504       4725.259          1.000          1.000
     23/05/1983        393.677          0.158       4576.549          0.000          5.488       5298.742       4744.293          1.000          1.000
     24/05/1983        384.973          0.186       4623.112          0.000          5.492       5315.580       4762.005          1.000          1.000
     25/05/1983        382.884          0.192       4668.803          0.000          5.460       5317.791       4764.661          1.000          1.000
     26/05/1983        379.804          0.191       4714.461          0.000          5.457       5332.488       4779.916          1.000          1.000
     27/05/1983        378.108          0.178       4760.221          0.000          5.464       5353.274       4801.020          1.000          1.000
     28/05/1983        374.873          0.186       4806.126          0.000          5.443       5360.437       4808.499          1.000          1.000
     29/05/1983        367.635          0.199       4851.744          0.000          5.449       5376.539       4825.681          1.000          1.000
     30/05/1983        362.338          0.215       4896.784          0.000          5.461       5396.409       4846.866          1.000          1.000
     31/05/1983        357.820          0.224       4941.475          0.000          5.473       5416.699       4868.595          1.000          1.000
     01/06/1983        356.584          0.209       4986.193          0.000          5.483       5432.066       4886.128          1.000          1.000
     02/06/1983        351.453          0.208       5031.845          0.000          5.490       5445.776       4901.544          1.000          1.000
     03/06/1983        345.747          0.204       5077.547          0.000          5.493       5456.547       4914.321          1.000          1.000
     04/06/1983        341.251          0.203       5122.998          0.000          5.492       5468.311       4927.344          1.000          1.000
     05/06/1983        336.490          0.202       5167.953          0.000          5.500       5478.092       4939.780          1.000          1.000
     06/06/1983        333.171          0.205       5212.457          0.000          5.478       5480.198       4943.106          1.000          1.000
     07/06/1983        326.809          0.208       5256.384          0.000          5.487       5497.486       4962.375          1.000          1.000
     08/06/1983        319.002          0.214       5299.827          0.000          5.497       5519.069       4986.055          1.000          1.000
     09/06/1983        312.691          0.222       5342.808          0.000          5.506       5543.492       5012.667          1.000          1.000
     10/06/1983        307.021          0.234       5385.478          0.000          5.502       5563.828       5033.381          1.000          1.000
     11/06/1983        301.833          0.244       5427.740          0.000          5.505       5584.061       5054.970          1.000          1.000
     12/06/1983        297.640          0.251       5469.736          0.000          5.507       5597.543       5070.323          1.000          1.000
     13/06/1983        293.571          0.258       5511.659          0.000          5.504       5614.330       5087.234          1.000          1.000
     14/06/1983        290.790          0.265       5553.517          0.000          5.507       5636.537       5110.323          1.000          1.000
     15/06/1983        288.418          0.267       5595.330          0.000          5.504       5648.430       5123.334          1.000          1.000
     16/06/1983        287.027          0.270       5637.249          0.000          5.497       5662.963       5138.077          1.000          1.000
     17/06/1983        291.287          0.265       5679.194          0.000          5.494       5675.612       5151.690          1.000          1.000
     18/06/1983        298.204          0.248       5721.236          0.000          5.497       5694.164       5170.476          1.000          1.000
     19/06/1983        293.647          0.249       5764.686          0.000          5.500       5715.614       5191.892          1.000          1.000
     20/06/1983        290.923          0.259       5807.162          0.000          5.490       5729.232       5205.629          1.000          1.000
     21/06/1983        286.588          0.267       5848.664          0.000          5.510       5745.789       5224.711          1.000          1.000
     22/06/1983        283.060          0.280       5889.487          0.000          5.522       5759.168       5240.529          1.000          1.000
     23/06/1983        277.039          0.287       5929.646          0.000          5.536       5783.410       5267.620          1.000          1.000
     24/06/1983        271.666          0.295       5969.452          0.000          5.551       5804.604       5291.612          1.000          1.000
     25/06/1983        268.114          0.303       6009.101          0.000          5.567       5822.498       5311.929          1.000          1.000
     26/06/1983        264.506          0.311       6048.610          0.000          5.580       5836.386       5328.162          1.000          1.000
     27/06/1983        260.350          0.318       6087.956          0.000          5.596       5852.998       5347.251          1.000          1.000
     28/06/1983        255.737          0.327       6127.045          0.000          5.613       5872.805       5369.478          1.000          1.000
     29/06/1983        249.479          0.338       6165.830          0.000          5.630       5897.428       5396.339          1.000          1.000
     30/06/1983        244.339          0.355       6204.143          0.000          5.649       5920.193       5421.053          1.000          1.000
     01/07/1983        239.629          0.370       6241.881          0.000          5.665       5938.981       5442.273          1.000          1.000
     02/07/1983        233.388          0.385       6279.198          0.000          5.680       5963.836       5469.635          1.000          1.000
     03/07/1983        226.366          0.403       6316.099          0.000          5.696       5988.783       5496.940          1.000          1.000
     04/07/1983        223.987          0.419       6352.499          0.000          5.708       5997.973       5509.232          1.000          1.000
     05/07/1983        218.497          0.425       6388.737          0.000          5.726       6023.117       5537.412          1.000          1.000
     06/07/1983        213.612          0.437       6424.995          0.000          5.747       6043.185       5560.138          1.000          1.000
     07/07/1983        210.637          0.447       6461.002          0.000          5.767       6058.648       5578.470          1.000          1.000
     08/07/1983        207.695          0.447       6496.942          0.000          5.781       6078.352       5601.460          1.000          1.000
     09/07/1983        204.847          0.443       6533.224          0.000          5.790       6090.454       5617.431          1.000          1.000
     10/07/1983        203.170          0.433       6569.841          0.000          5.799       6097.139       5627.972          1.000          1.000
     11/07/1983        202.293          0.422       6607.006          0.000          5.798       6102.047       5635.482          1.000          1.000
     12/07/1983        203.166          0.415       6644.504          0.000          5.789       6105.027       5640.611          1.000          1.000
     13/07/1983        200.597          0.416       6681.887          0.000          5.802       6118.737       5656.346          1.000          1.000
     14/07/1983        198.391          0.427       6718.593          0.000          5.810       6129.307       5669.149          1.000          1.000
     15/07/1983        196.996          0.443       6754.282          0.000          5.832       6149.334       5691.434          1.000          1.000
     16/07/1983        194.506          0.455       6788.837          0.000          5.855       6167.365       5711.580          1.000          1.000
     17/07/1983        189.708          0.465       6822.699          0.000          5.874       6187.281       5734.001          1.000          1.000
     18/07/1983        252.186          0.344       6856.639         65.738          5.875       6204.916       5752.255          1.000          1.000
     19/07/1983        246.743          0.311       6893.666          0.000          5.884       6231.735       5780.564          1.000          1.000
     20/07/1983        240.453          0.301       6930.412          0.000          5.891       6257.447       5808.307          1.000          1.000
     21/07/1983        235.987          0.298       6965.727          0.000          5.896       6275.361       5828.833          1.000          1.000
     22/07/1983        232.766          0.294       7000.026          0.000          5.900       6291.155       5847.441          1.000          1.000
     23/07/1983        228.868          0.294       7034.236          0.000          5.908       6314.412       5872.231          1.000          1.000
     24/07/1983        225.081          0.295       7068.375          0.000          5.916       6341.943       5900.911          1.000          1.000
     25/07/1983        230.278          0.289       7102.476          0.000          5.922       6355.846       5916.373          1.000          1.000
     26/07/1983        226.728          0.288       7136.853          0.000          5.930       6382.038       5943.660          1.000          1.000
     27/07/1983        223.714          0.294       7170.994          0.000          5.936       6394.208       5957.296          1.000          1.000
     28/07/1983        221.520          0.300       7204.530          0.000          5.933       6402.217       5966.731          1.000          1.000
     29/07/1983        215.905          0.305       7237.751          0.000          5.940       6426.823       5992.458          1.000          1.000
     30/07/1983        212.227          0.322       7270.642          0.000          5.947       6445.954       6012.328          1.000          1.000
     31/07/1983        207.902          0.338       7302.819          0.000          5.948       6465.218       6031.981          1.000          1.000
     01/08/1983        203.397          0.357       7334.542          0.000          5.950       6486.261       6053.101          1.000          1.000
     02/08/1983        198.822          0.377       7365.770          0.000          5.951       6507.114       6074.606          1.000          1.000
     03/08/1983        194.569          0.390       7396.493          0.000          5.951       6529.970       6099.006          1.000          1.000
     04/08/1983        188.653          0.398       7427.204          0.000          5.952       6558.533       6129.446          1.000          1.000
     05/08/1983        186.084          0.406       7458.046          0.000          5.952       6587.869       6160.049          1.000          1.000
     06/08/1983        183.856          0.408       7489.274          0.000          5.952       6610.641       6183.830          1.000          1.000
     07/08/1983        180.526          0.410       7521.056          0.000          5.952       6636.245       6209.888          1.000          1.000
     08/08/1983        176.657          0.419       7553.125          0.000          5.951       6659.031       6232.743          1.000          1.000
     09/08/1983        172.092          0.433       7584.947          0.000          5.951       6688.937       6262.488          1.000          0.998
     10/08/1983        166.572          0.453       7616.281          0.000          5.950       6718.713       6292.790          1.000          0.990
     11/08/1983        228.857          0.341       7647.437         67.076          5.948       6748.399       6323.118          1.000          0.983
     12/08/1983        226.138          0.321       7681.252          0.000          5.947       6774.957       6350.164          1.000          0.976
     13/08/1983        222.055          0.313       7714.645          0.000          5.952       6801.336       6377.303          1.000          0.970
     14/08/1983        219.258          0.309       7746.983          0.000          5.955       6825.812       6402.625          1.000          0.961
     15/08/1983        215.980          0.307       7778.454          0.000          5.957       6851.813       6429.585          1.000          0.954
     16/08/1983        212.311          0.310       7809.711          0.000          5.959       6874.609       6452.957          1.000          0.947
     17/08/1983        207.702          0.318       7840.737          0.000          5.961       6897.457       6476.256          1.000          0.939
     18/08/1983        204.438          0.328       7871.290          0.000          5.963       6925.223       6504.602          1.000          0.931
     19/08/1983        204.038          0.337       7901.641          0.000          5.964       6942.620       6522.212          1.000          0.924
     20/08/1983        199.596          0.349       7931.742          0.000          5.965       6965.669       6545.873          1.000          0.920
     21/08/1983        194.411          0.364       7961.424          0.000          5.966       6988.505       6569.008          1.000          0.913
     22/08/1983        189.530          0.379       7990.670          0.000          5.966       7012.443       6593.708          1.000          0.905
     23/08/1983        185.513          0.394       8019.691          0.000          5.967       7033.903       6616.018          1.000          0.898
     24/08/1983        180.707          0.409       8048.488          0.000          5.962       7056.422       6638.901          1.000          0.892
     25/08/1983        177.117          0.423       8077.149          0.000          5.958       7076.155       6659.078          1.000          0.887
     26/08/1983        176.832          0.430       8105.788          0.000          5.941       7082.709       6665.923          1.000          0.881
     27/08/1983        175.404          0.434       8134.797          0.000          5.925       7089.633       6673.107          1.000          0.884
     28/08/1983        169.532          0.436       8163.989          0.000          5.922       7114.420       6699.416          1.000          0.887
     29/08/1983        164.829          0.441       8193.163          0.000          5.919       7134.062       6720.665          1.000          0.883
     30/08/1983        160.214          0.447       8222.420          0.000          5.916       7155.746       6743.737          1.000          0.879
     31/08/1983        155.487          0.458       8251.751          0.000          5.912       7174.183       6763.179          1.000          0.875
     01/09/1983        215.152          0.344       8281.443         64.602          5.909       7192.740       6782.776          1.000          0.871
     02/09/1983        210.124          0.320       8314.124          0.000          5.904       7216.079       6806.688          1.000          0.867
     03/09/1983        204.091          0.314       8346.431          0.000          5.899       7240.876       6831.892          1.000          0.862
     04/09/1983        198.184          0.320       8377.116          0.000          5.894       7265.636       6856.952          1.000          0.857
     05/09/1983        192.872          0.332       8406.455          0.000          5.889       7288.321       6879.896          1.000          0.851
     06/09/1983        188.308          0.348       8435.086          0.000          5.881       7308.210       6899.557          1.000          0.846
     07/09/1983        183.931          0.364       8463.229          0.000          5.874       7329.082       6920.294          1.000          0.841
     08/09/1983        179.441          0.380       8491.036          0.000          5.867       7351.641       6942.502          1.000          0.836
     09/09/1983        175.234          0.395       8518.653          0.000          5.859       7374.509       6965.114          1.000          0.831
     10/09/1983        170.972          0.413       8546.179          0.000          5.850       7396.446       6986.119          1.000          0.826
     11/09/1983        167.110          0.434       8573.499          0.000          5.840       7418.359       7006.985          1.000          0.820
     12/09/1983        163.319          0.455       8600.575          0.000          5.830       7440.837       7028.521          1.000          0.814
     13/09/1983        157.979          0.476       8627.384          0.000          5.821       7463.914       7050.987          1.000          0.808
     14/09/1983        153.527          0.503       8653.912          0.000          5.810       7484.862       7071.069          1.000          0.803
     15/09/1983        149.553          0.528       8680.081          0.000          5.799       7505.242       7090.391          1.000          0.797
     16/09/1983        144.889          0.552       8706.068          0.000          5.805       7524.750       7110.670          1.000          0.792
     17/09/1983        141.799          0.576       8731.718          0.000          5.805       7543.716       7129.929          1.000          0.785
     18/09/1983        137.804          0.594       8757.187          0.000          5.805       7561.307       7148.115          1.000          0.779
     19/09/1983        138.828          0.606       8782.633          0.000          5.792       7569.963       7156.925          1.000          0.773
     20/09/1983        134.820          0.617       8808.313          0.000          5.792       7589.785       7176.912          1.000          0.775
     21/09/1983        129.658          0.626       8833.962          0.000          5.792       7609.478       7197.555          1.000          0.769
     22/09/1983        124.485          0.635       8859.627          0.000          5.791       7629.724       7218.623          1.000          0.763
     23/09/1983        119.839          0.646       8885.626          0.000          5.790       7648.861       7238.280          1.000          0.758
     24/09/1983        115.215          0.655       8912.123          0.000          5.788       7668.771       7258.836          1.000          0.752
     25/09/1983        110.695          0.659       8939.162          0.000          5.787       7688.157       7278.912          1.000          0.746
     26/09/1983        105.729          0.667       8966.924          0.000          5.779       7707.384       7297.913          1.000          0.740
     27/09/1983        108.797          0.679       8995.299          0.000          5.768       7714.808       7305.683          1.000          0.735
     28/09/1983        123.008          0.651       9022.727          0.000          5.753       7720.154       7311.400          1.000          0.737
     29/09/1983        119.517          0.631       9050.086          0.000          5.748       7738.816       7330.349          1.000          0.740
     30/09/1983        115.453          0.621       9077.465          0.000          5.743       7757.993       7349.459          1.000          0.735
     01/10/1983        110.794          0.617       9104.710          0.000          5.738       7777.037       7368.572          1.000          0.729
     02/10/1983        105.052          0.625       9131.867          0.000          5.732       7800.937       7392.622          1.000          0.724
     03/10/1983        100.424          0.641       9158.400          0.000          5.726       7823.199       7415.192          1.000          0.719
     04/10/1983         95.250          0.651       9184.396          0.000          5.721       7846.652       7438.979          1.000          0.715
     05/10/1983         90.275          0.657       9210.637          0.000          5.715       7869.520       7462.267          1.000          0.710
     06/10/1983        171.419          0.833          0.000         87.320          0.000          0.000          0.000          1.000          0.000
     07/10/1983        170.281        160.666          0.000          0.000          0.000          0.000          0.000          1.000          0.000
     08/10/1983        169.444        160.688          0.000          0.000          0.000          0.000          0.000          1.000          0.000
     09/10/1983        168.749        160.614          0.000          0.000          0.000          0.000          0.000          1.000          0.000
     10/10/1983        168.143        160.538          0.000          0.000          0.000          0.000          0.000          1.000          0.000
     11/10/1983        167.597        160.474          0.000          0.000          0.000          0.000          0.000          1.000          0.000
     12/10/1983        167.097        160.422          0.000          0.000          0.010          3.530          3.530          1.000          0.000
     13/10/1983        166.616        135.628          0.000          0.000          0.011          3.634          3.634          1.000          1.000
     14/10/1983        166.161        123.309          0.000          0.000          0.012          3.816          3.816          1.000          1.000
     15/10/1983        165.725        117.239          0.000          0.000          0.014          4.018          4.018          1.000          1.000
     16/10/1983        165.303        114.301          0.000          0.000          0.015          4.255          4.255          1.000          1.000
     17/10/1983        167.751        112.918          0.000          0.000          0.016          4.384          4.384          1.000          1.000
