Summary_file = referenc.sum
Title = sugar reference run
      year       day           date             no3(1)             no3(2)             no3(3)          sw_dep(1)          sw_dep(2)          sw_dep(3)       tt_tot()            lai        biomass avg@swdef_photo avg@nfact_photo     root_depth avg@oxdef_photo    crop_status      dm_dead() lodge_redn_photo lodge_redn_sucrose lodge_redn_green_leaf     residue_wt      residue_n        fom_c()        fom_n()
    (year)     (day)             ()            (kg/ha)            (kg/ha)            (kg/ha)               (mm)               (mm)               (mm)           (oC)      (m^2/m^2)        (g/m^2)              ()              ()           (mm)           (0-1)             ()        (g/m^2)               ()                 ()                    ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)
      1986       260     17/09/1986              3.762             78.570             77.793             30.300             79.724             71.057        223.728          0.013          3.951           1.000           0.429        630.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        311.183          6.794
      1986       267     24/09/1986              4.314             77.521             81.195             35.171             80.296             73.788        342.328          0.025          5.539           1.000           1.000        700.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        266.932          5.746
      1986       274     01/10/1986              5.490             78.433             82.182             30.457             79.649             74.022        453.328          0.045          8.324           1.000           1.000        770.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        232.080          4.930
      1986       281     08/10/1986              6.747             79.042             82.857             27.390             78.788             73.969        565.728          0.089         14.446           1.000           1.000        840.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        208.609          4.378
      1986       288     15/10/1986              7.718             78.358             84.550             30.837             79.065             74.998        684.711          0.177         26.549           1.000           1.000        910.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        184.986          3.835
      1986       295     22/10/1986              8.467             77.700             85.020             35.604             79.688             74.946        807.461          0.343         49.558           1.000           1.000        980.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        167.491          3.431
      1986       302     29/10/1986              8.958             76.032             84.526             40.877             79.982             74.241        935.411          0.634         89.648           1.000           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        152.174          3.080
      1986       309     05/11/1986             10.019             73.520             83.784             29.873             76.498             73.253       1055.361          0.949        133.272           1.000           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        140.339          2.807
      1986       316     12/11/1986              8.255             68.970             82.240             41.021             78.732             71.722       1172.161          1.532        219.027           1.000           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        131.600          2.601
      1986       323     19/11/1986              6.936             59.635             77.082             32.889             75.184             68.516       1304.240          2.353        365.800           0.956           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          0.155          0.001        123.499          2.408
      1986       330     26/11/1986              5.029             49.682             73.561             32.527             74.498             67.298       1419.468          2.986        512.086           0.866           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          1.358          0.005        118.713          2.277
      1986       337     03/12/1986              3.786             40.520             69.127             34.727             76.431             66.442       1544.173          3.597        660.299           0.679           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          5.792          0.021        114.938          2.167
      1986       344     10/12/1986              3.205             32.948             64.761             43.178             78.960             68.914       1664.373          4.233        795.653           0.941           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000         11.743          0.043        113.631          2.101
      1986       351     17/12/1986              2.857             24.105             54.639             33.074             74.730             66.891       1796.016          4.868        984.356           0.808           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000         17.949          0.066        112.395          2.039
      1986       358     24/12/1986              2.283             16.919             44.988             36.165             76.632             66.593       1932.079          5.477       1171.938           0.744           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000         26.774          0.098        111.742          1.988
      1986       365     31/12/1986              2.004             12.421             37.421             39.170             78.632             66.834       2063.605          5.853       1318.246           0.523           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000         41.389          0.152        111.650          1.947
      1987         7     07/01/1987              2.172              9.665             31.523             33.757             74.357             66.119       2194.923          6.080       1460.274           0.860           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000         58.995          0.216        112.656          1.925
      1987        14     14/01/1987              1.894              7.816             26.652             36.245             76.738             66.396       2328.105          6.178       1614.387           0.566           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000         79.755          0.292        113.162          1.900
      1987        21     21/01/1987              1.549              6.214             21.784             39.048             78.689             67.012       2462.130          6.171       1782.977           0.702           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000        111.884          0.410        114.022          1.882
      1987        28     28/01/1987              1.391              5.207             17.759             44.142             79.332             66.916       2599.620          5.814       1934.258           0.708           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000        166.274          0.609        114.221          1.856
      1987        35     04/02/1987              1.172              4.079             13.662             37.048             77.856             68.501       2734.340          5.482       2073.029           0.883           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000        254.326          0.932        115.551          1.848
      1987        42     11/02/1987              0.718              2.934              9.394             34.079             74.929             67.576       2865.190          5.212       2202.698           0.951           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000        363.245          1.331        118.118          1.859
      1987        49     18/02/1987              0.153              1.565              4.843             45.100             79.803             67.829       2990.840          5.018       2336.942           0.970           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000        483.041          1.769        122.985          1.902
      1987        56     25/02/1987              0.079              0.229              0.718             39.267             78.513             67.494       3117.970          4.849       2470.336           0.882           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000        658.852          2.413        128.604          1.957
      1987        63     04/03/1987              0.122              0.171              0.128             33.928             75.027             67.337       3250.336          4.633       2583.989           0.842           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000        874.828          3.205        137.953          2.063
      1987        70     11/03/1987              0.066              0.153              0.101             45.430             80.620             68.337       3379.274          4.380       2682.587           0.986           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       1119.761          4.102        148.538          2.186
      1987        77     18/03/1987              0.065              0.152              0.087             45.322             79.642             69.195       3502.324          4.162       2766.943           0.968           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       1393.233          5.104        159.809          2.319
      1987        84     25/03/1987              0.087              0.149              0.088             37.237             76.447             67.782       3626.874          4.187       2902.373           0.872           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       1680.941          6.158        170.002          2.438
      1987        91     01/04/1987              0.098              0.148              0.079             35.411             76.160             68.878       3747.524          4.151       2988.085           0.909           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       1972.383          7.225        180.849          2.566
      1987        98     08/04/1987              0.078              0.131              0.066             36.918             77.480             70.647       3867.074          4.144       3049.148           1.000           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       2260.075          8.279        192.168          2.701
      1987       105     15/04/1987              0.064              0.120              0.060             38.175             78.388             71.304       3979.074          4.174       3120.548           0.925           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       2540.883          9.308        203.648          2.839
      1987       112     22/04/1987              0.067              0.128              0.061             39.615             78.995             69.619       4091.674          4.162       3191.596           0.979           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       2815.255         10.313        215.148          2.977
      1987       119     29/04/1987              0.079              0.138              0.059             35.320             75.209             68.535       4205.073          4.097       3238.577           1.000           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       3081.996         11.290        226.827          3.118
      1987       126     06/05/1987              0.089              0.140              0.055             34.840             74.813             69.382       4320.523          4.143       3333.011           1.000           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       3342.487         12.244        237.483          3.246
      1987       133     13/05/1987              0.068              0.118              0.045             37.668             77.831             71.806       4431.373          4.100       3383.607           1.000           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       3598.649         13.182        249.422          3.391
      1987       140     20/05/1987              0.060              0.111              0.044             37.162             76.719             70.218       4533.523          4.201       3501.286           0.987           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       3846.308         14.090        260.632          3.526
      1987       147     27/05/1987              0.061              0.108              0.040             37.527             77.447             71.106       4638.724          4.216       3580.425           0.992           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       4089.386         14.980        272.983          3.676
      1987       154     03/06/1987              0.047              0.098              0.036             40.203             80.350             72.399       4733.974          4.215       3655.454           0.975           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       4325.987         15.847        285.843          3.833
      1987       161     10/06/1987              0.065              0.113              0.033             33.607             73.328             70.368       4830.273          4.295       3765.123           0.996           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       4558.183         16.697        299.353          3.999
      1987       168     17/06/1987              0.045              0.090              0.027             39.015             79.171             72.929       4928.124          4.238       3805.305           1.000           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       4786.438         17.533        313.105          4.167
      1987       175     24/06/1987              0.068              0.113              0.027             34.448             74.122             71.252       5030.374          4.213       3871.763           1.000           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       5007.125         18.342        325.756          4.322
      1987       182     01/07/1987              0.054              0.099              0.026             35.299             74.318             69.665       5119.874          4.362       4027.236           1.000           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       5224.470         19.138        338.796          4.482
      1987       189     08/07/1987              0.043              0.089              0.023             37.041             76.344             69.349       5202.324          4.409       4114.613           1.000           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       5437.257         19.918        353.483          4.662
      1987       196     15/07/1987              0.034              0.079              0.021             39.403             78.707             68.956       5282.224          4.468       4203.162           1.000           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       5644.391         20.676        368.936          4.853
      1987       203     22/07/1987              0.037              0.082              0.020             41.004             79.032             68.209       5363.024          4.553       4299.991           1.000           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       5844.420         21.409        384.290          5.042
      1987       211     30/07/1987              0.041              0.078              0.017             38.260             77.698             69.123       5457.124          4.624       4445.595           1.000           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       6065.595         22.219        401.145          5.250
      1987       218     06/08/1987              0.060              0.095              0.018             36.812             75.296             67.943       5557.974          4.725       4594.872           0.992           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       6252.750         22.905        413.636          5.403
      1987       225     13/08/1987              0.043              0.075              0.014             36.956             76.452             70.618       5644.274          4.751       4673.693           0.963           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       6440.657         23.593        429.602          5.600
      1987       232     20/08/1987              0.042              0.079              0.015             38.567             77.158             69.394       5739.224          4.830       4779.252           0.983           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       6621.933         24.257        444.381          5.783
      1987       239     27/08/1987              0.058              0.086              0.017             35.797             74.335             67.716       5830.475          5.000       4914.528           0.908           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000       6798.287         24.903        458.987          5.963
      1987       245     02/09/1987              0.045              0.086              0.018             45.477             78.826             67.546          0.000          0.000          0.000           0.887           1.000       1000.000           1.000          alive          0.000            0.000              0.000                 0.000      17535.178        100.101        977.249         13.670
      1987       246     03/09/1987              0.130              0.140              0.028             37.896             80.763             68.344         13.400          0.000          0.000           1.000           0.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        968.385         13.545
      1987       253     10/09/1987              0.841              0.226              0.050             30.977             79.902             69.104        107.113          0.008          2.824           1.000           0.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        937.255         13.058
      1987       260     17/09/1987              0.199              0.029              0.013             33.847             80.132             74.026        207.263          0.012          3.399           1.000           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        920.992         12.784
      1987       267     24/09/1987              0.328              0.029              0.013             29.651             79.793             74.152        308.313          0.019          4.352           1.000           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        905.109         12.520
      1987       274     01/10/1987              0.410              0.034              0.013             26.877             79.435             74.170        409.713          0.030          5.892           1.000           1.000       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        896.818         12.365
      1987       281     08/10/1987              0.290              0.043              0.013             31.697             79.810             75.912        518.613          0.050          8.576           1.000           0.941       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        882.745         12.135
      1987       288     15/10/1987              0.472              0.054              0.014             28.053             79.350             75.870        631.263          0.072         11.613           1.000           0.490       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        868.336         11.903
      1987       295     22/10/1987              0.395              0.077              0.015             36.485             80.476             76.348        749.298          0.089         14.028           1.000           0.291       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        856.302         11.707
      1987       302     29/10/1987              0.435              0.069              0.015             30.015             79.785             76.699        876.297          0.105         16.248           1.000           0.242       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        841.263         11.473
      1987       309     05/11/1987              0.521              0.069              0.013             26.864             79.396             76.677        994.698          0.120         18.298           1.000           0.267       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        832.227         11.322
      1987       316     12/11/1987              0.345              0.085              0.015             33.923             80.067             77.197       1118.224          0.140         21.015           1.000           0.270       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          0.000          0.000        823.917         11.183
      1987       323     19/11/1987              0.477              0.079              0.013             28.904             79.605             77.183       1243.474          0.160         24.942           1.000           0.317       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          0.134          0.000        810.880         10.984
      1987       330     26/11/1987              0.608              0.095              0.015             25.853             78.886             77.029       1375.306          0.201         30.939           1.000           0.354       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          0.191          0.001        803.751         10.865
      1987       337     03/12/1987              0.359              0.095              0.015             32.184             79.687             77.254       1508.978          0.234         36.364           1.000           0.392       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          0.247          0.001        793.370         10.704
      1987       344     10/12/1987              0.573              0.107              0.016             27.657             78.225             76.808       1636.454          0.305         47.472           1.000           0.488       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          1.199          0.004        782.729         10.541
      1987       351     17/12/1987              0.392              0.107              0.016             31.745             78.833             76.341       1764.448          0.400         62.974           1.000           0.479       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          3.803          0.014        771.680         10.375
      1987       358     24/12/1987              0.352              0.120              0.017             35.251             79.205             75.483       1891.621          0.554         87.071           1.000           0.510       1000.000           1.000          alive          0.000            1.000              1.000                 1.000          7.404          0.027        760.579         10.209
      1987       365     31/12/1987              0.474              0.111              0.015             29.200             77.276             74.878       2021.466          0.667        109.074           1.000           0.501       1000.000           1.000          alive          0.000            1.000              1.000                 1.000         12.254          0.045        751.904         10.076
      1988         1     01/01/1988              0.499              0.114              0.016             28.597             76.951             74.770       2040.166          0.638        106.795           1.000           0.591       1000.000           1.000          alive          0.000            1.000              1.000                 1.000         39.058          0.220        751.053         10.062
      1988         2     02/01/1988              0.310              0.127              0.016             40.742             79.972             74.916       2058.416          0.611        104.673           1.000           0.624       1000.000           1.000          alive          0.000            1.000              1.000                 1.000         62.942          0.382        749.930         10.045
      1988         3     03/01/1988              0.275              0.118              0.017             35.961             79.444             74.848       2076.216          0.593        106.543           1.000           0.691       1000.000           1.000          alive          0.000            1.000              1.000                 1.000         86.765          0.538        748.883         10.029
      1988         4     04/01/1988              0.275              0.114              0.017             34.397             79.140             74.755       2094.216          0.568        104.653           1.000           0.711       1000.000           1.000          alive          0.000            1.000              1.000                 1.000        109.640          0.689        747.910         10.013
      1988         5     05/01/1988              0.286              0.113              0.017             33.208             78.787             74.646       2112.416          0.545        102.883           1.000           0.747       1000.000           1.000          alive          0.000            1.000              1.000                 1.000        132.079          0.836        746.974          9.999
      1988         6     06/01/1988              0.304              0.113              0.017             32.255             78.521             74.566       2131.016          0.524        101.223           1.000           0.777       1000.000           1.000          alive          0.000            1.000              1.000                 1.000        154.509          0.983        746.062          9.984
      1988         7     07/01/1988              0.328              0.114              0.017             31.383             78.179             74.459       2149.166          0.503         99.646           1.000           0.807       1000.000           1.000          alive          0.000            1.000              1.000                 1.000        177.357          1.133        745.131          9.969
      1988         8     08/01/1988              0.357              0.115              0.016             30.612             77.872             74.364       2166.966          0.484         98.139           1.000           0.835       1000.000           1.000          alive          0.000            1.000              1.000                 1.000        201.028          1.288        744.233          9.955
      1988         9     09/01/1988              0.395              0.116              0.017             29.859             77.457             74.229       2185.380          0.465         96.742           1.000           0.862       1000.000           1.000          alive          0.000            1.000              1.000                 1.000        225.106          1.445        743.274          9.940
