Summary_file=referenc.sum
Title =sugar reference run
   year    day           date         no3(1)         no3(2)         no3(3)      sw_dep(1)      sw_dep(2)      sw_dep(3)       tt_tot()            lai        biomass    swdef_photo    nfact_photo     root_depth water_log    crop_status      dm_dead()     residue_wt      residue_n        fom_c()        fom_n()
   1987     56     25/02/1987          0.193          0.159          0.171         32.768         73.757         64.419       3112.087          4.686       2402.169          0.838          1.000       1000.000      ????          alive          0.000       1064.297          3.899        153.375          2.155
   1987     63      4/03/1987          0.133          0.151          0.152         39.461         78.552         63.955       3243.453          4.552       2535.385          0.828          1.000       1000.000      ????          alive          0.000       1347.680          4.937        163.210          2.257
   1987     70     11/03/1987          0.131          0.137          0.132         38.665         79.159         66.688       3375.241          4.254       2619.602          0.960          1.000       1000.000      ????          alive          0.000       1660.858          6.084        173.229          2.364
   1987     77     18/03/1987          0.118          0.130          0.112         38.183         78.391         67.095       3496.691          4.052       2712.268          0.977          1.000       1000.000      ????          alive          0.000       1998.835          7.322        184.496          2.489
   1987     84     25/03/1987          0.144          0.143          0.116         35.621         75.329         65.318       3621.041          4.051       2828.329          0.792          1.000       1000.000      ????          alive          0.000       2351.615          8.614        194.904          2.605
   1987     91      1/04/1987          0.145          0.135          0.109         34.701         74.977         65.300       3742.891          4.063       2916.970          0.837          1.000       1000.000      ????          alive          0.000       2705.598          9.911        205.953          2.730
   1987     98      8/04/1987          0.121          0.122          0.092         37.683         78.069         68.097       3862.190          4.060       2974.075          1.000          1.000       1000.000      ????          alive          0.000       3052.432         11.182        217.538          2.863
   1987    105     15/04/1987          0.103          0.116          0.089         39.606         79.605         68.049       3975.640          4.057       3043.360          0.921          1.000       1000.000      ????          alive          0.000       3390.737         12.421        229.350          3.001
   1987    112     22/04/1987          0.104          0.119          0.088         40.969         79.245         66.360       4087.791          4.065       3119.183          0.978          1.000       1000.000      ????          alive          0.000       3720.990         13.631        241.677          3.146
   1987    119     29/04/1987          0.124          0.121          0.086         36.247         75.740         65.388       4200.190          4.014       3168.539          1.000          1.000       1000.000      ????          alive          0.000       4044.344         14.815        254.104          3.294
   1987    126      6/05/1987          0.137          0.128          0.073         35.434         75.311         68.597       4316.791          4.049       3252.726          1.000          1.000       1000.000      ????          alive          0.000       4360.361         15.973        265.825          3.432
   1987    133     13/05/1987          0.099          0.105          0.062         38.351         78.334         70.177       4427.540          4.023       3314.944          1.000          1.000       1000.000      ????          alive          0.000       4669.376         17.105        278.506          3.584
   1987    140     20/05/1987          0.094          0.110          0.065         41.203         79.084         68.388       4533.340          4.087       3413.625          1.000          1.000       1000.000      ????          alive          0.000       4972.152         18.214        290.539          3.729
   1987    147     27/05/1987          0.087          0.104          0.064         42.260         80.663         68.664       4635.390          4.106       3496.368          0.998          1.000       1000.000      ????          alive          0.000       5267.025         19.294        303.968          3.891
   1987    154      3/06/1987          0.080          0.095          0.056         42.762         81.236         69.341       4732.240          4.150       3589.995          0.983          1.000       1000.000      ????          alive          0.000       5555.456         20.351        317.633          4.057
   1987    161     10/06/1987          0.096          0.094          0.046         35.816         75.582         70.039       4829.190          4.200       3681.813          1.000          1.000       1000.000      ????          alive          0.000       5837.362         21.383        332.489          4.238
   1987    168     17/06/1987          0.072          0.082          0.041         39.958         80.148         72.464       4925.341          4.175       3735.154          1.000          1.000       1000.000      ????          alive          0.000       6112.976         22.393        347.157          4.417
   1987    175     24/06/1987          0.098          0.095          0.039         35.906         75.465         71.082       5028.241          4.145       3795.798          1.000          1.000       1000.000      ????          alive          0.000       6383.609         23.384        361.355          4.591
   1987    182      1/07/1987          0.072          0.085          0.041         37.813         76.273         68.562       5118.940          4.279       3944.741          1.000          1.000       1000.000      ????          alive          0.000       6649.606         24.359        375.219          4.761
   1987    189      8/07/1987          0.062          0.074          0.039         39.215         79.096         69.049       5203.891          4.344       4044.054          0.984          1.000       1000.000      ????          alive          0.000       6908.928         25.308        390.873          4.953
   1987    196     15/07/1987          0.086          0.083          0.035         34.471         73.301         67.360       5285.191          4.387       4117.938          0.996          1.000       1000.000      ????          alive          0.000       7161.115         26.232        407.488          5.158
   1987    203     22/07/1987          0.073          0.076          0.034         35.679         74.622         66.665       5363.441          4.468       4206.635          0.967          1.000       1000.000      ????          alive          0.000       7405.003         27.126        424.326          5.366
   1987    211     30/07/1987          0.077          0.080          0.035         35.544         73.923         64.649       5457.041          4.553       4349.095          1.000          1.000       1000.000      ????          alive          0.000       7676.868         28.122        442.397          5.588
   1987    218      6/08/1987          0.079          0.090          0.039         46.629         79.816         64.554       5558.941          4.666       4494.555          0.973          1.000       1000.000      ????          alive          0.000       7912.463         28.985        456.097          5.757
   1987    225     13/08/1987          0.071          0.073          0.030         36.644         75.481         65.078       5643.441          4.695       4574.818          1.000          1.000       1000.000      ????          alive          0.000       8145.400         29.838        472.280          5.957
   1987    232     20/08/1987          0.068          0.070          0.027         37.079         76.509         66.373       5739.291          4.780       4673.496          0.978          1.000       1000.000      ????          alive          0.000       8374.106         30.676        487.690          6.147
   1987    239     27/08/1987          0.076          0.078          0.027         36.161         74.589         64.394       5829.991          4.946       4807.177          0.863          1.000       1000.000      ????          alive          0.000       8597.228         31.493        502.456          6.329
   1987    245      2/09/1987          0.081          0.081          0.028         35.845         73.954         63.185          0.000          0.000          0.000          0.842          1.000       1000.000      ????          alive          0.000      19145.508        105.732       1009.640         13.994
   1987    246      3/09/1987          0.135          0.141          0.034         42.730         80.756         63.964         12.500          0.000          0.000          1.000          0.000       1000.000      ????          alive          0.000          0.000          0.000       1000.862         13.872
   1987    253     10/09/1987          0.375          0.274          0.053         34.261         79.955         66.081        112.050          0.008          2.824          1.000          0.286       1000.000      ????          alive          0.000          0.000          0.000        976.123         13.484
   1987    260     17/09/1987          0.057          0.024          0.014         36.168         80.922         71.628        211.800          0.012          3.326          1.000          1.000       1000.000      ????          alive          0.000          0.000          0.000        964.051         13.275
   1987    267     24/09/1987          0.101          0.027          0.013         31.210         79.880         72.468        314.050          0.019          4.295          1.000          1.000       1000.000      ????          alive          0.000          0.000          0.000        951.145         13.057
   1987    274      1/10/1987          0.137          0.030          0.012         28.253         79.549         72.508        412.950          0.029          5.705          1.000          1.000       1000.000      ????          alive          0.000          0.000          0.000        944.200         12.923
   1987    281      8/10/1987          0.101          0.038          0.012         32.813         79.914         75.010        522.400          0.047          8.250          1.000          0.874       1000.000      ????          alive          0.000          0.000          0.000        932.908         12.732
   1987    288     15/10/1987          0.182          0.048          0.014         28.887         79.455         74.977        633.400          0.069         11.303          1.000          0.412       1000.000      ????          alive          0.000          0.000          0.000        920.225         12.524
   1987    295     22/10/1987          0.167          0.060          0.015         36.775         80.660         75.665        751.135          0.085         13.411          1.000          0.239       1000.000      ????          alive          0.000          0.000          0.000        908.672         12.333
   1987    302     29/10/1987          0.189          0.062          0.014         30.269         79.832         76.203        876.685          0.097         15.155          1.000          0.177       1000.000      ????          alive          0.000          0.000          0.000        894.636         12.111
   1987    309      5/11/1987          0.235          0.059          0.012         27.141         79.537         76.222        995.635          0.105         16.268          1.000          0.180       1000.000      ????          alive          0.000          0.000          0.000        885.458         11.957
   1987    316     12/11/1987          0.168          0.069          0.013         34.231         80.207         76.984       1119.535          0.116         17.784          1.000          0.177       1000.000      ????          alive          0.000          0.000          0.000        877.577         11.822
   1987    323     19/11/1987          0.234          0.073          0.013         29.119         79.742         77.087       1245.311          0.124         19.892          1.000          0.206       1000.000      ????          alive          0.000          0.279          0.001        864.047         11.613
   1987    330     26/11/1987          0.290          0.082          0.014         26.127         79.305         77.045       1375.111          0.141         22.655          1.000          0.216       1000.000      ????          alive          0.000          1.628          0.006        857.164         11.494
   1987    337      3/12/1987          0.183          0.084          0.014         32.548         79.994         77.532       1508.947          0.149         24.598          1.000          0.232       1000.000      ????          alive          0.000          3.133          0.011        847.817         11.344
   1987    344     10/12/1987          0.275          0.089          0.015         28.147         79.413         77.426       1636.161          0.164         27.849          1.000          0.275       1000.000      ????          alive          0.000          5.090          0.019        836.782         11.173
   1987    351     17/12/1987          0.339          0.096          0.015         25.264         78.721         77.276       1764.936          0.180         32.113          1.000          0.265       1000.000      ????          alive          0.000          7.793          0.029        827.756         11.030
   1987    358     24/12/1987          0.236          0.099          0.016         30.625         79.430         77.231       1892.908          0.203         37.851          1.000          0.310       1000.000      ????          alive          0.000         11.595          0.042        815.822         10.850
   1987    365     31/12/1987          0.313          0.096          0.014         26.943         78.731         77.076       2021.703          0.225         43.388          1.000          0.345       1000.000      ????          alive          0.000         16.356          0.060        806.163         10.702
   1988      1      1/01/1988          0.315          0.095          0.013         26.521         78.621         77.050       2040.403          0.214         42.225          1.000          0.425       1000.000      ????          alive          0.000         26.245          0.114        805.490         10.690
   1988      2      2/01/1988          0.321          0.096          0.014         26.117         78.513         77.024       2059.103          0.203         41.134          1.000          0.453       1000.000      ????          alive          0.000         35.833          0.167        804.809         10.678
   1988      3      3/01/1988          0.327          0.098          0.014         25.729         78.405         76.999       2077.353          0.193         40.110          1.000          0.481       1000.000      ????          alive          0.000         45.137          0.219        804.113         10.666
   1988      4      4/01/1988          0.335          0.101          0.014         25.326         78.167         76.923       2095.153          0.185         40.027          1.000          0.496       1000.000      ????          alive          0.000         54.405          0.269        803.379         10.653
   1988      5      5/01/1988          0.215          0.103          0.015         38.545         79.970         76.947       2113.153          0.176         39.065          1.000          0.551       1000.000      ????          alive          0.000         63.427          0.319        801.813         10.630
   1988      6      6/01/1988          0.177          0.100          0.015         36.226         79.878         76.926       2131.353          0.168         38.197          1.000          0.593       1000.000      ????          alive          0.000         72.213          0.369        800.367         10.608
   1988      7      7/01/1988          0.170          0.099          0.015         34.401         79.800         76.911       2149.953          0.161         37.397          1.000          0.630       1000.000      ????          alive          0.000         80.784          0.418        799.003         10.587
   1988      8      8/01/1988          0.177          0.098          0.015         33.238         79.701         76.889       2168.103          0.153         36.649          1.000          0.664       1000.000      ????          alive          0.000         89.156          0.466        797.659         10.567
   1988      9      9/01/1988          0.187          0.097          0.015         32.315         79.607         76.869       2185.903          0.146         35.944          1.000          0.698       1000.000      ????          alive          0.000         97.340          0.513        796.390         10.547
