ApsimVersion = 6.1
vvariable = barley.grain_n_demand
           Date           rain DaysAftersowing          Stage            lai        biomass          yield     root_depth             ep    rootGreenWt    LeafGreenWt    LeafGreenWt    StemGreenWt    StemGreenWt     podGreenWt     podGreenWt    mealGreenWt    mealGreenWt     oilGreenWt     oilGreenWt dlt_dm_green_retrans(1) dlt_dm_green_retrans(2) dlt_dm_green_retrans(3) dlt_dm_green_retrans(4) dlt_dm_green_retrans(5) dlt_dm_green_retrans(6)     SenescedWt dm_plant_min(1) dm_plant_min(2) dm_plant_min(3) dm_plant_min(4) dm_plant_min(5) dm_plant_min(6)   dlt_dm_green   dlt_dm_green dlt_dm_green_leaf   dlt_dm_green dlt_dm_green_stem   dlt_dm_green dlt_dm_green_pod   dlt_dm_green dlt_dm_green_meal   dlt_dm_green dlt_dm_green_oil dlt_dm_green_retrans(1) dlt_dm_green_retrans(2) dlt_dm_green_retrans(3) dlt_dm_green_retrans(4) dlt_dm_green_retrans(5) dlt_dm_green_retrans(6) dlt_dm_detached dlt_dm_senesced       grain_no     grain_size     podGreenWt       grain_wt    mealGreenWt     oilGreenWt        head_wt          yield     rootGreenN     LeafGreenN     StemGreenN      podGreenN     mealGreenN      oilGreenN    FruitGreenN  rootSenescedN  LeafSenescedN  StemSenescedN   podSenescedN  mealSenescedN  oilSenescedWt FruitSenescedN    dlt_n_green    dlt_n_green    dlt_n_green    dlt_n_green    dlt_n_green    dlt_n_green dlt_n_green_fruit  dlt_n_retrans  dlt_n_retrans dlt_n_retrans_leaf  dlt_n_retrans dlt_n_retrans_stem  dlt_n_retrans dlt_n_retrans_pod  dlt_n_retrans dlt_n_retrans_meal  dlt_n_retrans dlt_n_retrans_oil dlt_n_retrans_fruit dlt_n_senesced_trans dlt_n_senesced_trans dlt_n_senesced_trans_leaf dlt_n_senesced_trans dlt_n_senesced_trans_stem dlt_n_senesced_trans dlt_n_senesced_trans_pod dlt_n_senesced_trans dlt_n_senesced_trans_meal dlt_n_senesced_trans dlt_n_senesced_trans_oil dlt_n_senesced_trans_fruit dlt_n_senesced_retrans dlt_n_senesced_retrans dlt_n_senesced_retrans_leaf dlt_n_senesced_retrans dlt_n_senesced_retrans_stem dlt_n_senesced_retrans dlt_n_senesced_retrans_pod dlt_n_senesced_retrans dlt_n_senesced_retrans_meal dlt_n_senesced_retrans dlt_n_senesced_retrans_oil dlt_n_senesced_retrans_fruit dlt_n_senesced dlt_n_senesced dlt_n_senesced dlt_n_senesced dlt_n_senesced dlt_n_senesced dlt_n_senesced_fruit       n_demand  n_demanded(1)  n_demanded(2)  n_demand_leaf  n_demanded(3)  n_demand_stem  n_demanded(4)   n_demand_pod  n_demanded(5)  n_demand_meal  n_demanded(6)   n_demand_oil n_demand_fruit    nfact_grain
             ()           (mm)           (day)             ()      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm)           (mm)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)                 (g/m^2)                 (g/m^2)                 (g/m^2)                 (g/m^2)                 (g/m^2)                 (g/m^2)        (g/m^2)         (g/m^2)         (g/m^2)         (g/m^2)         (g/m^2)         (g/m^2)         (g/m^2)        (g/m^2)        (g/m^2)           (g/m^2)        (g/m^2)           (g/m^2)        (g/m^2)          (g/m^2)        (g/m^2)           (g/m^2)        (g/m^2)          (g/m^2)                 (g/m^2)                 (g/m^2)                 (g/m^2)                 (g/m^2)                 (g/m^2)                 (g/m^2)         (g/m^2)         (g/m^2)         (/m^2)            (g)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (kg/ha)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)           (g/m^2)        (g/m^2)        (g/m^2)            (g/m^2)        (g/m^2)            (g/m^2)        (g/m^2)           (g/m^2)        (g/m^2)            (g/m^2)        (g/m^2)           (g/m^2)             (g/m^2)              (g/m^2)              (g/m^2)                   (g/m^2)              (g/m^2)                   (g/m^2)              (g/m^2)                  (g/m^2)              (g/m^2)                   (g/m^2)              (g/m^2)                  (g/m^2)                    (g/m^2)                (g/m^2)                (g/m^2)                     (g/m^2)                (g/m^2)                     (g/m^2)                (g/m^2)                    (g/m^2)                (g/m^2)                     (g/m^2)                (g/m^2)                    (g/m^2)                      (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)              (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             ()
     23/08/1988         34.800              68          5.155          3.272         2227.3            0.0       1108.410          0.550          97.65         115.55         115.55          93.49          93.49           0.90           0.90           0.00           0.00           0.00           0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00          13.29            0.00            0.00            0.00            0.00            0.00            0.00           6.77           6.77              1.17           6.77              3.37           6.77             0.66           6.77              0.00           6.77             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.49            1.52          0.000          0.000           0.90           0.00           0.00           0.00           0.90            0.0           1.19           2.98           1.50           0.01           0.00           0.00           0.01           0.00           0.06           0.00           0.00           0.00           0.00           0.00           0.06           0.06           0.06           0.06           0.06           0.06              0.01           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.02                   0.02                        0.01                   0.02                        0.01                   0.02                       0.00                   0.02                        0.00                   0.02                       0.00                         0.00           0.01           0.01           0.01           0.01           0.01           0.01                 0.00           0.16           0.03           0.05           0.05           0.06           0.06           0.01           0.01           0.00           0.00           0.00           0.00           0.01          0.538
     24/08/1988          1.200              69          5.201          3.284         2294.9            0.0       1122.510          0.851          99.18         116.03         116.03          97.95          97.95           2.02           2.02           0.00           0.00           0.00           0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00          14.00            0.00            0.00            0.00            0.01            0.00            0.00           8.78           8.78              1.18           8.78              4.46           8.78             1.12           8.78              0.00           8.78             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.49            1.20          0.000          0.000           2.02           0.00           0.00           0.00           2.02            0.0           1.21           2.98           1.54           0.02           0.00           0.00           0.02           0.00           0.07           0.00           0.00           0.00           0.00           0.00           0.06           0.06           0.06           0.06           0.06           0.06              0.01           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.01                   0.01                        0.00                   0.01                        0.01                   0.01                       0.00                   0.01                        0.00                   0.01                       0.00                         0.00           0.01           0.01           0.01           0.01           0.01           0.01                 0.00           0.19           0.04           0.04           0.04           0.08           0.08           0.02           0.02           0.00           0.00           0.00           0.00           0.02          0.568
     25/08/1988          0.000              70          5.247          3.296         2390.0            0.0       1136.730          1.644         101.52         116.52         116.52         104.30         104.30           3.96           3.96           0.00           0.00           0.00           0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00          14.73            0.00            0.00            0.00            0.02            0.00            0.00          12.37          12.37              1.22          12.37              6.36          12.37             1.94          12.37              0.00          12.37             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.50            1.23          0.000          0.000           3.96           0.00           0.00           0.00           3.96            0.0           1.22           2.98           1.58           0.03           0.00           0.00           0.03           0.00           0.07           0.00           0.00           0.00           0.00           0.00           0.06           0.06           0.06           0.06           0.06           0.06              0.01           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.01                   0.01                        0.00                   0.01                        0.01                   0.01                       0.00                   0.01                        0.00                   0.01                       0.00                         0.00           0.01           0.01           0.01           0.01           0.01           0.01                 0.00           0.25           0.06           0.04           0.04           0.11           0.11           0.03           0.03           0.00           0.00           0.00           0.00           0.03          0.593
     26/08/1988          0.000              71          5.304          3.282         2489.7            0.0       1154.190          1.866         103.99         116.06         116.06         111.02         111.02           6.46           6.46           0.00           0.00           0.00           0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00          15.95            0.00            0.00            0.00            0.03            0.00            0.00          12.96          12.96              0.75          12.96              6.72          12.96             2.50          12.96              0.00          12.96             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.51            1.74          0.000          0.000           6.46           0.00           0.00           0.00           6.46            0.0           1.24           2.95           1.62           0.05           0.00           0.00           0.05           0.00           0.08           0.00           0.00           0.00           0.00           0.00           0.04           0.04           0.04           0.04           0.04           0.04              0.01           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.02                   0.02                        0.00                   0.02                        0.01                   0.02                       0.00                   0.02                        0.00                   0.02                       0.00                         0.00           0.01           0.01           0.01           0.01           0.01           0.01                 0.00           0.25           0.06           0.03           0.03           0.12           0.12           0.04           0.04           0.00           0.00           0.00           0.00           0.04          0.632
     27/08/1988          0.000              72          5.368          3.248         2568.3            0.0       1173.570          1.056         105.81         114.88         114.88         116.31         116.31           8.84           8.84           0.00           0.00           0.00           0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00          17.33            0.00            0.00            0.00            0.05            0.00            0.00          10.21          10.21              0.19          10.21              5.29          10.21             2.38          10.21              0.00          10.21             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.52            1.90          0.000          0.000           8.84           0.00           0.00           0.00           8.84            0.0           1.26           2.92           1.66           0.07           0.00           0.00           0.07           0.00           0.08           0.00           0.00           0.00           0.00           0.00           0.04           0.04           0.04           0.04           0.04           0.04              0.01           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.03                   0.03                        0.00                   0.03                        0.01                   0.03                       0.01                   0.03                        0.00                   0.03                       0.00                         0.01           0.01           0.01           0.01           0.01           0.01           0.01                 0.00           0.18           0.05           0.01           0.01           0.09           0.09           0.04           0.04           0.00           0.00           0.00           0.00           0.04          0.690
     28/08/1988          6.400              73          5.428          3.211         2673.2            0.0       1191.990          1.019         108.31         113.57         113.57         123.33         123.33          12.30          12.30           0.00           0.00           0.00           0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00          18.65            0.00            0.00            0.00            0.07            0.00            0.00          13.53          13.53              0.00          13.53              7.03          13.53             3.46          13.53              0.00          13.53             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.53            1.85          0.000          0.000          12.30           0.00           0.00           0.00          12.30            0.0           1.28           2.89           1.71           0.09           0.00           0.00           0.09           0.00           0.09           0.00           0.00           0.00           0.00           0.00           0.04           0.04           0.04           0.04           0.04           0.04              0.02           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.03                   0.03                        0.00                   0.03                        0.01                   0.03                       0.01                   0.03                        0.00                   0.03                       0.00                         0.01           0.01           0.01           0.01           0.01           0.01           0.01                 0.00           0.23           0.06           0.00           0.00           0.11           0.11           0.06           0.06           0.00           0.00           0.00           0.00           0.06          0.743
     29/08/1988          0.000              74          5.473          3.184         2845.2            0.0       1205.850          2.963         112.44         112.59         112.59         134.86         134.86          17.98          17.98           0.00           0.00           0.00           0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00          19.66            0.00            0.00            0.00            0.10            0.00            0.00          21.90          21.90              0.00          21.90             11.53          21.90             5.68          21.90              0.00          21.90             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.54            1.55          0.000          0.000          17.98           0.00           0.00           0.00          17.98            0.0           1.30           2.86           1.75           0.11           0.00           0.00           0.11           0.00           0.10           0.00           0.00           0.00           0.00           0.00           0.04           0.04           0.04           0.04           0.04           0.04              0.01           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.02                   0.02                        0.00                   0.02                        0.01                   0.02                       0.00                   0.02                        0.00                   0.02                       0.00                         0.00           0.01           0.01           0.01           0.01           0.01           0.01                 0.00           0.36           0.09           0.00           0.00           0.18           0.18           0.09           0.09           0.00           0.00           0.00           0.00           0.09          0.762
     30/08/1988          0.000              75          5.523          3.153         3021.7            0.0       1221.270          3.932         116.36         111.49         111.49         146.68         146.68          23.80          23.80           0.00           0.00           0.00           0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00          20.77            0.00            0.00            0.00            0.15            0.00            0.00          22.14          22.14              0.00          22.14             11.82          22.14             5.82          22.14              0.00          22.14             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.57            1.68          0.000          0.000          23.80           0.00           0.00           0.00          23.80            0.0           1.33           2.84           1.81           0.14           0.00           0.00           0.14           0.00           0.10           0.00           0.00           0.00           0.00           0.00           0.08           0.08           0.08           0.08           0.08           0.08              0.02           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.02                   0.02                        0.00                   0.02                        0.01                   0.02                       0.01                   0.02                        0.00                   0.02                       0.00                         0.01           0.01           0.01           0.01           0.01           0.01           0.01                 0.00           0.36           0.09           0.00           0.00           0.18           0.18           0.09           0.09           0.00           0.00           0.00           0.00           0.09          0.795
     31/08/1988          0.000              76          5.580          3.118         3118.4            0.0       1238.610          1.129         118.02         110.26         110.26         153.16         153.16          26.99          26.99           0.00           0.00           0.00           0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00          22.01            0.00            0.00            0.00            0.20            0.00            0.00          11.93          11.93              0.00          11.93              6.48          11.93             3.19          11.93              0.00          11.93             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.58            1.82          0.000          0.000          26.99           0.00           0.00           0.00          26.99            0.0           1.35           2.81           1.87           0.17           0.00           0.00           0.17           0.00           0.11           0.00           0.00           0.00           0.00           0.00           0.07           0.07           0.07           0.07           0.07           0.07              0.02           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.03                   0.03                        0.00                   0.03                        0.01                   0.03                       0.01                   0.03                        0.00                   0.03                       0.00                         0.01           0.01           0.01           0.01           0.01           0.01           0.01                 0.00           0.19           0.05           0.00           0.00           0.10           0.10           0.05           0.05           0.00           0.00           0.00           0.00           0.05          0.862
     01/09/1988          1.000              77          5.642          3.080         3207.9            0.0       1257.570          0.930         119.32         108.91         108.91         159.16         159.16          29.95          29.95           0.00           0.00           0.00           0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00          23.36            0.00            0.00            0.00            0.22            0.00            0.00          10.84          10.84              0.00          10.84              6.00          10.84             2.95          10.84              0.00          10.84             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.59            1.95          0.000          0.000          29.95           0.00           0.00           0.00          29.95            0.0           1.38           2.77           1.93           0.20           0.00           0.00           0.20           0.00           0.11           0.00           0.00           0.00           0.00           0.00           0.06           0.06           0.06           0.06           0.06           0.06              0.02           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.03                   0.03                        0.00                   0.03                        0.01                   0.03                       0.01                   0.03                        0.00                   0.03                       0.00                         0.01           0.01           0.01           0.01           0.01           0.01           0.01                 0.00           0.17           0.04           0.00           0.00           0.09           0.09           0.04           0.04           0.00           0.00           0.00           0.00           0.04          0.947
     02/09/1988          0.000              78          5.710          3.038         3348.7            0.0       1278.450          2.098         121.33         107.43         107.43         168.60         168.60          34.60          34.60           0.00           0.00           0.00           0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00          24.86            0.00            0.00            0.00            0.25            0.00            0.00          16.71          16.71              0.00          16.71              9.44          16.71             4.65          16.71              0.00          16.71             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.60            2.09          0.000          0.000          34.60           0.00           0.00           0.00          34.60            0.0           1.40           2.73           1.99           0.22           0.00           0.00           0.22           0.00           0.12           0.00           0.00           0.00           0.00           0.00           0.05           0.05           0.05           0.05           0.05           0.05              0.02           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.03                   0.03                        0.00                   0.03                        0.02                   0.03                       0.01                   0.03                        0.00                   0.03                       0.00                         0.01           0.01           0.01           0.01           0.01           0.01           0.01                 0.00           0.24           0.05           0.00           0.00           0.13           0.13           0.06           0.06           0.00           0.00           0.00           0.00           0.06          1.000
     03/09/1988          0.000              79          5.786          2.991         3519.0            0.0       1301.550          4.131         123.41         105.79         105.79         180.00         180.00          40.21          40.21           0.00           0.00           0.00           0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00          26.51            0.00            0.00            0.00            0.29            0.00            0.00          19.73          19.73              0.00          19.73             11.41          19.73             5.62          19.73              0.00          19.73             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.61            2.26          0.000          0.000          40.21           0.00           0.00           0.00          40.21            0.0           1.42           2.69           2.04           0.25           0.00           0.00           0.25           0.00           0.13           0.00           0.00           0.00           0.00           0.00           0.04           0.04           0.04           0.04           0.04           0.04              0.02           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.03                   0.03                        0.00                   0.03                        0.02                   0.03                       0.01                   0.03                        0.00                   0.03                       0.00                         0.01           0.01           0.01           0.01           0.01           0.01           0.01                 0.00           0.27           0.05           0.00           0.00           0.15           0.15           0.07           0.07           0.00           0.00           0.00           0.00           0.07          1.000
     04/09/1988          1.200              80          5.863          2.928         3661.5            0.0       1325.250          3.444         124.64         103.56         103.56         189.55         189.55          44.92          44.92           0.00           0.00           0.00           0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00          28.75            0.00            0.00            0.00            0.34            0.00            0.00          16.10          16.10              0.00          16.10              9.55          16.10             4.70          16.10              0.00          16.10             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.62            2.86          0.000          0.000          44.92           0.00           0.00           0.00          44.92            0.0           1.44           2.63           2.11           0.29           0.00           0.00           0.29           0.00           0.14           0.00           0.00           0.00           0.00           0.00           0.03           0.03           0.03           0.03           0.03           0.03              0.02           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.05                   0.05                        0.00                   0.05                        0.03                   0.05                       0.01                   0.05                        0.00                   0.05                       0.00                         0.01           0.01           0.01           0.01           0.01           0.01           0.01                 0.00           0.21           0.04           0.00           0.00           0.12           0.12           0.06           0.06           0.00           0.00           0.00           0.00           0.06          1.000
     05/09/1988          0.600              81          5.932          2.861         3755.2            0.0       1346.250          1.101         124.99         101.19         101.19         195.83         195.83          48.01          48.01           0.00           0.00           0.00           0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00          31.11            0.00            0.00            0.00            0.37            0.00            0.00          10.35          10.35              0.00          10.35              6.28          10.35             3.09          10.35              0.00          10.35             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.63            2.99          0.000          0.000          48.01           0.00           0.00           0.00          48.01            0.0           1.45           2.57           2.17           0.32           0.00           0.00           0.32           0.00           0.15           0.00           0.00           0.00           0.00           0.00           0.02           0.02           0.02           0.02           0.02           0.02              0.02           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.05                   0.05                        0.00                   0.05                        0.03                   0.05                       0.01                   0.05                        0.00                   0.05                       0.00                         0.01           0.01           0.01           0.01           0.01           0.01           0.01                 0.00           0.13           0.02           0.00           0.00           0.07           0.07           0.04           0.04           0.00           0.00           0.00           0.00           0.04          1.000
     06/09/1988          0.000              82          6.000          2.794         3875.6           33.4       1367.550          1.492         125.32          98.80          98.80         203.42         203.42          49.11          49.11           3.34           3.34           0.00           0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00          33.51            0.00            0.84            1.63            0.40            0.00            0.00          13.00          13.00              0.00          13.00              7.59          13.00             1.10          13.00              3.34          13.00             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.63            3.03       4895.718          0.001          49.11           3.34           3.34           0.00          52.45           33.4           1.46           2.51           2.17           0.33           0.10           0.00           0.43           0.00           0.16           0.00           0.00           0.00           0.00           0.00           0.02           0.02           0.02           0.02           0.02           0.02              0.05           0.00           0.00              -0.01           0.00              -0.01           0.00             -0.00           0.00               0.01           0.00              0.00                0.01                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.05                   0.05                        0.00                   0.05                        0.00                   0.05                       0.00                   0.05                        0.04                   0.05                       0.00                         0.04           0.02           0.02           0.02           0.02           0.02           0.02                 0.00           0.13           0.02           0.00           0.00           0.00           0.00           0.01           0.01           0.10           0.10           0.00           0.00           0.11          1.000
     07/09/1988          8.000              83          6.147          2.728         3980.5           65.8       1388.190          1.046         125.41          96.48          96.48         209.60         209.60          50.18          50.18           6.58           6.58           0.00           0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00          35.83            0.00            0.84            1.63            0.41            0.00            0.00          11.21          11.21              0.00          11.21              6.18          11.21             1.07          11.21              3.24          11.21             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.63            2.95       4895.718          0.001          50.18           6.58           6.58           0.00          56.76           65.8           1.47           2.44           2.16           0.34           0.20           0.00           0.53           0.00           0.18           0.00           0.00           0.00           0.00           0.00           0.02           0.02           0.02           0.02           0.02           0.02              0.06           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.01           0.00              0.00                0.01                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.05                   0.05                        0.00                   0.05                        0.00                   0.05                       0.00                   0.05                        0.04                   0.05                       0.00                         0.04           0.01           0.01           0.01           0.01           0.01           0.01                 0.00           0.12           0.01           0.00           0.00           0.00           0.00           0.01           0.01           0.10           0.10           0.00           0.00           0.11          1.000
     08/09/1988          0.000              84          6.286          2.664         4152.4           97.3       1408.290          3.750         125.78          94.22          94.22         222.61         222.61          51.22          51.22           9.73           9.73           0.00           0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00          38.10            0.00            0.84            1.63            0.42            0.00            0.00          18.19          18.19              0.00          18.19             13.00          18.19             1.04          18.19              3.15          18.19             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.63            2.89       4895.718          0.002          51.22           9.73           9.73           0.00          60.96           97.3           1.49           2.38           2.16           0.34           0.29           0.00           0.64           0.00           0.19           0.00           0.00           0.00           0.00           0.00           0.01           0.01           0.01           0.01           0.01           0.01              0.05           0.00           0.00              -0.01           0.00              -0.01           0.00             -0.00           0.00               0.01           0.00              0.00                0.01                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.05                   0.05                        0.00                   0.05                        0.00                   0.05                       0.00                   0.05                        0.03                   0.05                       0.00                         0.04           0.01           0.01           0.01           0.01           0.01           0.01                 0.00           0.12           0.02           0.00           0.00           0.00           0.00           0.01           0.01           0.09           0.09           0.00           0.00           0.10          1.000
     09/09/1988          0.000              85          6.419          2.603         4307.0          127.4       1427.430          2.846         125.88          92.06          92.06         234.07         234.07          52.21          52.21          12.74          12.74           0.00           0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00          40.25            0.00            0.84            1.63            0.43            0.00            0.00          16.19          16.19              0.00          16.19             11.47          16.19             0.99          16.19              3.00          16.19             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.63            2.79       4895.718          0.003          52.21          12.74          12.74           0.00          64.95          127.4           1.50           2.32           2.16           0.35           0.38           0.00           0.73           0.00           0.20           0.00           0.00           0.00           0.00           0.00           0.01           0.01           0.01           0.01           0.01           0.01              0.04           0.00           0.00              -0.01           0.00              -0.01           0.00             -0.00           0.00               0.02           0.00              0.00                0.02                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.04                   0.04                        0.00                   0.04                        0.01                   0.04                       0.00                   0.04                        0.03                   0.04                       0.00                         0.03           0.01           0.01           0.01           0.01           0.01           0.01                 0.00           0.13           0.01           0.00           0.00           0.02           0.02           0.01           0.01           0.09           0.09           0.00           0.00           0.10          1.000
     10/09/1988          0.000              86          6.568          2.535         4456.0          161.0       1448.850          3.045         125.78          89.65          89.65         244.49         244.49          53.32          53.32          16.10          16.10           0.00           0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00          42.66            0.00            0.84            1.63            0.44            0.00            0.00          15.43          15.43              0.00          15.43             10.42          15.43             1.11          15.43              3.36          15.43             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.63            3.04       4895.718          0.003          53.32          16.10          16.10           0.00          69.42          161.0           1.50           2.24           2.17           0.35           0.48           0.00           0.84           0.00           0.21           0.00           0.00           0.00           0.00           0.00           0.01           0.01           0.01           0.01           0.01           0.01              0.04          -0.00          -0.00              -0.01          -0.00              -0.01          -0.00             -0.00          -0.00               0.03          -0.00              0.00                0.03                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.05                   0.05                        0.00                   0.05                        0.01                   0.05                       0.00                   0.05                        0.03                   0.05                       0.00                         0.04           0.02           0.02           0.02           0.02           0.02           0.02                 0.00           0.15           0.01           0.00           0.00           0.03           0.03           0.01           0.01           0.10           0.10           0.00           0.00           0.11          1.000
