ApsimVersion = 6.0
Title = Rice Simulation
           Date           ancr           anlv           anso    cover_green      cover_tot      crop_type        cropsta            dae           dtga            dvr            dvs            eff           etae            etd           etrd           fnlv            gcr         height             hu         ldstrs         lestrs         lrstrs           nacr           nflv           pcew   plant_status           rlai         rnstrs           ssga         tnsoil            trc           wagt           wlvd           wlvg            wso            wst            zrt
     17/12/1990         11.574          7.037          0.017          0.161          0.161           rice              4             64         55.579          0.013          0.781          0.395          1.781          7.122          5.342          0.040         20.586        500.000         12.734          1.000          0.354          0.683          0.073          1.589          1.000          alive          0.351          1.000          0.000         21.757          1.434        409.852          7.297        176.831          0.973        224.750          0.400
     18/12/1990         11.797          7.032          0.042          0.167          0.167           rice              4             65         68.290          0.014          0.795          0.389          2.402          9.606          7.205          0.039         25.299        500.000         14.382          1.000          0.347          0.665          0.222          1.598          1.000          alive          0.366          1.000          0.000         21.872          2.005        429.214          8.497        180.720          2.413        237.584          0.400
     19/12/1990         11.823          7.027          0.068          0.175          0.175           rice              4             66         48.085          0.018          0.813          0.434          0.917          3.667          2.750          0.038         17.505        500.000         18.250          1.000          0.336          0.642          0.026          1.592          1.000          alive          0.385          1.000          0.000         21.842          0.796        442.744          9.820        182.723          3.880        246.321          0.400
     20/12/1990         12.203          7.021          0.139          0.183          0.183           rice              4             67         80.647          0.016          0.830          0.419          1.942          7.766          5.825          0.037         33.856        500.000         16.563          1.000          0.332          0.632          0.381          1.564          1.000          alive          0.403          1.000          0.000         22.011          1.770        469.423         11.281        187.241          7.929        262.972          0.400
     21/12/1990         12.556          7.017          0.240          0.189          0.189           rice              4             68         87.619          0.015          0.844          0.422          2.099          8.398          6.298          0.037         37.817        500.000         14.897          1.000          0.323          0.613          0.353          1.537          1.000          alive          0.420          1.000          0.000         21.826          1.998        499.667         12.894        191.813         13.707        281.254          0.400
     22/12/1990         12.706          7.010          0.331          0.196          0.196           rice              4             69         70.659          0.016          0.860          0.422          1.318          5.273          3.954          0.036         28.451        500.000         15.701          1.000          0.313          0.591          0.150          1.527          1.000          alive          0.437          1.000          0.000         21.667          1.303        522.713         14.651        194.360         18.924        294.778          0.400
     23/12/1990         13.151          7.002          0.488          0.204          0.204           rice              4             70         94.576          0.016          0.876          0.436          1.912          7.650          5.737          0.035         41.161        500.000         16.123          1.000          0.306          0.577          0.445          1.508          1.000          alive          0.456          1.000          0.000         21.705          1.964        556.615         16.545        198.168         27.862        314.040          0.400
     24/12/1990         13.693          6.994          0.701          0.209          0.209           rice              4             71        104.666          0.010          0.886          0.466          1.833          7.330          5.498          0.035         48.300        500.000         10.500          1.000          0.296          0.556          0.542          1.485          1.000          alive          0.468          1.000          0.000         21.443          1.956        597.051         18.595        202.146         40.069        336.242          0.400
     25/12/1990         14.128          6.985          0.922          0.214          0.214           rice              4             72        102.690          0.013          0.899          0.437          1.977          7.909          5.932          0.034         45.690        500.000         12.701          1.000          0.287          0.537          0.435          1.471          1.000          alive          0.482          1.000          0.000         21.076          2.162        635.667         20.764        205.251         52.689        356.963          0.400
     26/12/1990         14.904          6.976          1.263          0.232          0.232           rice              4             73        129.350          0.014          0.912          0.428          2.043          8.173          6.130          0.033         57.741        500.000         13.919          1.000          0.800          1.000          0.775          1.450          1.000          alive          0.528          1.000          0.000         20.796          2.299        690.238         23.063        209.584         72.167        385.423          0.400
     27/12/1990         15.288          6.966          1.546          0.249          0.249           rice              4             74        108.686          0.014          0.926          0.400          1.651          6.606          4.954          0.033         43.771        500.000         13.929          1.000          0.731          1.000          0.384          1.446          1.000          alive          0.574          1.000          0.000         20.227          2.021        731.741         25.519        211.487         88.351        406.383          0.400
     28/12/1990         16.236          6.956          2.025          0.267          0.267           rice              4             75        150.621          0.015          0.941          0.438          1.870          7.479          5.609          0.032         67.890        500.000         14.710          1.000          0.662          1.000          0.948          1.436          1.000          alive          0.621          1.000          0.000         20.086          2.471        796.365         28.107        214.619        115.687        437.953          0.400
     29/12/1990         17.133          6.945          2.576          0.284          0.284           rice              4             76        161.552          0.014          0.955          0.422          2.068          8.273          6.205          0.032         71.758        500.000         14.092          1.000          0.632          1.000          0.825          1.432          1.000          alive          0.668          1.000          0.000         19.403          2.941        865.218         30.850        216.768        147.214        470.386          0.400
